date,keyword,category,trend_score,applicability_score,weighted_score,data_source
2024-02-18,le sserafim,kpop_entertainment,100,0.85,85,mock_data
2024-02-25,le sserafim,kpop_entertainment,70,0.85,59,mock_data
2024-03-03,le sserafim,kpop_entertainment,80,0.85,68,mock_data
2024-03-10,le sserafim,kpop_entertainment,74,0.85,63,mock_data
2024-03-17,le sserafim,kpop_entertainment,55,0.85,47,mock_data
2024-03-24,le sserafim,kpop_entertainment,77,0.85,65,mock_data
2024-03-31,le sserafim,kpop_entertainment,61,0.85,52,mock_data
2024-04-07,le sserafim,kpop_entertainment,64,0.85,55,mock_data
2024-04-14,le sserafim,kpop_entertainment,82,0.85,69,mock_data
2024-04-21,le sserafim,kpop_entertainment,84,0.85,72,mock_data
2024-04-28,le sserafim,kpop_entertainment,48,0.85,41,mock_data
2024-05-05,le sserafim,kpop_entertainment,73,0.85,62,mock_data
2024-05-12,le sserafim,kpop_entertainment,69,0.85,59,mock_data
2024-05-19,le sserafim,kpop_entertainment,43,0.85,36,mock_data
2024-05-26,le sserafim,kpop_entertainment,45,0.85,39,mock_data
2024-06-02,le sserafim,kpop_entertainment,46,0.85,39,mock_data
2024-06-09,le sserafim,kpop_entertainment,69,0.85,59,mock_data
2024-06-16,le sserafim,kpop_entertainment,37,0.85,32,mock_data
2024-06-23,le sserafim,kpop_entertainment,37,0.85,32,mock_data
2024-06-30,le sserafim,kpop_entertainment,23,0.85,19,mock_data
2024-07-07,le sserafim,kpop_entertainment,21,0.85,18,mock_data
2024-07-14,le sserafim,kpop_entertainment,29,0.85,25,mock_data
2024-07-21,le sserafim,kpop_entertainment,23,0.85,20,mock_data
2024-07-28,le sserafim,kpop_entertainment,41,0.85,35,mock_data
2024-08-04,le sserafim,kpop_entertainment,18,0.85,15,mock_data
2024-08-11,le sserafim,kpop_entertainment,50,0.85,43,mock_data
2024-08-18,le sserafim,kpop_entertainment,21,0.85,18,mock_data
2024-08-25,le sserafim,kpop_entertainment,20,0.85,17,mock_data
2024-09-01,le sserafim,kpop_entertainment,73,0.85,62,mock_data
2024-09-08,le sserafim,kpop_entertainment,73,0.85,62,mock_data
2024-09-15,le sserafim,kpop_entertainment,26,0.85,22,mock_data
2024-09-22,le sserafim,kpop_entertainment,11,0.85,9,mock_data
2024-09-29,le sserafim,kpop_entertainment,10,0.85,9,mock_data
2024-10-06,le sserafim,kpop_entertainment,4,0.85,4,mock_data
2024-10-13,le sserafim,kpop_entertainment,6,0.85,5,mock_data
2024-10-20,le sserafim,kpop_entertainment,34,0.85,29,mock_data
2024-10-27,le sserafim,kpop_entertainment,8,0.85,6,mock_data
2024-11-03,le sserafim,kpop_entertainment,25,0.85,21,mock_data
2024-11-10,le sserafim,kpop_entertainment,12,0.85,10,mock_data
2024-11-17,le sserafim,kpop_entertainment,6,0.85,5,mock_data
2024-11-24,le sserafim,kpop_entertainment,1,0.85,1,mock_data
2024-12-01,le sserafim,kpop_entertainment,31,0.85,26,mock_data
2024-12-08,le sserafim,kpop_entertainment,49,0.85,42,mock_data
2024-12-15,le sserafim,kpop_entertainment,11,0.85,9,mock_data
2024-12-22,le sserafim,kpop_entertainment,13,0.85,11,mock_data
2024-12-29,le sserafim,kpop_entertainment,17,0.85,14,mock_data
2024-01-07,bts,kpop_entertainment,100,0.85,85,mock_data
2024-01-14,bts,kpop_entertainment,73,0.85,62,mock_data
2024-01-21,bts,kpop_entertainment,100,0.85,85,mock_data
2024-01-28,bts,kpop_entertainment,100,0.85,85,mock_data
2024-02-04,bts,kpop_entertainment,72,0.85,61,mock_data
2024-02-11,bts,kpop_entertainment,66,0.85,56,mock_data
2024-02-18,bts,kpop_entertainment,100,0.85,85,mock_data
2024-02-25,bts,kpop_entertainment,62,0.85,53,mock_data
2024-03-03,bts,kpop_entertainment,62,0.85,53,mock_data
2024-03-10,bts,kpop_entertainment,96,0.85,81,mock_data
2024-03-17,bts,kpop_entertainment,100,0.85,85,mock_data
2024-03-24,bts,kpop_entertainment,59,0.85,50,mock_data
2024-03-31,bts,kpop_entertainment,62,0.85,53,mock_data
2024-04-07,bts,kpop_entertainment,42,0.85,36,mock_data
2024-04-14,bts,kpop_entertainment,51,0.85,44,mock_data
2024-04-21,bts,kpop_entertainment,59,0.85,50,mock_data
2024-04-28,bts,kpop_entertainment,59,0.85,50,mock_data
2024-05-05,bts,kpop_entertainment,53,0.85,45,mock_data
2024-05-12,bts,kpop_entertainment,100,0.85,85,mock_data
2024-05-19,bts,kpop_entertainment,51,0.85,44,mock_data
2024-05-26,bts,kpop_entertainment,34,0.85,29,mock_data
2024-06-02,bts,kpop_entertainment,85,0.85,73,mock_data
2024-06-09,bts,kpop_entertainment,44,0.85,37,mock_data
2024-06-16,bts,kpop_entertainment,36,0.85,31,mock_data
2024-06-23,bts,kpop_entertainment,70,0.85,59,mock_data
2024-06-30,bts,kpop_entertainment,33,0.85,28,mock_data
2024-07-07,bts,kpop_entertainment,20,0.85,17,mock_data
2024-07-14,bts,kpop_entertainment,29,0.85,25,mock_data
2024-07-21,bts,kpop_entertainment,27,0.85,23,mock_data
2024-07-28,bts,kpop_entertainment,30,0.85,25,mock_data
2024-08-04,bts,kpop_entertainment,28,0.85,24,mock_data
2024-08-11,bts,kpop_entertainment,27,0.85,23,mock_data
2024-08-18,bts,kpop_entertainment,19,0.85,16,mock_data
2024-08-25,bts,kpop_entertainment,21,0.85,17,mock_data
2024-09-01,bts,kpop_entertainment,9,0.85,8,mock_data
2024-09-08,bts,kpop_entertainment,11,0.85,9,mock_data
2024-09-15,bts,kpop_entertainment,4,0.85,3,mock_data
2024-09-22,bts,kpop_entertainment,35,0.85,30,mock_data
2024-09-29,bts,kpop_entertainment,12,0.85,11,mock_data
2024-10-06,bts,kpop_entertainment,6,0.85,5,mock_data
2024-10-13,bts,kpop_entertainment,15,0.85,13,mock_data
2024-10-20,bts,kpop_entertainment,0,0.85,0,mock_data
2024-10-27,bts,kpop_entertainment,10,0.85,8,mock_data
2024-11-03,bts,kpop_entertainment,20,0.85,17,mock_data
2024-11-10,bts,kpop_entertainment,53,0.85,45,mock_data
2024-11-17,bts,kpop_entertainment,21,0.85,17,mock_data
2024-11-24,bts,kpop_entertainment,5,0.85,4,mock_data
2024-12-01,bts,kpop_entertainment,14,0.85,12,mock_data
2024-12-08,bts,kpop_entertainment,8,0.85,7,mock_data
2024-12-15,bts,kpop_entertainment,0,0.85,0,mock_data
2024-12-22,bts,kpop_entertainment,11,0.85,9,mock_data
2024-12-29,bts,kpop_entertainment,47,0.85,40,mock_data
2024-01-07,labubu,character_ip,73,0.9,65,mock_data
2024-01-14,labubu,character_ip,74,0.9,66,mock_data
2024-01-21,labubu,character_ip,68,0.9,61,mock_data
2024-01-28,labubu,character_ip,74,0.9,66,mock_data
2024-02-04,labubu,character_ip,98,0.9,88,mock_data
2024-02-11,labubu,character_ip,53,0.9,48,mock_data
2024-02-18,labubu,character_ip,69,0.9,62,mock_data
2024-02-25,labubu,character_ip,69,0.9,62,mock_data
2024-03-03,labubu,character_ip,68,0.9,61,mock_data
2024-03-10,labubu,character_ip,97,0.9,88,mock_data
2024-03-17,labubu,character_ip,63,0.9,56,mock_data
2024-03-24,labubu,character_ip,65,0.9,59,mock_data
2024-03-31,labubu,character_ip,72,0.9,65,mock_data
2024-04-07,labubu,character_ip,94,0.9,85,mock_data
2024-04-14,labubu,character_ip,96,0.9,86,mock_data
2024-04-21,labubu,character_ip,77,0.9,70,mock_data
2024-04-28,labubu,character_ip,82,0.9,73,mock_data
2024-05-05,labubu,character_ip,74,0.9,66,mock_data
2024-05-12,labubu,character_ip,70,0.9,63,mock_data
2024-05-19,labubu,character_ip,77,0.9,69,mock_data
2024-05-26,labubu,character_ip,81,0.9,73,mock_data
2024-06-02,labubu,character_ip,72,0.9,65,mock_data
2024-06-09,labubu,character_ip,99,0.9,89,mock_data
2024-06-16,labubu,character_ip,78,0.9,70,mock_data
2024-06-23,labubu,character_ip,72,0.9,65,mock_data
2024-06-30,labubu,character_ip,66,0.9,59,mock_data
2024-07-07,labubu,character_ip,60,0.9,54,mock_data
2024-07-14,labubu,character_ip,56,0.9,50,mock_data
2024-07-21,labubu,character_ip,73,0.9,66,mock_data
2024-07-28,labubu,character_ip,79,0.9,71,mock_data
2024-08-04,labubu,character_ip,69,0.9,62,mock_data
2024-08-11,labubu,character_ip,45,0.9,40,mock_data
2024-08-18,labubu,character_ip,51,0.9,46,mock_data
2024-08-25,labubu,character_ip,94,0.9,84,mock_data
2024-09-01,labubu,character_ip,72,0.9,65,mock_data
2024-09-08,labubu,character_ip,56,0.9,50,mock_data
2024-09-15,labubu,character_ip,58,0.9,52,mock_data
2024-09-22,labubu,character_ip,100,0.9,90,mock_data
2024-09-29,labubu,character_ip,43,0.9,38,mock_data
2024-10-06,labubu,character_ip,91,0.9,82,mock_data
2024-10-13,labubu,character_ip,69,0.9,62,mock_data
2024-10-20,labubu,character_ip,67,0.9,60,mock_data
2024-10-27,labubu,character_ip,61,0.9,55,mock_data
2024-11-03,labubu,character_ip,86,0.9,77,mock_data
2024-11-10,labubu,character_ip,65,0.9,58,mock_data
2024-11-17,labubu,character_ip,63,0.9,56,mock_data
2024-11-24,labubu,character_ip,84,0.9,76,mock_data
2024-12-01,labubu,character_ip,84,0.9,75,mock_data
2024-12-08,labubu,character_ip,100,0.9,90,mock_data
2024-12-15,labubu,character_ip,74,0.9,67,mock_data
2024-12-22,labubu,character_ip,62,0.9,55,mock_data
2024-12-29,labubu,character_ip,59,0.9,53,mock_data
2024-01-07,hello kitty,character_ip,91,0.9,82,mock_data
2024-01-14,hello kitty,character_ip,76,0.9,68,mock_data
2024-01-21,hello kitty,character_ip,64,0.9,58,mock_data
2024-01-28,hello kitty,character_ip,63,0.9,56,mock_data
2024-02-04,hello kitty,character_ip,71,0.9,64,mock_data
2024-02-11,hello kitty,character_ip,56,0.9,51,mock_data
2024-02-18,hello kitty,character_ip,71,0.9,64,mock_data
2024-02-25,hello kitty,character_ip,70,0.9,63,mock_data
2024-03-03,hello kitty,character_ip,60,0.9,54,mock_data
2024-03-10,hello kitty,character_ip,81,0.9,73,mock_data
2024-03-17,hello kitty,character_ip,86,0.9,77,mock_data
2024-03-24,hello kitty,character_ip,83,0.9,75,mock_data
2024-03-31,hello kitty,character_ip,82,0.9,73,mock_data
2024-04-07,hello kitty,character_ip,100,0.9,90,mock_data
2024-04-14,hello kitty,character_ip,81,0.9,73,mock_data
2024-04-21,hello kitty,character_ip,100,0.9,90,mock_data
2024-04-28,hello kitty,character_ip,100,0.9,90,mock_data
2024-05-05,hello kitty,character_ip,70,0.9,63,mock_data
2024-05-12,hello kitty,character_ip,68,0.9,61,mock_data
2024-05-19,hello kitty,character_ip,92,0.9,83,mock_data
2024-05-26,hello kitty,character_ip,71,0.9,64,mock_data
2024-06-02,hello kitty,character_ip,69,0.9,62,mock_data
2024-06-09,hello kitty,character_ip,67,0.9,60,mock_data
2024-06-16,hello kitty,character_ip,96,0.9,87,mock_data
2024-06-23,hello kitty,character_ip,62,0.9,56,mock_data
2024-06-30,hello kitty,character_ip,51,0.9,46,mock_data
2024-07-07,hello kitty,character_ip,62,0.9,56,mock_data
2024-07-14,hello kitty,character_ip,57,0.9,51,mock_data
2024-07-21,hello kitty,character_ip,58,0.9,52,mock_data
2024-07-28,hello kitty,character_ip,61,0.9,55,mock_data
2024-08-04,hello kitty,character_ip,41,0.9,37,mock_data
2024-08-11,hello kitty,character_ip,46,0.9,41,mock_data
2024-08-18,hello kitty,character_ip,59,0.9,53,mock_data
2024-08-25,hello kitty,character_ip,64,0.9,58,mock_data
2024-09-01,hello kitty,character_ip,59,0.9,53,mock_data
2024-09-08,hello kitty,character_ip,55,0.9,49,mock_data
2024-09-15,hello kitty,character_ip,44,0.9,39,mock_data
2024-09-22,hello kitty,character_ip,60,0.9,54,mock_data
2024-09-29,hello kitty,character_ip,90,0.9,81,mock_data
2024-10-06,hello kitty,character_ip,62,0.9,56,mock_data
2024-10-13,hello kitty,character_ip,92,0.9,82,mock_data
2024-10-20,hello kitty,character_ip,81,0.9,73,mock_data
2024-10-27,hello kitty,character_ip,54,0.9,48,mock_data
2024-11-03,hello kitty,character_ip,57,0.9,52,mock_data
2024-11-10,hello kitty,character_ip,60,0.9,54,mock_data
2024-11-17,hello kitty,character_ip,51,0.9,46,mock_data
2024-11-24,hello kitty,character_ip,100,0.9,90,mock_data
2024-12-01,hello kitty,character_ip,89,0.9,80,mock_data
2024-12-08,hello kitty,character_ip,57,0.9,51,mock_data
2024-12-15,hello kitty,character_ip,61,0.9,55,mock_data
2024-12-22,hello kitty,character_ip,72,0.9,65,mock_data
2024-12-29,hello kitty,character_ip,60,0.9,54,mock_data
2024-01-07,pokemon,character_ip,62,0.9,55,mock_data
2024-01-14,pokemon,character_ip,100,0.9,90,mock_data
2024-01-21,pokemon,character_ip,77,0.9,70,mock_data
2024-01-28,pokemon,character_ip,70,0.9,63,mock_data
2024-02-04,pokemon,character_ip,66,0.9,60,mock_data
2024-02-11,pokemon,character_ip,75,0.9,68,mock_data
2024-02-18,pokemon,character_ip,65,0.9,59,mock_data
2024-02-25,pokemon,character_ip,72,0.9,65,mock_data
2024-03-03,pokemon,character_ip,79,0.9,71,mock_data
2024-03-10,pokemon,character_ip,99,0.9,89,mock_data
2024-03-17,pokemon,character_ip,75,0.9,68,mock_data
2024-03-24,pokemon,character_ip,90,0.9,81,mock_data
2024-03-31,pokemon,character_ip,78,0.9,70,mock_data
2024-04-07,pokemon,character_ip,68,0.9,61,mock_data
2024-04-14,pokemon,character_ip,71,0.9,64,mock_data
2024-04-21,pokemon,character_ip,86,0.9,77,mock_data
2024-04-28,pokemon,character_ip,76,0.9,68,mock_data
2024-05-05,pokemon,character_ip,96,0.9,86,mock_data
2024-05-12,pokemon,character_ip,72,0.9,65,mock_data
2024-05-19,pokemon,character_ip,80,0.9,72,mock_data
2024-05-26,pokemon,character_ip,72,0.9,65,mock_data
2024-06-02,pokemon,character_ip,82,0.9,73,mock_data
2024-06-09,pokemon,character_ip,66,0.9,59,mock_data
2024-06-16,pokemon,character_ip,55,0.9,50,mock_data
2024-06-23,pokemon,character_ip,96,0.9,87,mock_data
2024-06-30,pokemon,character_ip,51,0.9,45,mock_data
2024-07-07,pokemon,character_ip,100,0.9,90,mock_data
2024-07-14,pokemon,character_ip,70,0.9,63,mock_data
2024-07-21,pokemon,character_ip,71,0.9,63,mock_data
2024-07-28,pokemon,character_ip,62,0.9,56,mock_data
2024-08-04,pokemon,character_ip,58,0.9,52,mock_data
2024-08-11,pokemon,character_ip,75,0.9,68,mock_data
2024-08-18,pokemon,character_ip,93,0.9,84,mock_data
2024-08-25,pokemon,character_ip,57,0.9,51,mock_data
2024-09-01,pokemon,character_ip,44,0.9,40,mock_data
2024-09-08,pokemon,character_ip,67,0.9,60,mock_data
2024-09-15,pokemon,character_ip,47,0.9,42,mock_data
2024-09-22,pokemon,character_ip,64,0.9,58,mock_data
2024-09-29,pokemon,character_ip,54,0.9,48,mock_data
2024-10-06,pokemon,character_ip,58,0.9,53,mock_data
2024-10-13,pokemon,character_ip,68,0.9,61,mock_data
2024-10-20,pokemon,character_ip,81,0.9,73,mock_data
2024-10-27,pokemon,character_ip,60,0.9,54,mock_data
2024-11-03,pokemon,character_ip,78,0.9,70,mock_data
2024-11-10,pokemon,character_ip,85,0.9,77,mock_data
2024-11-17,pokemon,character_ip,54,0.9,49,mock_data
2024-11-24,pokemon,character_ip,100,0.9,90,mock_data
2024-12-01,pokemon,character_ip,72,0.9,65,mock_data
2024-12-08,pokemon,character_ip,51,0.9,46,mock_data
2024-12-15,pokemon,character_ip,65,0.9,59,mock_data
2024-12-22,pokemon,character_ip,97,0.9,87,mock_data
2024-12-29,pokemon,character_ip,70,0.9,63,mock_data
2024-01-07,genshin impact,character_ip,69,0.9,62,mock_data
2024-01-14,genshin impact,character_ip,60,0.9,54,mock_data
2024-01-21,genshin impact,character_ip,78,0.9,70,mock_data
2024-01-28,genshin impact,character_ip,100,0.9,90,mock_data
2024-02-04,genshin impact,character_ip,77,0.9,69,mock_data
2024-02-11,genshin impact,character_ip,76,0.9,68,mock_data
2024-02-18,genshin impact,character_ip,78,0.9,71,mock_data
2024-02-25,genshin impact,character_ip,69,0.9,62,mock_data
2024-03-03,genshin impact,character_ip,61,0.9,55,mock_data
2024-03-10,genshin impact,character_ip,78,0.9,70,mock_data
2024-03-17,genshin impact,character_ip,69,0.9,62,mock_data
2024-03-24,genshin impact,character_ip,88,0.9,79,mock_data
2024-03-31,genshin impact,character_ip,100,0.9,90,mock_data
2024-04-07,genshin impact,character_ip,85,0.9,76,mock_data
2024-04-14,genshin impact,character_ip,100,0.9,90,mock_data
2024-04-21,genshin impact,character_ip,74,0.9,67,mock_data
2024-04-28,genshin impact,character_ip,68,0.9,61,mock_data
2024-05-05,genshin impact,character_ip,83,0.9,75,mock_data
2024-05-12,genshin impact,character_ip,71,0.9,64,mock_data
2024-05-19,genshin impact,character_ip,64,0.9,58,mock_data
2024-05-26,genshin impact,character_ip,85,0.9,76,mock_data
2024-06-02,genshin impact,character_ip,74,0.9,67,mock_data
2024-06-09,genshin impact,character_ip,50,0.9,45,mock_data
2024-06-16,genshin impact,character_ip,67,0.9,60,mock_data
2024-06-23,genshin impact,character_ip,67,0.9,60,mock_data
2024-06-30,genshin impact,character_ip,100,0.9,90,mock_data
2024-07-07,genshin impact,character_ip,59,0.9,53,mock_data
2024-07-14,genshin impact,character_ip,92,0.9,83,mock_data
2024-07-21,genshin impact,character_ip,70,0.9,63,mock_data
2024-07-28,genshin impact,character_ip,70,0.9,63,mock_data
2024-08-04,genshin impact,character_ip,60,0.9,54,mock_data
2024-08-11,genshin impact,character_ip,78,0.9,70,mock_data
2024-08-18,genshin impact,character_ip,56,0.9,50,mock_data
2024-08-25,genshin impact,character_ip,58,0.9,52,mock_data
2024-09-01,genshin impact,character_ip,67,0.9,60,mock_data
2024-09-08,genshin impact,character_ip,63,0.9,57,mock_data
2024-09-15,genshin impact,character_ip,57,0.9,52,mock_data
2024-09-22,genshin impact,character_ip,99,0.9,89,mock_data
2024-09-29,genshin impact,character_ip,57,0.9,52,mock_data
2024-10-06,genshin impact,character_ip,69,0.9,62,mock_data
2024-10-13,genshin impact,character_ip,60,0.9,54,mock_data
2024-10-20,genshin impact,character_ip,100,0.9,90,mock_data
2024-10-27,genshin impact,character_ip,76,0.9,69,mock_data
2024-11-03,genshin impact,character_ip,72,0.9,65,mock_data
2024-11-10,genshin impact,character_ip,52,0.9,47,mock_data
2024-11-17,genshin impact,character_ip,69,0.9,62,mock_data
2024-11-24,genshin impact,character_ip,100,0.9,90,mock_data
2024-12-01,genshin impact,character_ip,58,0.9,52,mock_data
2024-12-08,genshin impact,character_ip,70,0.9,63,mock_data
2024-12-15,genshin impact,character_ip,70,0.9,63,mock_data
2024-12-22,genshin impact,character_ip,74,0.9,67,mock_data
2024-12-29,genshin impact,character_ip,62,0.9,56,mock_data
2024-01-07,minions,character_ip,71,0.9,64,mock_data
2024-01-14,minions,character_ip,71,0.9,64,mock_data
2024-01-21,minions,character_ip,63,0.9,56,mock_data
2024-01-28,minions,character_ip,77,0.9,69,mock_data
2024-02-04,minions,character_ip,78,0.9,70,mock_data
2024-02-11,minions,character_ip,100,0.9,90,mock_data
2024-02-18,minions,character_ip,73,0.9,66,mock_data
2024-02-25,minions,character_ip,78,0.9,71,mock_data
2024-03-03,minions,character_ip,70,0.9,63,mock_data
2024-03-10,minions,character_ip,100,0.9,90,mock_data
2024-03-17,minions,character_ip,100,0.9,90,mock_data
2024-03-24,minions,character_ip,73,0.9,66,mock_data
2024-03-31,minions,character_ip,80,0.9,72,mock_data
2024-04-07,minions,character_ip,100,0.9,90,mock_data
2024-04-14,minions,character_ip,76,0.9,69,mock_data
2024-04-21,minions,character_ip,100,0.9,90,mock_data
2024-04-28,minions,character_ip,70,0.9,63,mock_data
2024-05-05,minions,character_ip,81,0.9,73,mock_data
2024-05-12,minions,character_ip,82,0.9,74,mock_data
2024-05-19,minions,character_ip,79,0.9,71,mock_data
2024-05-26,minions,character_ip,85,0.9,76,mock_data
2024-06-02,minions,character_ip,77,0.9,69,mock_data
2024-06-09,minions,character_ip,66,0.9,59,mock_data
2024-06-16,minions,character_ip,68,0.9,61,mock_data
2024-06-23,minions,character_ip,71,0.9,64,mock_data
2024-06-30,minions,character_ip,83,0.9,75,mock_data
2024-07-07,minions,character_ip,78,0.9,70,mock_data
2024-07-14,minions,character_ip,56,0.9,51,mock_data
2024-07-21,minions,character_ip,50,0.9,45,mock_data
2024-07-28,minions,character_ip,93,0.9,84,mock_data
2024-08-04,minions,character_ip,66,0.9,59,mock_data
2024-08-11,minions,character_ip,55,0.9,49,mock_data
2024-08-18,minions,character_ip,63,0.9,57,mock_data
2024-08-25,minions,character_ip,37,0.9,33,mock_data
2024-09-01,minions,character_ip,87,0.9,78,mock_data
2024-09-08,minions,character_ip,100,0.9,90,mock_data
2024-09-15,minions,character_ip,45,0.9,40,mock_data
2024-09-22,minions,character_ip,44,0.9,39,mock_data
2024-09-29,minions,character_ip,82,0.9,73,mock_data
2024-10-06,minions,character_ip,66,0.9,59,mock_data
2024-10-13,minions,character_ip,57,0.9,51,mock_data
2024-10-20,minions,character_ip,43,0.9,38,mock_data
2024-10-27,minions,character_ip,66,0.9,59,mock_data
2024-11-03,minions,character_ip,61,0.9,55,mock_data
2024-11-10,minions,character_ip,63,0.9,56,mock_data
2024-11-17,minions,character_ip,58,0.9,52,mock_data
2024-11-24,minions,character_ip,64,0.9,57,mock_data
2024-12-01,minions,character_ip,71,0.9,64,mock_data
2024-12-08,minions,character_ip,64,0.9,58,mock_data
2024-12-15,minions,character_ip,53,0.9,48,mock_data
2024-12-22,minions,character_ip,73,0.9,66,mock_data
2024-12-29,minions,character_ip,62,0.9,55,mock_data
2024-01-07,tết nguyên đán,social_events,62,0.95,58,mock_data
2024-01-14,tết nguyên đán,social_events,43,0.95,40,mock_data
2024-01-21,tết nguyên đán,social_events,61,0.95,58,mock_data
2024-01-28,tết nguyên đán,social_events,44,0.95,42,mock_data
2024-02-04,tết nguyên đán,social_events,69,0.95,65,mock_data
2024-02-11,tết nguyên đán,social_events,57,0.95,54,mock_data
2024-02-18,tết nguyên đán,social_events,65,0.95,62,mock_data
2024-02-25,tết nguyên đán,social_events,60,0.95,57,mock_data
2024-03-03,tết nguyên đán,social_events,59,0.95,56,mock_data
2024-03-10,tết nguyên đán,social_events,67,0.95,64,mock_data
2024-03-17,tết nguyên đán,social_events,64,0.95,60,mock_data
2024-03-24,tết nguyên đán,social_events,68,0.95,65,mock_data
2024-03-31,tết nguyên đán,social_events,52,0.95,49,mock_data
2024-04-07,tết nguyên đán,social_events,53,0.95,50,mock_data
2024-04-14,tết nguyên đán,social_events,41,0.95,39,mock_data
2024-04-21,tết nguyên đán,social_events,32,0.95,30,mock_data
2024-04-28,tết nguyên đán,social_events,38,0.95,36,mock_data
2024-05-05,tết nguyên đán,social_events,46,0.95,43,mock_data
2024-05-12,tết nguyên đán,social_events,31,0.95,30,mock_data
2024-05-19,tết nguyên đán,social_events,33,0.95,31,mock_data
2024-05-26,tết nguyên đán,social_events,25,0.95,23,mock_data
2024-06-02,tết nguyên đán,social_events,21,0.95,20,mock_data
2024-06-09,tết nguyên đán,social_events,25,0.95,24,mock_data
2024-06-16,tết nguyên đán,social_events,16,0.95,15,mock_data
2024-06-23,tết nguyên đán,social_events,3,0.95,3,mock_data
2024-06-30,tết nguyên đán,social_events,30,0.95,28,mock_data
2024-07-07,tết nguyên đán,social_events,18,0.95,17,mock_data
2024-07-14,tết nguyên đán,social_events,8,0.95,8,mock_data
2024-07-21,tết nguyên đán,social_events,14,0.95,13,mock_data
2024-07-28,tết nguyên đán,social_events,8,0.95,8,mock_data
2024-08-04,tết nguyên đán,social_events,13,0.95,12,mock_data
2024-08-11,tết nguyên đán,social_events,14,0.95,14,mock_data
2024-08-18,tết nguyên đán,social_events,9,0.95,9,mock_data
2024-08-25,tết nguyên đán,social_events,0,0.95,0,mock_data
2024-09-01,tết nguyên đán,social_events,9,0.95,9,mock_data
2024-09-08,tết nguyên đán,social_events,6,0.95,6,mock_data
2024-09-15,tết nguyên đán,social_events,18,0.95,17,mock_data
2024-09-22,tết nguyên đán,social_events,17,0.95,17,mock_data
2024-09-29,tết nguyên đán,social_events,11,0.95,10,mock_data
2024-10-06,tết nguyên đán,social_events,7,0.95,6,mock_data
2024-10-13,tết nguyên đán,social_events,2,0.95,2,mock_data
2024-10-20,tết nguyên đán,social_events,25,0.95,24,mock_data
2024-10-27,tết nguyên đán,social_events,22,0.95,21,mock_data
2024-11-03,tết nguyên đán,social_events,31,0.95,29,mock_data
2024-11-10,tết nguyên đán,social_events,38,0.95,36,mock_data
2024-11-17,tết nguyên đán,social_events,43,0.95,41,mock_data
2024-11-24,tết nguyên đán,social_events,21,0.95,20,mock_data
2024-12-01,tết nguyên đán,social_events,38,0.95,36,mock_data
2024-12-08,tết nguyên đán,social_events,31,0.95,29,mock_data
2024-12-15,tết nguyên đán,social_events,59,0.95,56,mock_data
2024-12-22,tết nguyên đán,social_events,42,0.95,40,mock_data
2024-12-29,tết nguyên đán,social_events,66,0.95,62,mock_data
2024-01-07,valentine,social_events,54,0.95,51,mock_data
2024-01-14,valentine,social_events,76,0.95,72,mock_data
2024-01-21,valentine,social_events,54,0.95,51,mock_data
2024-01-28,valentine,social_events,67,0.95,63,mock_data
2024-02-04,valentine,social_events,56,0.95,53,mock_data
2024-02-11,valentine,social_events,64,0.95,61,mock_data
2024-02-18,valentine,social_events,70,0.95,66,mock_data
2024-02-25,valentine,social_events,59,0.95,56,mock_data
2024-03-03,valentine,social_events,63,0.95,60,mock_data
2024-03-10,valentine,social_events,70,0.95,66,mock_data
2024-03-17,valentine,social_events,65,0.95,61,mock_data
2024-03-24,valentine,social_events,47,0.95,45,mock_data
2024-03-31,valentine,social_events,51,0.95,49,mock_data
2024-04-07,valentine,social_events,56,0.95,53,mock_data
2024-04-14,valentine,social_events,53,0.95,50,mock_data
2024-04-21,valentine,social_events,42,0.95,40,mock_data
2024-04-28,valentine,social_events,43,0.95,41,mock_data
2024-05-05,valentine,social_events,47,0.95,44,mock_data
2024-05-12,valentine,social_events,43,0.95,41,mock_data
2024-05-19,valentine,social_events,35,0.95,33,mock_data
2024-05-26,valentine,social_events,31,0.95,29,mock_data
2024-06-02,valentine,social_events,27,0.95,26,mock_data
2024-06-09,valentine,social_events,20,0.95,19,mock_data
2024-06-16,valentine,social_events,6,0.95,6,mock_data
2024-06-23,valentine,social_events,25,0.95,24,mock_data
2024-06-30,valentine,social_events,10,0.95,9,mock_data
2024-07-07,valentine,social_events,17,0.95,16,mock_data
2024-07-14,valentine,social_events,0,0.95,0,mock_data
2024-07-21,valentine,social_events,11,0.95,10,mock_data
2024-07-28,valentine,social_events,15,0.95,14,mock_data
2024-08-04,valentine,social_events,10,0.95,9,mock_data
2024-08-11,valentine,social_events,0,0.95,0,mock_data
2024-08-18,valentine,social_events,8,0.95,7,mock_data
2024-08-25,valentine,social_events,0,0.95,0,mock_data
2024-09-01,valentine,social_events,7,0.95,7,mock_data
2024-09-08,valentine,social_events,6,0.95,6,mock_data
2024-09-15,valentine,social_events,16,0.95,16,mock_data
2024-09-22,valentine,social_events,13,0.95,12,mock_data
2024-09-29,valentine,social_events,14,0.95,13,mock_data
2024-10-06,valentine,social_events,25,0.95,24,mock_data
2024-10-13,valentine,social_events,18,0.95,17,mock_data
2024-10-20,valentine,social_events,29,0.95,28,mock_data
2024-10-27,valentine,social_events,25,0.95,24,mock_data
2024-11-03,valentine,social_events,34,0.95,32,mock_data
