date,competitor,product,price,has_promotion,estimated_market_share,store_count,quality_rating,delivery_available
2024-01-28,Paris Baguette,Red Velvet Cake,327000.0,0,0.199,20,3.9,1
2024-01-28,Tous Les Jours,Tiramisu,297000.0,0,0.182,4,4.2,1
2024-01-28,Tous Les Jours,Cheesecake,248000.0,0,0.08,2,3.8,1
2024-01-28,Tous Les Jours,Macaron,51000.0,0,0.156,1,3.8,0
2024-01-28,Tous Les Jours,Éclair,72000.0,0,0.101,15,4.0,1
2024-01-28,Tous Les Jours,Croissant,43000.0,0,0.102,18,3.6,1
2024-01-28,Tous Les Jours,Red Velvet Cake,321000.0,0,0.119,21,4.8,1
2024-01-28,ABC Bakery,Tiramisu,224000.0,0,0.062,12,4.6,1
2024-01-28,ABC Bakery,Cheesecake,207000.0,0,0.129,4,3.6,1
2024-01-28,ABC Bakery,Macaron,40000.0,0,0.177,21,3.8,1
2024-01-28,ABC Bakery,Éclair,61000.0,0,0.151,10,4.4,0
2024-01-28,ABC Bakery,Croissant,34000.0,0,0.128,7,4.4,1
2024-01-28,ABC Bakery,Red Velvet Cake,278000.0,0,0.081,6,4.0,1
2024-01-28,Givral,Tiramisu,192000.0,1,0.062,22,4.4,0
2024-01-28,Givral,Cheesecake,197000.0,0,0.166,23,4.3,1
2024-01-28,Givral,Macaron,40000.0,0,0.176,22,4.6,1
2024-01-28,Givral,Éclair,57000.0,0,0.25,4,3.6,1
2024-01-28,Givral,Croissant,32000.0,0,0.143,18,4.0,0
2024-01-28,Givral,Red Velvet Cake,254000.0,0,0.053,8,4.5,1
2024-01-28,Local Bakery A,Tiramisu,212000.0,0,0.15,15,4.2,1
2024-01-28,Local Bakery A,Cheesecake,177000.0,0,0.087,22,4.5,1
2024-01-28,Local Bakery A,Macaron,37000.0,0,0.212,22,3.9,1
2024-01-28,Local Bakery A,Éclair,54000.0,0,0.062,16,4.3,1
2024-01-28,Local Bakery A,Croissant,32000.0,0,0.181,17,3.7,1
2024-01-28,Local Bakery A,Red Velvet Cake,253000.0,0,0.185,4,3.5,1
2024-01-28,Supermarket Chain,Tiramisu,164000.0,0,0.105,1,4.2,1
2024-01-28,Supermarket Chain,Cheesecake,109000.0,1,0.1,12,4.2,0
2024-01-28,Supermarket Chain,Macaron,29000.0,0,0.193,21,4.2,1
2024-01-28,Supermarket Chain,Éclair,43000.0,0,0.243,8,3.6,0
2024-01-28,Supermarket Chain,Croissant,26000.0,0,0.1,1,3.7,0
2024-01-28,Supermarket Chain,Red Velvet Cake,154000.0,1,0.073,23,3.9,1
2024-01-29,Paris Baguette,Tiramisu,281000.0,0,0.058,18,3.6,1
2024-01-29,Paris Baguette,Cheesecake,244000.0,0,0.062,10,3.6,0
2024-01-29,Paris Baguette,Macaron,51000.0,0,0.117,1,4.3,0
2024-01-29,Paris Baguette,Éclair,71000.0,0,0.077,1,4.8,0
2024-01-29,Paris Baguette,Croissant,42000.0,0,0.242,1,4.5,1
2024-01-29,Paris Baguette,Red Velvet Cake,336000.0,0,0.238,3,3.6,1
2024-01-29,Tous Les Jours,Tiramisu,270000.0,0,0.227,8,3.6,1
2024-01-29,Tous Les Jours,Cheesecake,238000.0,0,0.179,15,3.9,1
2024-01-29,Tous Les Jours,Macaron,46000.0,0,0.134,7,4.2,0
2024-01-29,Tous Les Jours,Éclair,72000.0,0,0.129,9,3.5,1
2024-01-29,Tous Les Jours,Croissant,41000.0,0,0.063,21,4.1,0
2024-01-29,Tous Les Jours,Red Velvet Cake,313000.0,0,0.197,22,3.5,1
2024-01-29,ABC Bakery,Tiramisu,222000.0,0,0.091,4,4.4,1
2024-01-29,ABC Bakery,Cheesecake,193000.0,0,0.221,15,4.2,1
2024-01-29,ABC Bakery,Macaron,39000.0,0,0.063,13,3.6,0
2024-01-29,ABC Bakery,Éclair,59000.0,0,0.19,18,4.5,0
2024-01-29,ABC Bakery,Croissant,33000.0,0,0.132,5,4.3,0
2024-01-29,ABC Bakery,Red Velvet Cake,240000.0,0,0.197,11,3.8,1
2024-01-29,Givral,Tiramisu,143000.0,1,0.208,2,4.1,1
2024-01-29,Givral,Cheesecake,178000.0,0,0.066,13,3.8,1
2024-01-29,Givral,Macaron,38000.0,0,0.249,14,3.8,0
2024-01-29,Givral,Éclair,54000.0,0,0.167,7,4.0,0
2024-01-29,Givral,Croissant,31000.0,0,0.242,17,4.2,1
2024-01-29,Givral,Red Velvet Cake,237000.0,0,0.14,20,3.7,1
2024-01-29,Local Bakery A,Tiramisu,195000.0,0,0.227,17,3.7,1
2024-01-29,Local Bakery A,Cheesecake,171000.0,0,0.193,6,3.6,1
2024-01-29,Local Bakery A,Macaron,35000.0,0,0.13,18,4.2,1
2024-01-29,Local Bakery A,Éclair,50000.0,0,0.087,23,4.0,0
2024-01-29,Local Bakery A,Croissant,30000.0,0,0.145,4,3.7,1
2024-01-29,Local Bakery A,Red Velvet Cake,229000.0,0,0.075,18,4.3,1
2024-01-29,Supermarket Chain,Tiramisu,158000.0,0,0.072,6,4.7,0
2024-01-29,Supermarket Chain,Cheesecake,117000.0,1,0.145,14,4.6,1
2024-01-29,Supermarket Chain,Macaron,28000.0,0,0.216,11,4.2,1
2024-01-29,Supermarket Chain,Éclair,41000.0,0,0.154,17,3.9,1
2024-01-29,Supermarket Chain,Croissant,24000.0,0,0.161,22,4.5,1
2024-01-29,Supermarket Chain,Red Velvet Cake,184000.0,0,0.141,18,4.2,0
2024-01-30,Paris Baguette,Tiramisu,299000.0,0,0.155,2,4.2,1
2024-01-30,Paris Baguette,Cheesecake,240000.0,0,0.065,22,4.4,0
2024-01-30,Paris Baguette,Macaron,47000.0,0,0.079,22,4.0,1
2024-01-30,Paris Baguette,Éclair,71000.0,0,0.195,7,4.3,1
2024-01-30,Paris Baguette,Croissant,30000.0,1,0.187,18,4.8,1
2024-01-30,Paris Baguette,Red Velvet Cake,317000.0,0,0.134,16,3.5,1
2024-01-30,Tous Les Jours,Tiramisu,276000.0,0,0.199,9,4.7,0
2024-01-30,Tous Les Jours,Cheesecake,228000.0,0,0.121,12,4.6,1
2024-01-30,Tous Les Jours,Macaron,47000.0,0,0.202,17,3.7,1
2024-01-30,Tous Les Jours,Éclair,53000.0,1,0.072,2,4.0,1
2024-01-30,Tous Les Jours,Croissant,32000.0,1,0.195,2,4.6,0
2024-01-30,Tous Les Jours,Red Velvet Cake,305000.0,0,0.233,10,3.8,1
2024-01-30,ABC Bakery,Tiramisu,222000.0,0,0.249,21,3.9,1
2024-01-30,ABC Bakery,Cheesecake,191000.0,0,0.088,21,4.4,0
2024-01-30,ABC Bakery,Macaron,38000.0,0,0.165,23,4.1,1
2024-01-30,ABC Bakery,Éclair,56000.0,0,0.201,7,4.4,1
2024-01-30,ABC Bakery,Croissant,35000.0,0,0.087,8,4.4,0
2024-01-30,ABC Bakery,Red Velvet Cake,251000.0,0,0.218,23,4.7,1
2024-01-30,Givral,Tiramisu,217000.0,0,0.246,16,4.8,1
2024-01-30,Givral,Cheesecake,188000.0,0,0.25,21,4.8,1
2024-01-30,Givral,Macaron,38000.0,0,0.101,20,4.0,1
2024-01-30,Givral,Éclair,54000.0,0,0.183,20,4.3,1
2024-01-30,Givral,Croissant,33000.0,0,0.23,21,4.2,1
2024-01-30,Givral,Red Velvet Cake,233000.0,0,0.244,3,4.0,1
2024-01-30,Local Bakery A,Tiramisu,209000.0,0,0.094,22,4.5,1
2024-01-30,Local Bakery A,Cheesecake,177000.0,0,0.091,5,4.2,0
2024-01-30,Local Bakery A,Macaron,36000.0,0,0.243,2,3.6,1
2024-01-30,Local Bakery A,Éclair,35000.0,1,0.224,7,4.6,0
2024-01-30,Local Bakery A,Croissant,32000.0,0,0.207,6,4.5,0
2024-01-30,Local Bakery A,Red Velvet Cake,227000.0,0,0.055,11,4.2,0
2024-01-30,Supermarket Chain,Tiramisu,158000.0,0,0.161,18,4.3,0
2024-01-30,Supermarket Chain,Cheesecake,131000.0,0,0.103,11,3.8,1
2024-01-30,Supermarket Chain,Macaron,29000.0,0,0.167,16,4.7,0
2024-01-30,Supermarket Chain,Éclair,40000.0,0,0.067,24,4.2,1
2024-01-30,Supermarket Chain,Croissant,24000.0,0,0.054,1,4.8,1
2024-01-30,Supermarket Chain,Red Velvet Cake,186000.0,0,0.095,18,4.7,0
2024-01-31,Paris Baguette,Tiramisu,288000.0,0,0.113,13,4.2,1
2024-01-31,Paris Baguette,Cheesecake,240000.0,0,0.136,2,3.7,1
2024-01-31,Paris Baguette,Macaron,49000.0,0,0.24,3,4.6,1
2024-01-31,Paris Baguette,Éclair,73000.0,0,0.169,23,4.1,1
2024-01-31,Paris Baguette,Croissant,42000.0,0,0.226,8,4.5,0
2024-01-31,Paris Baguette,Red Velvet Cake,311000.0,0,0.212,21,3.9,1
2024-01-31,Tous Les Jours,Tiramisu,280000.0,0,0.174,2,4.5,1
2024-01-31,Tous Les Jours,Cheesecake,234000.0,0,0.075,3,4.4,1
2024-01-31,Tous Les Jours,Macaron,51000.0,0,0.194,24,4.3,1
2024-01-31,Tous Les Jours,Éclair,68000.0,0,0.199,3,4.5,1
2024-01-31,Tous Les Jours,Croissant,41000.0,0,0.166,12,4.6,0
2024-01-31,Tous Les Jours,Red Velvet Cake,310000.0,0,0.122,13,4.1,0
2024-01-31,ABC Bakery,Tiramisu,236000.0,0,0.159,6,4.0,1
2024-01-31,ABC Bakery,Cheesecake,191000.0,0,0.138,9,4.5,0
2024-01-31,ABC Bakery,Macaron,40000.0,0,0.089,14,4.1,1
2024-01-31,ABC Bakery,Éclair,58000.0,0,0.235,12,4.1,0
2024-01-31,ABC Bakery,Croissant,28000.0,1,0.207,3,3.7,1
2024-01-31,ABC Bakery,Red Velvet Cake,239000.0,0,0.068,10,4.4,1
2024-01-31,Givral,Tiramisu,232000.0,0,0.065,14,4.0,0
2024-01-31,Givral,Cheesecake,187000.0,0,0.19,6,4.7,1
2024-01-31,Givral,Macaron,39000.0,0,0.189,2,3.8,1
2024-01-31,Givral,Éclair,54000.0,0,0.149,24,4.3,0
2024-01-31,Givral,Croissant,33000.0,0,0.113,17,4.0,1
2024-01-31,Givral,Red Velvet Cake,242000.0,0,0.097,17,4.0,1
2024-01-31,Local Bakery A,Tiramisu,212000.0,0,0.104,15,4.5,1
2024-01-31,Local Bakery A,Cheesecake,172000.0,0,0.075,17,4.4,1
2024-01-31,Local Bakery A,Macaron,27000.0,1,0.11,8,4.1,1
2024-01-31,Local Bakery A,Éclair,54000.0,0,0.168,1,4.3,1
2024-01-31,Local Bakery A,Croissant,31000.0,0,0.082,17,3.7,1
2024-01-31,Local Bakery A,Red Velvet Cake,220000.0,0,0.052,11,4.5,1
2024-01-31,Supermarket Chain,Tiramisu,157000.0,0,0.181,11,4.4,1
2024-01-31,Supermarket Chain,Cheesecake,142000.0,0,0.095,19,3.9,1
2024-01-31,Supermarket Chain,Macaron,27000.0,0,0.069,8,4.3,1
2024-01-31,Supermarket Chain,Éclair,34000.0,1,0.078,18,4.5,1
2024-01-31,Supermarket Chain,Croissant,24000.0,0,0.076,5,4.7,1
2024-01-31,Supermarket Chain,Red Velvet Cake,172000.0,0,0.123,19,4.8,1
2024-02-01,Paris Baguette,Tiramisu,311000.0,0,0.059,16,3.6,0
2024-02-01,Paris Baguette,Cheesecake,248000.0,0,0.097,10,3.9,1
2024-02-01,Paris Baguette,Macaron,50000.0,0,0.241,9,4.5,0
2024-02-01,Paris Baguette,Éclair,74000.0,0,0.216,12,4.2,1
2024-02-01,Paris Baguette,Croissant,42000.0,0,0.166,3,4.3,1
2024-02-01,Paris Baguette,Red Velvet Cake,316000.0,0,0.224,20,3.6,1
2024-02-01,Tous Les Jours,Tiramisu,283000.0,0,0.146,18,3.6,1
2024-02-01,Tous Les Jours,Cheesecake,233000.0,0,0.114,3,3.5,0
2024-02-01,Tous Les Jours,Macaron,49000.0,0,0.059,2,4.6,1
2024-02-01,Tous Les Jours,Éclair,73000.0,0,0.204,18,4.4,1
2024-02-01,Tous Les Jours,Croissant,42000.0,0,0.143,5,4.5,1
2024-02-01,Tous Les Jours,Red Velvet Cake,236000.0,1,0.12,16,3.6,1
2024-02-01,ABC Bakery,Tiramisu,233000.0,0,0.177,18,4.3,1
2024-02-01,ABC Bakery,Cheesecake,196000.0,0,0.193,24,4.1,0
2024-02-01,ABC Bakery,Macaron,40000.0,0,0.104,1,3.9,1
2024-02-01,ABC Bakery,Éclair,55000.0,0,0.133,12,4.8,1
2024-02-01,ABC Bakery,Croissant,34000.0,0,0.193,7,4.5,0
2024-02-01,ABC Bakery,Red Velvet Cake,249000.0,0,0.163,12,3.6,1
2024-02-01,Givral,Tiramisu,216000.0,0,0.083,9,3.9,1
2024-02-01,Givral,Cheesecake,194000.0,0,0.207,3,4.5,1
2024-02-01,Givral,Macaron,38000.0,0,0.055,22,4.7,1
2024-02-01,Givral,Éclair,54000.0,0,0.126,20,4.2,1
2024-02-01,Givral,Croissant,34000.0,0,0.168,20,4.0,0
2024-02-01,Givral,Red Velvet Cake,226000.0,0,0.121,10,4.8,1
2024-02-01,Local Bakery A,Tiramisu,202000.0,0,0.218,19,4.8,1
2024-02-01,Local Bakery A,Cheesecake,176000.0,0,0.068,22,4.1,1
2024-02-01,Local Bakery A,Macaron,35000.0,0,0.075,14,3.6,1
2024-02-01,Local Bakery A,Éclair,52000.0,0,0.185,13,4.6,0
2024-02-01,Local Bakery A,Croissant,32000.0,0,0.143,19,4.6,0
2024-02-01,Local Bakery A,Red Velvet Cake,237000.0,0,0.054,11,3.8,1
2024-02-01,Supermarket Chain,Tiramisu,157000.0,0,0.077,23,4.4,1
2024-02-01,Supermarket Chain,Cheesecake,143000.0,0,0.098,10,4.3,1
2024-02-01,Supermarket Chain,Macaron,28000.0,0,0.051,2,4.7,1
2024-02-01,Supermarket Chain,Éclair,32000.0,1,0.134,9,3.5,1
2024-02-01,Supermarket Chain,Croissant,24000.0,0,0.108,7,4.5,1
2024-02-01,Supermarket Chain,Red Velvet Cake,184000.0,0,0.181,17,4.3,1
2024-02-02,Paris Baguette,Tiramisu,298000.0,0,0.238,9,4.8,0
2024-02-02,Paris Baguette,Cheesecake,245000.0,0,0.077,23,4.0,0
2024-02-02,Paris Baguette,Macaron,43000.0,1,0.164,16,4.7,0
2024-02-02,Paris Baguette,Éclair,71000.0,0,0.165,20,3.5,1
2024-02-02,Paris Baguette,Croissant,43000.0,0,0.188,19,4.6,1
2024-02-02,Paris Baguette,Red Velvet Cake,320000.0,0,0.16,22,4.7,0
2024-02-02,Tous Les Jours,Tiramisu,287000.0,0,0.099,18,3.7,1
2024-02-02,Tous Les Jours,Cheesecake,246000.0,0,0.175,22,3.9,1
2024-02-02,Tous Les Jours,Macaron,47000.0,0,0.202,7,3.8,1
2024-02-02,Tous Les Jours,Éclair,57000.0,1,0.138,20,3.5,1
2024-02-02,Tous Les Jours,Croissant,44000.0,0,0.094,12,4.8,1
2024-02-02,Tous Les Jours,Red Velvet Cake,299000.0,0,0.202,15,4.2,1
2024-02-02,ABC Bakery,Tiramisu,224000.0,0,0.199,14,4.3,1
2024-02-02,ABC Bakery,Cheesecake,199000.0,0,0.12,2,4.8,1
2024-02-02,ABC Bakery,Macaron,40000.0,0,0.182,3,3.6,1
2024-02-02,ABC Bakery,Éclair,58000.0,0,0.154,21,3.6,1
2024-02-02,ABC Bakery,Croissant,35000.0,0,0.172,3,3.9,1
2024-02-02,ABC Bakery,Red Velvet Cake,260000.0,0,0.198,11,3.9,1
2024-02-02,Givral,Tiramisu,226000.0,0,0.093,11,4.6,0
2024-02-02,Givral,Cheesecake,183000.0,0,0.098,24,3.7,1
2024-02-02,Givral,Macaron,40000.0,0,0.061,22,4.6,0
2024-02-02,Givral,Éclair,57000.0,0,0.195,4,4.2,0
2024-02-02,Givral,Croissant,33000.0,0,0.131,19,3.9,1
2024-02-02,Givral,Red Velvet Cake,243000.0,0,0.159,9,3.9,1
2024-02-02,Local Bakery A,Tiramisu,200000.0,0,0.108,20,3.8,1
2024-02-02,Local Bakery A,Cheesecake,177000.0,0,0.155,23,4.0,1
2024-02-02,Local Bakery A,Macaron,36000.0,0,0.1,2,3.8,0
2024-02-02,Local Bakery A,Éclair,53000.0,0,0.055,23,4.7,1
2024-02-02,Local Bakery A,Croissant,31000.0,0,0.235,20,3.6,0
2024-02-02,Local Bakery A,Red Velvet Cake,229000.0,0,0.205,20,3.9,1
2024-02-02,Supermarket Chain,Tiramisu,132000.0,1,0.05,13,4.6,0
2024-02-02,Supermarket Chain,Cheesecake,139000.0,0,0.097,20,4.3,1
2024-02-02,Supermarket Chain,Macaron,27000.0,0,0.229,24,4.4,1
2024-02-02,Supermarket Chain,Éclair,39000.0,0,0.205,17,3.7,1
2024-02-02,Supermarket Chain,Croissant,24000.0,0,0.168,19,4.8,0
2024-02-02,Supermarket Chain,Red Velvet Cake,178000.0,0,0.094,17,4.6,0
2024-02-03,Paris Baguette,Tiramisu,268000.0,1,0.203,13,3.5,0
2024-02-03,Paris Baguette,Cheesecake,198000.0,1,0.16,6,4.6,1
2024-02-03,Paris Baguette,Macaron,52000.0,0,0.176,12,4.5,1
2024-02-03,Paris Baguette,Éclair,76000.0,0,0.116,1,3.7,1
2024-02-03,Paris Baguette,Croissant,46000.0,0,0.099,1,4.0,0
2024-02-03,Paris Baguette,Red Velvet Cake,327000.0,0,0.058,22,3.8,1
2024-02-03,Tous Les Jours,Tiramisu,284000.0,0,0.237,4,3.8,0
2024-02-03,Tous Les Jours,Cheesecake,235000.0,0,0.197,19,4.1,1
2024-02-03,Tous Les Jours,Macaron,52000.0,0,0.226,15,4.2,0
2024-02-03,Tous Les Jours,Éclair,75000.0,0,0.174,8,3.6,0
2024-02-03,Tous Les Jours,Croissant,39000.0,1,0.209,1,4.0,1
2024-02-03,Tous Les Jours,Red Velvet Cake,324000.0,0,0.135,3,4.0,1
2024-02-03,ABC Bakery,Tiramisu,255000.0,0,0.217,19,4.1,1
2024-02-03,ABC Bakery,Cheesecake,210000.0,0,0.173,11,4.8,0
2024-02-03,ABC Bakery,Macaron,42000.0,0,0.101,14,4.4,0
2024-02-03,ABC Bakery,Éclair,59000.0,0,0.218,6,3.8,1
2024-02-03,ABC Bakery,Croissant,37000.0,0,0.198,12,3.5,0
2024-02-03,ABC Bakery,Red Velvet Cake,261000.0,0,0.137,12,4.2,0
2024-02-03,Givral,Tiramisu,226000.0,0,0.239,16,4.1,1
2024-02-03,Givral,Cheesecake,157000.0,1,0.24,22,4.2,0
2024-02-03,Givral,Macaron,30000.0,1,0.102,18,4.6,1
2024-02-03,Givral,Éclair,55000.0,0,0.143,13,4.4,0
2024-02-03,Givral,Croissant,37000.0,0,0.069,20,4.5,1
2024-02-03,Givral,Red Velvet Cake,259000.0,0,0.18,8,4.6,0
2024-02-03,Local Bakery A,Tiramisu,177000.0,1,0.136,7,4.1,1
2024-02-03,Local Bakery A,Cheesecake,188000.0,0,0.214,23,4.3,0
2024-02-03,Local Bakery A,Macaron,37000.0,0,0.22,21,3.7,1
2024-02-03,Local Bakery A,Éclair,53000.0,0,0.14,20,3.8,1
2024-02-03,Local Bakery A,Croissant,32000.0,0,0.086,16,4.3,1
2024-02-03,Local Bakery A,Red Velvet Cake,247000.0,0,0.09,12,4.7,0
2024-02-03,Supermarket Chain,Tiramisu,168000.0,0,0.131,18,4.0,1
2024-02-03,Supermarket Chain,Cheesecake,110000.0,1,0.208,10,3.5,0
2024-02-03,Supermarket Chain,Macaron,29000.0,0,0.06,18,4.1,0
2024-02-03,Supermarket Chain,Éclair,41000.0,0,0.051,4,3.5,1
2024-02-03,Supermarket Chain,Croissant,26000.0,0,0.097,15,4.0,1
2024-02-03,Supermarket Chain,Red Velvet Cake,180000.0,0,0.249,18,4.6,1
2024-02-04,Paris Baguette,Tiramisu,232000.0,1,0.124,11,3.5,0
2024-02-04,Paris Baguette,Cheesecake,239000.0,0,0.074,12,4.4,0
2024-02-04,Paris Baguette,Macaron,53000.0,0,0.086,9,4.7,1
2024-02-04,Paris Baguette,Éclair,74000.0,0,0.186,6,3.8,1
2024-02-04,Paris Baguette,Croissant,44000.0,0,0.082,13,4.4,1
2024-02-04,Paris Baguette,Red Velvet Cake,339000.0,0,0.14,1,4.7,1
2024-02-04,Tous Les Jours,Tiramisu,212000.0,1,0.097,8,4.4,1
2024-02-04,Tous Les Jours,Cheesecake,235000.0,0,0.085,18,4.3,1
2024-02-04,Tous Les Jours,Macaron,50000.0,0,0.137,5,3.9,0
2024-02-04,Tous Les Jours,Éclair,73000.0,0,0.09,7,4.7,1
2024-02-04,Tous Les Jours,Croissant,43000.0,0,0.145,5,4.5,1
2024-02-04,Tous Les Jours,Red Velvet Cake,266000.0,1,0.118,2,3.9,0
2024-02-04,ABC Bakery,Tiramisu,238000.0,0,0.181,7,4.0,1
2024-02-04,ABC Bakery,Cheesecake,199000.0,0,0.094,6,3.7,1
2024-02-04,ABC Bakery,Macaron,41000.0,0,0.226,2,3.9,0
2024-02-04,ABC Bakery,Éclair,55000.0,1,0.157,10,3.7,0
2024-02-04,ABC Bakery,Croissant,36000.0,0,0.194,3,3.9,1
2024-02-04,ABC Bakery,Red Velvet Cake,207000.0,1,0.135,18,4.1,0
2024-02-04,Givral,Tiramisu,225000.0,0,0.165,3,4.4,0
2024-02-04,Givral,Cheesecake,135000.0,1,0.241,18,3.5,0
2024-02-04,Givral,Macaron,40000.0,0,0.138,21,4.7,1
2024-02-04,Givral,Éclair,55000.0,0,0.116,5,3.6,0
2024-02-04,Givral,Croissant,34000.0,0,0.11,10,3.7,1
2024-02-04,Givral,Red Velvet Cake,239000.0,0,0.199,1,4.3,1
2024-02-04,Local Bakery A,Tiramisu,225000.0,0,0.207,14,4.3,1
2024-02-04,Local Bakery A,Cheesecake,188000.0,0,0.135,13,4.6,1
2024-02-04,Local Bakery A,Macaron,39000.0,0,0.135,9,4.4,1
2024-02-04,Local Bakery A,Éclair,53000.0,0,0.167,11,3.8,0
2024-02-04,Local Bakery A,Croissant,31000.0,0,0.058,2,4.4,1
2024-02-04,Local Bakery A,Red Velvet Cake,238000.0,0,0.063,17,4.2,0
2024-02-04,Supermarket Chain,Tiramisu,171000.0,0,0.219,17,3.7,1
2024-02-04,Supermarket Chain,Cheesecake,119000.0,1,0.164,13,4.6,1
2024-02-04,Supermarket Chain,Macaron,29000.0,0,0.189,7,4.6,1
2024-02-04,Supermarket Chain,Éclair,43000.0,0,0.195,12,4.1,0
2024-02-04,Supermarket Chain,Croissant,24000.0,0,0.096,10,4.1,1
2024-02-04,Supermarket Chain,Red Velvet Cake,194000.0,0,0.055,7,3.8,0
2024-02-05,Paris Baguette,Tiramisu,276000.0,0,0.07,21,4.2,0
2024-02-05,Paris Baguette,Cheesecake,231000.0,0,0.157,5,3.7,1
2024-02-05,Paris Baguette,Macaron,50000.0,0,0.226,16,4.5,1
2024-02-05,Paris Baguette,Éclair,76000.0,0,0.086,5,4.2,1
2024-02-05,Paris Baguette,Croissant,42000.0,0,0.055,19,4.8,1
2024-02-05,Paris Baguette,Red Velvet Cake,328000.0,0,0.1,17,3.6,1
2024-02-05,Tous Les Jours,Tiramisu,274000.0,0,0.117,2,4.0,1
2024-02-05,Tous Les Jours,Cheesecake,240000.0,0,0.177,18,4.3,1
2024-02-05,Tous Les Jours,Macaron,48000.0,0,0.153,7,3.8,1
2024-02-05,Tous Les Jours,Éclair,68000.0,0,0.195,7,3.9,1
2024-02-05,Tous Les Jours,Croissant,41000.0,0,0.086,19,3.6,0
2024-02-05,Tous Les Jours,Red Velvet Cake,268000.0,1,0.114,12,3.9,1
2024-02-05,ABC Bakery,Tiramisu,228000.0,0,0.082,6,3.6,0
2024-02-05,ABC Bakery,Cheesecake,194000.0,0,0.173,18,3.7,1
2024-02-05,ABC Bakery,Macaron,43000.0,0,0.178,24,4.7,1
2024-02-05,ABC Bakery,Éclair,56000.0,0,0.185,14,3.7,1
2024-02-05,ABC Bakery,Croissant,34000.0,0,0.238,18,4.1,0
2024-02-05,ABC Bakery,Red Velvet Cake,252000.0,0,0.161,14,3.9,1
2024-02-05,Givral,Tiramisu,220000.0,0,0.083,23,4.1,1
2024-02-05,Givral,Cheesecake,148000.0,1,0.227,6,4.3,1
2024-02-05,Givral,Macaron,38000.0,0,0.18,2,4.5,1
2024-02-05,Givral,Éclair,53000.0,0,0.219,2,4.7,1
2024-02-05,Givral,Croissant,24000.0,1,0.12,17,4.2,1
2024-02-05,Givral,Red Velvet Cake,241000.0,0,0.07,20,4.4,1
2024-02-05,Local Bakery A,Tiramisu,202000.0,0,0.23,13,4.7,1
2024-02-05,Local Bakery A,Cheesecake,162000.0,0,0.105,1,4.0,1
2024-02-05,Local Bakery A,Macaron,37000.0,0,0.233,7,4.1,1
2024-02-05,Local Bakery A,Éclair,53000.0,0,0.196,16,4.0,1
2024-02-05,Local Bakery A,Croissant,22000.0,1,0.144,19,3.8,1
2024-02-05,Local Bakery A,Red Velvet Cake,221000.0,0,0.116,14,3.8,1
2024-02-05,Supermarket Chain,Tiramisu,170000.0,0,0.055,8,4.7,0
2024-02-05,Supermarket Chain,Cheesecake,138000.0,0,0.175,15,4.3,1
2024-02-05,Supermarket Chain,Macaron,28000.0,0,0.16,22,3.5,1
2024-02-05,Supermarket Chain,Éclair,40000.0,0,0.114,23,3.9,1
2024-02-05,Supermarket Chain,Croissant,24000.0,0,0.09,17,3.8,1
2024-02-05,Supermarket Chain,Red Velvet Cake,173000.0,0,0.249,10,4.8,1
2024-02-06,Paris Baguette,Tiramisu,250000.0,1,0.175,19,3.5,1
2024-02-06,Paris Baguette,Cheesecake,235000.0,0,0.183,10,4.0,1
2024-02-06,Paris Baguette,Macaron,49000.0,0,0.076,1,4.4,0
2024-02-06,Paris Baguette,Éclair,69000.0,0,0.185,1,4.1,1
2024-02-06,Paris Baguette,Croissant,43000.0,0,0.086,3,4.6,0
2024-02-06,Paris Baguette,Red Velvet Cake,285000.0,0,0.052,16,4.6,1
2024-02-06,Tous Les Jours,Tiramisu,282000.0,0,0.14,4,3.8,1
2024-02-06,Tous Les Jours,Cheesecake,245000.0,0,0.179,2,4.2,1
2024-02-06,Tous Les Jours,Macaron,47000.0,0,0.219,20,3.6,1
2024-02-06,Tous Les Jours,Éclair,67000.0,0,0.076,18,3.9,0
2024-02-06,Tous Les Jours,Croissant,40000.0,0,0.142,3,4.3,0
2024-02-06,Tous Les Jours,Red Velvet Cake,254000.0,1,0.092,5,3.8,1
2024-02-06,ABC Bakery,Tiramisu,177000.0,1,0.191,13,4.6,0
2024-02-06,ABC Bakery,Cheesecake,190000.0,0,0.211,17,3.8,1
2024-02-06,ABC Bakery,Macaron,38000.0,0,0.059,23,4.7,1
2024-02-06,ABC Bakery,Éclair,57000.0,0,0.155,2,4.6,1
2024-02-06,ABC Bakery,Croissant,35000.0,0,0.163,24,4.4,0
2024-02-06,ABC Bakery,Red Velvet Cake,242000.0,0,0.173,7,4.5,1
2024-02-06,Givral,Tiramisu,206000.0,0,0.151,2,4.4,0
2024-02-06,Givral,Cheesecake,181000.0,0,0.186,22,4.6,1
2024-02-06,Givral,Macaron,39000.0,0,0.064,19,4.8,0
2024-02-06,Givral,Éclair,53000.0,0,0.126,20,4.2,0
2024-02-06,Givral,Croissant,33000.0,0,0.083,7,4.0,0
2024-02-06,Givral,Red Velvet Cake,243000.0,0,0.157,15,4.5,1
2024-02-06,Local Bakery A,Tiramisu,204000.0,0,0.162,7,4.0,1
2024-02-06,Local Bakery A,Cheesecake,171000.0,0,0.234,4,4.2,1
2024-02-06,Local Bakery A,Macaron,37000.0,0,0.153,1,4.4,0
2024-02-06,Local Bakery A,Éclair,51000.0,0,0.185,14,4.3,0
