date,product_category,avg_price,price_min,price_max,total_sellers,avg_sold_per_seller,estimated_total_volume,estimated_market_revenue,seasonal_factor,price_competitiveness,platform,market_trend
2023-09-10,mix bánh,202000.0,83000.0,322000.0,196,51,10066,2035129587,1.2,0.65,ecommerce_simulation,growing
2023-09-17,bánh sinh nhật,517000.0,148000.0,886000.0,155,205,31738,16410658056,1.3,0.74,ecommerce_simulation,growing
2023-09-17,bánh mì sandwich,17000.0,8000.0,26000.0,56,297,16630,282300577,1.0,0.79,ecommerce_simulation,stable
2023-09-17,bánh quy handmade,77000.0,29000.0,125000.0,151,91,13718,1057387159,1.1,0.82,ecommerce_simulation,growing
2023-09-17,bánh tart,105000.0,47000.0,163000.0,171,74,12709,1336818460,1.1,0.88,ecommerce_simulation,growing
2023-09-17,bánh donut,32000.0,15000.0,49000.0,103,172,17665,568022007,1.0,0.71,ecommerce_simulation,stable
2023-09-17,mix bánh,181000.0,75000.0,287000.0,95,43,4124,744670177,1.2,0.75,ecommerce_simulation,growing
2023-09-24,bánh sinh nhật,505000.0,168000.0,842000.0,184,191,35221,17794232881,1.3,0.86,ecommerce_simulation,growing
2023-09-24,bánh mì sandwich,17000.0,8000.0,26000.0,198,309,61252,1041851519,1.0,0.84,ecommerce_simulation,stable
2023-09-24,bánh quy handmade,82000.0,30000.0,134000.0,145,82,11960,983207863,1.1,0.96,ecommerce_simulation,growing
2023-09-24,bánh tart,95000.0,48000.0,142000.0,112,71,7966,755911130,1.1,0.93,ecommerce_simulation,growing
2023-09-24,bánh donut,31000.0,14000.0,48000.0,284,143,40514,1264845834,1.0,0.6,ecommerce_simulation,stable
2023-09-24,mix bánh,182000.0,83000.0,281000.0,160,59,9509,1732918936,1.2,0.78,ecommerce_simulation,growing
2023-10-01,bánh sinh nhật,533000.0,168000.0,898000.0,94,167,15675,8358675712,1.2,0.96,ecommerce_simulation,growing
2023-10-01,bánh mì sandwich,18000.0,9000.0,28000.0,63,346,21772,398391875,1.0,0.89,ecommerce_simulation,stable
2023-10-01,bánh quy handmade,75000.0,34000.0,115000.0,124,77,9594,714865621,1.2,0.97,ecommerce_simulation,growing
2023-10-01,bánh tart,107000.0,46000.0,167000.0,78,66,5169,551537947,1.1,0.81,ecommerce_simulation,growing
2023-10-01,bánh donut,34000.0,16000.0,52000.0,165,253,41672,1416932560,1.1,0.66,ecommerce_simulation,growing
2023-10-01,mix bánh,186000.0,77000.0,295000.0,93,51,4764,886085120,1.1,0.78,ecommerce_simulation,growing
2023-10-08,bánh sinh nhật,460000.0,168000.0,752000.0,68,272,18512,8517612761,1.2,0.64,ecommerce_simulation,growing
2023-10-08,bánh mì sandwich,16000.0,8000.0,25000.0,153,350,53619,870891882,1.0,0.85,ecommerce_simulation,stable
2023-10-08,bánh quy handmade,71000.0,28000.0,114000.0,53,91,4849,342941478,1.2,0.79,ecommerce_simulation,growing
2023-10-08,bánh tart,106000.0,50000.0,162000.0,204,82,16711,1775981310,1.1,0.63,ecommerce_simulation,growing
2023-10-08,bánh donut,31000.0,15000.0,47000.0,188,168,31671,984553361,1.1,0.84,ecommerce_simulation,growing
2023-10-08,mix bánh,184000.0,89000.0,279000.0,255,65,16545,3047246156,1.1,0.8,ecommerce_simulation,growing
2023-10-15,bánh sinh nhật,519000.0,164000.0,874000.0,158,244,38481,19977410949,1.2,0.75,ecommerce_simulation,growing
2023-10-15,bánh mì sandwich,16000.0,8000.0,24000.0,203,316,64102,1044719554,1.0,0.92,ecommerce_simulation,stable
2023-10-15,bánh quy handmade,82000.0,30000.0,134000.0,208,117,24393,1999480853,1.2,0.75,ecommerce_simulation,growing
2023-10-15,bánh tart,97000.0,43000.0,152000.0,61,65,3941,383737162,1.1,0.78,ecommerce_simulation,growing
2023-10-15,bánh donut,32000.0,15000.0,49000.0,198,228,45104,1438231140,1.1,0.67,ecommerce_simulation,growing
2023-10-15,mix bánh,184000.0,83000.0,284000.0,143,52,7497,1376936389,1.1,0.89,ecommerce_simulation,growing
2023-10-22,bánh sinh nhật,527000.0,163000.0,891000.0,273,187,51081,26912353268,1.2,0.93,ecommerce_simulation,growing
2023-10-22,bánh mì sandwich,16000.0,8000.0,25000.0,54,356,19218,316353007,1.0,0.94,ecommerce_simulation,stable
2023-10-22,bánh quy handmade,74000.0,32000.0,116000.0,265,127,33536,2473414585,1.2,0.79,ecommerce_simulation,growing
2023-10-22,bánh tart,101000.0,48000.0,153000.0,297,101,30060,3027354922,1.1,0.67,ecommerce_simulation,growing
2023-10-22,bánh donut,31000.0,15000.0,46000.0,96,272,26080,798970834,1.1,0.86,ecommerce_simulation,growing
2023-10-22,mix bánh,209000.0,84000.0,333000.0,291,39,11321,2365159137,1.1,0.85,ecommerce_simulation,growing
2023-10-29,bánh sinh nhật,502000.0,167000.0,838000.0,211,181,38132,19154743604,1.2,0.66,ecommerce_simulation,growing
2023-10-29,bánh mì sandwich,17000.0,9000.0,25000.0,60,353,21187,360986734,1.0,1.0,ecommerce_simulation,stable
2023-10-29,bánh quy handmade,78000.0,30000.0,125000.0,69,122,8428,653592783,1.2,0.71,ecommerce_simulation,growing
2023-10-29,bánh tart,96000.0,49000.0,143000.0,178,76,13504,1296123725,1.1,0.77,ecommerce_simulation,growing
2023-10-29,bánh donut,34000.0,14000.0,53000.0,105,183,19213,648698746,1.1,0.68,ecommerce_simulation,growing
2023-10-29,mix bánh,205000.0,78000.0,331000.0,121,62,7485,1531620228,1.1,0.65,ecommerce_simulation,growing
2023-11-05,bánh sinh nhật,506000.0,144000.0,868000.0,243,173,42020,21256339971,1.1,0.85,ecommerce_simulation,growing
2023-11-05,bánh mì sandwich,18000.0,9000.0,27000.0,249,212,52761,931392998,1.0,1.0,ecommerce_simulation,stable
2023-11-05,bánh quy handmade,79000.0,34000.0,125000.0,203,113,22962,1818010022,1.3,0.84,ecommerce_simulation,growing
2023-11-05,bánh tart,94000.0,47000.0,141000.0,271,95,25720,2417688471,1.2,0.86,ecommerce_simulation,growing
2023-11-05,bánh donut,31000.0,15000.0,46000.0,262,197,51735,1594595449,1.0,0.82,ecommerce_simulation,stable
2023-11-05,mix bánh,197000.0,75000.0,319000.0,200,65,12924,2545964578,1.2,0.95,ecommerce_simulation,growing
2023-11-12,bánh sinh nhật,511000.0,141000.0,881000.0,97,223,21617,11043468491,1.1,0.93,ecommerce_simulation,growing
2023-11-12,bánh mì sandwich,17000.0,9000.0,24000.0,297,378,112213,1868238383,1.0,0.64,ecommerce_simulation,stable
2023-11-12,bánh quy handmade,74000.0,28000.0,119000.0,128,88,11245,826930967,1.3,0.88,ecommerce_simulation,growing
2023-11-12,bánh tart,98000.0,42000.0,155000.0,83,85,7087,696582058,1.2,0.62,ecommerce_simulation,growing
2023-11-12,bánh donut,35000.0,15000.0,55000.0,120,174,20937,731117857,1.0,0.93,ecommerce_simulation,stable
2023-11-12,mix bánh,206000.0,83000.0,329000.0,187,73,13698,2823286850,1.2,0.73,ecommerce_simulation,growing
2023-11-19,bánh sinh nhật,496000.0,148000.0,843000.0,159,216,34370,17030826234,1.1,0.6,ecommerce_simulation,growing
2023-11-19,bánh mì sandwich,16000.0,9000.0,23000.0,247,222,54764,871161291,1.0,0.98,ecommerce_simulation,stable
2023-11-19,bánh quy handmade,75000.0,34000.0,116000.0,226,112,25378,1899314195,1.3,0.84,ecommerce_simulation,growing
2023-11-19,bánh tart,95000.0,49000.0,140000.0,170,108,18396,1739243092,1.2,0.72,ecommerce_simulation,growing
2023-11-19,bánh donut,34000.0,15000.0,53000.0,173,166,28796,975669212,1.0,0.69,ecommerce_simulation,stable
2023-11-19,mix bánh,194000.0,82000.0,305000.0,83,67,5549,1075172432,1.2,0.94,ecommerce_simulation,growing
2023-11-26,bánh sinh nhật,479000.0,143000.0,815000.0,150,212,31828,15245014439,1.1,0.83,ecommerce_simulation,growing
2023-11-26,bánh mì sandwich,15000.0,8000.0,23000.0,62,233,14435,222188978,1.0,0.95,ecommerce_simulation,stable
2023-11-26,bánh quy handmade,76000.0,28000.0,124000.0,87,79,6901,524170041,1.3,0.77,ecommerce_simulation,growing
2023-11-26,bánh tart,91000.0,42000.0,141000.0,141,101,14305,1305054193,1.2,0.99,ecommerce_simulation,growing
2023-11-26,bánh donut,33000.0,14000.0,51000.0,175,155,27189,886797490,1.0,0.75,ecommerce_simulation,stable
2023-11-26,mix bánh,184000.0,88000.0,279000.0,194,50,9730,1786564685,1.2,0.66,ecommerce_simulation,growing
2023-12-03,bánh sinh nhật,463000.0,163000.0,763000.0,199,312,62168,28789301682,1.5,0.76,ecommerce_simulation,growing
2023-12-03,bánh mì sandwich,16000.0,9000.0,23000.0,99,255,25263,407556150,1.0,0.68,ecommerce_simulation,stable
2023-12-03,bánh quy handmade,73000.0,28000.0,118000.0,237,144,34047,2497836752,1.4,0.77,ecommerce_simulation,growing
2023-12-03,bánh tart,102000.0,44000.0,161000.0,136,104,14126,1444226249,1.2,0.72,ecommerce_simulation,growing
2023-12-03,bánh donut,34000.0,14000.0,54000.0,270,157,42327,1443712776,1.1,0.69,ecommerce_simulation,growing
2023-12-03,mix bánh,178000.0,75000.0,281000.0,229,57,12986,2311302527,1.4,0.97,ecommerce_simulation,growing
2023-12-10,bánh sinh nhật,506000.0,142000.0,870000.0,267,264,70541,35683310807,1.5,0.68,ecommerce_simulation,growing
2023-12-10,bánh mì sandwich,16000.0,8000.0,25000.0,101,243,24592,401953765,1.0,0.61,ecommerce_simulation,stable
2023-12-10,bánh quy handmade,84000.0,34000.0,133000.0,113,153,17286,1443525120,1.4,0.73,ecommerce_simulation,growing
2023-12-10,bánh tart,104000.0,44000.0,165000.0,134,113,15198,1587827496,1.2,0.83,ecommerce_simulation,growing
2023-12-10,bánh donut,34000.0,15000.0,53000.0,93,250,23218,783293643,1.1,0.7,ecommerce_simulation,growing
2023-12-10,mix bánh,193000.0,81000.0,304000.0,70,71,4954,953700903,1.4,0.82,ecommerce_simulation,growing
2023-12-17,bánh sinh nhật,488000.0,163000.0,813000.0,252,311,78275,38168170548,1.5,0.64,ecommerce_simulation,growing
2023-12-17,bánh mì sandwich,16000.0,9000.0,23000.0,185,318,58757,946577787,1.0,0.64,ecommerce_simulation,stable
2023-12-17,bánh quy handmade,72000.0,30000.0,114000.0,139,138,19238,1377955093,1.4,0.66,ecommerce_simulation,growing
2023-12-17,bánh tart,100000.0,44000.0,156000.0,233,97,22490,2248919360,1.2,0.91,ecommerce_simulation,growing
2023-12-17,bánh donut,35000.0,16000.0,54000.0,80,149,11917,418085737,1.1,0.89,ecommerce_simulation,growing
2023-12-17,mix bánh,194000.0,90000.0,298000.0,241,83,19969,3878932164,1.4,0.66,ecommerce_simulation,growing
2023-12-24,bánh sinh nhật,447000.0,143000.0,751000.0,82,330,27070,12097024037,1.5,0.98,ecommerce_simulation,growing
2023-12-24,bánh mì sandwich,17000.0,9000.0,25000.0,288,212,61018,1025060351,1.0,0.8,ecommerce_simulation,stable
2023-12-24,bánh quy handmade,82000.0,32000.0,132000.0,89,86,7649,627009997,1.4,0.65,ecommerce_simulation,growing
2023-12-24,bánh tart,94000.0,49000.0,139000.0,66,92,6041,569235492,1.2,0.75,ecommerce_simulation,growing
2023-12-24,bánh donut,32000.0,15000.0,49000.0,115,180,20738,661228757,1.1,0.7,ecommerce_simulation,growing
2023-12-24,mix bánh,196000.0,85000.0,307000.0,90,52,4697,922610342,1.4,0.73,ecommerce_simulation,growing
2023-12-31,bánh sinh nhật,515000.0,169000.0,861000.0,175,199,34895,17962029578,1.5,0.8,ecommerce_simulation,growing
2023-12-31,bánh mì sandwich,17000.0,8000.0,25000.0,161,352,56612,940573203,1.0,0.73,ecommerce_simulation,stable
2023-12-31,bánh quy handmade,75000.0,30000.0,119000.0,198,130,25720,1926262522,1.4,0.9,ecommerce_simulation,growing
2023-12-31,bánh tart,97000.0,48000.0,145000.0,166,86,14338,1384765753,1.2,0.89,ecommerce_simulation,growing
2023-12-31,bánh donut,32000.0,15000.0,49000.0,194,206,40049,1270938403,1.1,0.62,ecommerce_simulation,growing
2023-12-31,mix bánh,203000.0,83000.0,323000.0,147,73,10753,2186471943,1.4,0.93,ecommerce_simulation,growing
2024-01-07,bánh sinh nhật,504000.0,147000.0,861000.0,236,247,58392,29411434545,1.2,0.75,ecommerce_simulation,growing
2024-01-07,bánh mì sandwich,18000.0,8000.0,27000.0,172,221,38021,678996958,1.0,0.68,ecommerce_simulation,stable
2024-01-07,bánh quy handmade,78000.0,31000.0,126000.0,244,94,23033,1805649833,1.3,0.86,ecommerce_simulation,growing
2024-01-07,bánh tart,93000.0,44000.0,142000.0,240,106,25531,2375255452,1.1,0.77,ecommerce_simulation,growing
2024-01-07,bánh donut,32000.0,17000.0,48000.0,200,158,31683,1028630533,1.0,0.66,ecommerce_simulation,stable
2024-01-07,mix bánh,202000.0,83000.0,321000.0,263,59,15475,3125699019,1.2,0.76,ecommerce_simulation,growing
2024-01-14,bánh sinh nhật,511000.0,167000.0,855000.0,233,237,55243,28245077215,1.2,0.95,ecommerce_simulation,growing
2024-01-14,bánh mì sandwich,17000.0,8000.0,27000.0,209,381,79578,1391469209,1.0,0.97,ecommerce_simulation,stable
2024-01-14,bánh quy handmade,77000.0,30000.0,124000.0,255,121,30827,2364740853,1.3,0.71,ecommerce_simulation,growing
2024-01-14,bánh tart,97000.0,42000.0,152000.0,199,91,18128,1765926266,1.1,0.76,ecommerce_simulation,growing
2024-01-14,bánh donut,35000.0,16000.0,54000.0,262,143,37504,1310863573,1.0,0.73,ecommerce_simulation,stable
2024-01-14,mix bánh,209000.0,81000.0,338000.0,255,51,12965,2715866957,1.2,0.66,ecommerce_simulation,growing
2024-01-21,bánh sinh nhật,486000.0,155000.0,817000.0,255,214,54590,26527438490,1.2,0.7,ecommerce_simulation,growing
2024-01-21,bánh mì sandwich,17000.0,8000.0,27000.0,185,320,59170,1034394719,1.0,0.7,ecommerce_simulation,stable
2024-01-21,bánh quy handmade,72000.0,30000.0,115000.0,295,128,37839,2735660979,1.3,0.88,ecommerce_simulation,growing
2024-01-21,bánh tart,93000.0,45000.0,142000.0,245,69,16997,1588880997,1.1,0.82,ecommerce_simulation,growing
2024-01-21,bánh donut,33000.0,15000.0,51000.0,240,157,37685,1245574011,1.0,0.8,ecommerce_simulation,stable
2024-01-21,mix bánh,195000.0,88000.0,302000.0,232,42,9821,1916014991,1.2,0.85,ecommerce_simulation,growing
2024-01-28,bánh sinh nhật,523000.0,145000.0,901000.0,262,152,39914,20876799680,1.2,0.87,ecommerce_simulation,growing
2024-01-28,bánh mì sandwich,16000.0,8000.0,24000.0,252,320,80694,1278566430,1.0,0.71,ecommerce_simulation,stable
2024-01-28,bánh quy handmade,80000.0,31000.0,129000.0,274,125,34354,2762717796,1.3,0.74,ecommerce_simulation,growing
2024-01-28,bánh tart,103000.0,47000.0,159000.0,297,95,28342,2913217755,1.1,0.76,ecommerce_simulation,growing
2024-01-28,bánh donut,33000.0,16000.0,50000.0,261,226,58909,1959385769,1.0,0.92,ecommerce_simulation,stable
2024-01-28,mix bánh,213000.0,87000.0,338000.0,55,65,3584,762926399,1.2,0.8,ecommerce_simulation,growing
2024-02-04,bánh sinh nhật,522000.0,157000.0,886000.0,109,302,32965,17194446900,1.4,0.86,ecommerce_simulation,growing
2024-02-04,bánh mì sandwich,17000.0,8000.0,25000.0,287,214,61313,1026347954,1.0,0.92,ecommerce_simulation,stable
2024-02-04,bánh quy handmade,78000.0,32000.0,124000.0,219,104,22762,1777850840,1.2,0.72,ecommerce_simulation,growing
2024-02-04,bánh tart,97000.0,46000.0,148000.0,287,94,26915,2612471846,1.3,0.8,ecommerce_simulation,growing
2024-02-04,bánh donut,32000.0,16000.0,49000.0,171,266,45449,1458054430,1.1,0.87,ecommerce_simulation,growing
2024-02-04,mix bánh,184000.0,86000.0,282000.0,300,70,21065,3879555065,1.3,0.66,ecommerce_simulation,growing
2024-02-11,bánh sinh nhật,502000.0,145000.0,858000.0,273,202,55097,27633295585,1.4,0.61,ecommerce_simulation,growing
2024-02-11,bánh mì sandwich,17000.0,8000.0,27000.0,256,382,97746,1709119776,1.0,0.97,ecommerce_simulation,stable
2024-02-11,bánh quy handmade,76000.0,34000.0,118000.0,77,125,9623,730859438,1.2,0.65,ecommerce_simulation,growing
2024-02-11,bánh tart,93000.0,43000.0,142000.0,294,77,22571,2094075014,1.3,0.64,ecommerce_simulation,growing
2024-02-11,bánh donut,37000.0,17000.0,56000.0,51,270,13746,502003575,1.1,0.61,ecommerce_simulation,growing
2024-02-11,mix bánh,197000.0,86000.0,309000.0,274,77,20985,4141750192,1.3,0.6,ecommerce_simulation,growing
2024-02-18,bánh sinh nhật,491000.0,151000.0,831000.0,193,219,42329,20781642526,1.4,0.75,ecommerce_simulation,growing
2024-02-18,bánh mì sandwich,18000.0,8000.0,28000.0,179,356,63654,1119182436,1.0,0.97,ecommerce_simulation,stable
2024-02-18,bánh quy handmade,85000.0,33000.0,136000.0,142,129,18260,1551247821,1.2,0.66,ecommerce_simulation,growing
2024-02-18,bánh tart,101000.0,47000.0,154000.0,284,79,22502,2262794508,1.3,0.93,ecommerce_simulation,growing
2024-02-18,bánh donut,32000.0,16000.0,48000.0,123,257,31630,1008105955,1.1,0.63,ecommerce_simulation,growing
2024-02-18,mix bánh,208000.0,88000.0,328000.0,64,55,3545,735921793,1.3,0.9,ecommerce_simulation,growing
2024-02-25,bánh sinh nhật,456000.0,151000.0,760000.0,268,271,72749,33145262016,1.4,0.78,ecommerce_simulation,growing
2024-02-25,bánh mì sandwich,18000.0,9000.0,27000.0,104,270,28053,498110204,1.0,0.77,ecommerce_simulation,stable
2024-02-25,bánh quy handmade,71000.0,30000.0,113000.0,151,88,13324,948360613,1.2,0.97,ecommerce_simulation,growing
2024-02-25,bánh tart,108000.0,50000.0,165000.0,260,105,27307,2940726514,1.3,0.86,ecommerce_simulation,growing
2024-02-25,bánh donut,34000.0,17000.0,52000.0,86,255,21946,754428005,1.1,0.87,ecommerce_simulation,growing
2024-02-25,mix bánh,204000.0,85000.0,322000.0,268,79,21248,4328896632,1.3,0.69,ecommerce_simulation,growing
2024-03-03,bánh sinh nhật,465000.0,146000.0,784000.0,93,167,15491,7204490287,1.1,0.6,ecommerce_simulation,growing
2024-03-03,bánh mì sandwich,16000.0,8000.0,25000.0,88,343,30194,495598956,1.0,0.68,ecommerce_simulation,stable
2024-03-03,bánh quy handmade,79000.0,32000.0,126000.0,129,82,10580,834056903,1.0,0.81,ecommerce_simulation,stable
2024-03-03,bánh tart,95000.0,47000.0,143000.0,118,108,12759,1213705782,1.2,0.76,ecommerce_simulation,growing
2024-03-03,bánh donut,33000.0,16000.0,50000.0,237,194,46019,1508711498,1.0,0.99,ecommerce_simulation,stable
2024-03-03,mix bánh,197000.0,88000.0,306000.0,123,46,5604,1104589466,1.0,0.69,ecommerce_simulation,stable
2024-03-10,bánh sinh nhật,509000.0,163000.0,855000.0,197,189,37204,18938037595,1.1,0.91,ecommerce_simulation,growing
2024-03-10,bánh mì sandwich,18000.0,9000.0,27000.0,67,378,25300,449431112,1.0,0.8,ecommerce_simulation,stable
2024-03-10,bánh quy handmade,83000.0,32000.0,134000.0,226,93,21051,1753118127,1.0,0.93,ecommerce_simulation,stable
2024-03-10,bánh tart,97000.0,48000.0,145000.0,269,80,21392,2070342051,1.2,0.92,ecommerce_simulation,growing
2024-03-10,bánh donut,35000.0,14000.0,57000.0,268,207,55370,1965392199,1.0,0.87,ecommerce_simulation,stable
2024-03-10,mix bánh,181000.0,80000.0,282000.0,217,39,8460,1532428430,1.0,0.84,ecommerce_simulation,stable
2024-03-17,bánh sinh nhật,516000.0,163000.0,870000.0,119,222,26399,13631632683,1.1,0.73,ecommerce_simulation,growing
2024-03-17,bánh mì sandwich,16000.0,8000.0,25000.0,158,249,39340,648445191,1.0,0.83,ecommerce_simulation,stable
2024-03-17,bánh quy handmade,82000.0,33000.0,131000.0,100,100,9950,815806406,1.0,0.79,ecommerce_simulation,stable
2024-03-17,bánh tart,98000.0,47000.0,150000.0,178,79,14104,1387910107,1.2,0.75,ecommerce_simulation,growing
2024-03-17,bánh donut,31000.0,15000.0,48000.0,137,245,33589,1050054317,1.0,0.66,ecommerce_simulation,stable
2024-03-17,mix bánh,183000.0,80000.0,286000.0,263,61,15965,2920916999,1.0,0.79,ecommerce_simulation,stable
2024-03-24,bánh sinh nhật,514000.0,156000.0,872000.0,175,233,40767,20944859408,1.1,0.63,ecommerce_simulation,growing
2024-03-24,bánh mì sandwich,18000.0,9000.0,27000.0,95,384,36442,645667668,1.0,0.76,ecommerce_simulation,stable
2024-03-24,bánh quy handmade,80000.0,32000.0,129000.0,106,86,9068,727837379,1.0,0.78,ecommerce_simulation,stable
2024-03-24,bánh tart,98000.0,45000.0,151000.0,68,67,4540,444910180,1.2,0.86,ecommerce_simulation,growing
2024-03-24,bánh donut,34000.0,15000.0,52000.0,116,141,16303,549643487,1.0,0.67,ecommerce_simulation,stable
2024-03-24,mix bánh,204000.0,88000.0,320000.0,178,41,7262,1482197177,1.0,0.63,ecommerce_simulation,stable
2024-03-31,bánh sinh nhật,488000.0,162000.0,813000.0,225,182,40885,19943996722,1.1,0.69,ecommerce_simulation,growing
2024-03-31,bánh mì sandwich,17000.0,8000.0,25000.0,54,370,19983,334609124,1.0,0.88,ecommerce_simulation,stable
2024-03-31,bánh quy handmade,82000.0,34000.0,131000.0,185,78,14506,1192877263,1.0,0.74,ecommerce_simulation,stable
2024-03-31,bánh tart,106000.0,48000.0,164000.0,84,110,9220,977143209,1.2,0.64,ecommerce_simulation,growing
2024-03-31,bánh donut,35000.0,15000.0,55000.0,295,241,71189,2497397027,1.0,0.92,ecommerce_simulation,stable
2024-03-31,mix bánh,196000.0,91000.0,301000.0,53,51,2694,527681855,1.0,0.75,ecommerce_simulation,stable
2024-04-07,bánh sinh nhật,497000.0,168000.0,826000.0,291,199,57955,28814404617,1.0,0.65,ecommerce_simulation,stable
2024-04-07,bánh mì sandwich,16000.0,8000.0,24000.0,242,368,89025,1445717734,1.0,0.63,ecommerce_simulation,stable
2024-04-07,bánh quy handmade,74000.0,34000.0,114000.0,298,96,28673,2124430131,1.0,0.85,ecommerce_simulation,stable
2024-04-07,bánh tart,102000.0,43000.0,162000.0,229,65,14983,1534631349,1.0,0.9,ecommerce_simulation,stable
2024-04-07,bánh donut,36000.0,16000.0,56000.0,271,232,62843,2259636663,1.0,0.8,ecommerce_simulation,stable
2024-04-07,mix bánh,184000.0,75000.0,293000.0,140,37,5241,964476472,1.0,0.74,ecommerce_simulation,stable
2024-04-14,bánh sinh nhật,455000.0,163000.0,748000.0,69,223,15386,7005178248,1.0,0.75,ecommerce_simulation,stable
2024-04-14,bánh mì sandwich,17000.0,8000.0,26000.0,83,216,17895,308048145,1.0,0.86,ecommerce_simulation,stable
2024-04-14,bánh quy handmade,83000.0,29000.0,137000.0,209,91,18969,1568319898,1.0,0.91,ecommerce_simulation,stable
2024-04-14,bánh tart,96000.0,47000.0,144000.0,190,75,14265,1368469865,1.0,0.72,ecommerce_simulation,stable
2024-04-14,bánh donut,31000.0,15000.0,48000.0,204,229,46656,1458061291,1.0,0.75,ecommerce_simulation,stable
2024-04-14,mix bánh,198000.0,80000.0,316000.0,215,60,12937,2561737470,1.0,0.78,ecommerce_simulation,stable
2024-04-21,bánh sinh nhật,511000.0,157000.0,865000.0,229,187,42921,21929879682,1.0,0.92,ecommerce_simulation,stable
2024-04-21,bánh mì sandwich,18000.0,8000.0,27000.0,149,254,37836,669402529,1.0,0.85,ecommerce_simulation,stable
2024-04-21,bánh quy handmade,79000.0,32000.0,126000.0,235,93,21800,1726551967,1.0,0.87,ecommerce_simulation,stable
2024-04-21,bánh tart,110000.0,51000.0,170000.0,252,72,18115,1997427270,1.0,0.99,ecommerce_simulation,stable
2024-04-21,bánh donut,35000.0,17000.0,53000.0,172,209,35872,1261489546,1.0,0.93,ecommerce_simulation,stable
2024-04-21,mix bánh,186000.0,90000.0,281000.0,77,47,3617,671082745,1.0,0.73,ecommerce_simulation,stable
2024-04-28,bánh sinh nhật,533000.0,156000.0,910000.0,54,133,7170,3822444793,1.0,0.67,ecommerce_simulation,stable
2024-04-28,bánh mì sandwich,17000.0,9000.0,24000.0,219,355,77808,1291378331,1.0,0.69,ecommerce_simulation,stable
2024-04-28,bánh quy handmade,76000.0,29000.0,124000.0,232,71,16503,1260567648,1.0,0.61,ecommerce_simulation,stable
2024-04-28,bánh tart,101000.0,50000.0,153000.0,147,64,9479,957992379,1.0,0.79,ecommerce_simulation,stable
2024-04-28,bánh donut,33000.0,16000.0,50000.0,88,165,14524,478938456,1.0,0.85,ecommerce_simulation,stable
2024-04-28,mix bánh,209000.0,77000.0,341000.0,56,61,3441,718199606,1.0,0.87,ecommerce_simulation,stable
2024-05-05,bánh sinh nhật,512000.0,158000.0,865000.0,123,190,23427,11983120393,1.1,0.68,ecommerce_simulation,growing
2024-05-05,bánh mì sandwich,17000.0,9000.0,25000.0,167,313,52329,898314043,1.0,0.71,ecommerce_simulation,stable
2024-05-05,bánh quy handmade,81000.0,30000.0,132000.0,195,99,19301,1561990397,1.0,0.61,ecommerce_simulation,stable
2024-05-05,bánh tart,102000.0,50000.0,153000.0,146,55,8091,821821091,1.0,0.94,ecommerce_simulation,stable
2024-05-05,bánh donut,31000.0,16000.0,47000.0,250,155,38716,1215529256,1.0,0.97,ecommerce_simulation,stable
2024-05-05,mix bánh,201000.0,81000.0,321000.0,262,43,11164,2247766958,1.0,0.92,ecommerce_simulation,stable
2024-05-12,bánh sinh nhật,500000.0,165000.0,835000.0,171,191,32634,16320536532,1.1,0.93,ecommerce_simulation,growing
2024-05-12,bánh mì sandwich,17000.0,8000.0,27000.0,63,217,13656,237104270,1.0,0.83,ecommerce_simulation,stable
2024-05-12,bánh quy handmade,82000.0,33000.0,132000.0,151,61,9279,764670199,1.0,0.94,ecommerce_simulation,stable
2024-05-12,bánh tart,99000.0,44000.0,155000.0,87,64,5589,555984832,1.0,0.67,ecommerce_simulation,stable
2024-05-12,bánh donut,37000.0,16000.0,57000.0,89,166,14764,540193001,1.0,0.66,ecommerce_simulation,stable
2024-05-12,mix bánh,195000.0,86000.0,304000.0,283,56,15830,3085731980,1.0,0.86,ecommerce_simulation,stable
2024-05-19,bánh sinh nhật,489000.0,159000.0,820000.0,194,212,41155,20143148232,1.1,0.93,ecommerce_simulation,growing
2024-05-19,bánh mì sandwich,16000.0,8000.0,25000.0,234,283,66277,1090734683,1.0,0.71,ecommerce_simulation,stable
2024-05-19,bánh quy handmade,81000.0,30000.0,133000.0,114,110,12550,1021479606,1.0,0.82,ecommerce_simulation,stable
2024-05-19,bánh tart,98000.0,43000.0,153000.0,179,87,15568,1528415133,1.0,0.74,ecommerce_simulation,stable
2024-05-19,bánh donut,31000.0,14000.0,48000.0,259,214,55417,1718280526,1.0,0.81,ecommerce_simulation,stable
2024-05-19,mix bánh,200000.0,84000.0,317000.0,150,56,8420,1686059733,1.0,0.69,ecommerce_simulation,stable
2024-05-26,bánh sinh nhật,510000.0,164000.0,855000.0,227,204,46390,23646699831,1.1,0.66,ecommerce_simulation,growing
2024-05-26,bánh mì sandwich,18000.0,8000.0,28000.0,235,339,79674,1433382958,1.0,0.66,ecommerce_simulation,stable
2024-05-26,bánh quy handmade,81000.0,31000.0,131000.0,219,82,17961,1453355439,1.0,0.85,ecommerce_simulation,stable
2024-05-26,bánh tart,103000.0,49000.0,157000.0,158,84,13315,1373791947,1.0,0.72,ecommerce_simulation,stable
2024-05-26,bánh donut,32000.0,17000.0,47000.0,244,206,50157,1603951872,1.0,0.68,ecommerce_simulation,stable
