date,inflation_rate,income_index,flour_price_index,butter_price_index,sugar_price_index,milk_price_index,usd_vnd_rate,consumer_confidence,food_service_index,retail_sales_growth,unemployment_rate,gas_price_per_liter,electricity_price_per_kwh,minimum_wage_index
2024-09-02,3.85,102.7,102,108,95,104,24536.0,79.5,108,9.5,2.2,22307.0,2569.0,117.2
2024-09-03,3.32,104.5,102,108,95,104,24438.0,78.5,108,9.5,2.2,22234.0,2531.0,117.3
2024-09-04,3.67,103.8,102,108,95,104,24486.0,77.8,108,9.5,2.2,24029.0,2677.0,117.3
2024-09-05,3.55,106.6,102,108,95,104,24559.0,79.1,108,9.5,2.2,22273.0,2714.0,117.4
2024-09-06,3.77,104.4,102,108,95,104,24536.0,78.0,108,9.5,2.2,24516.0,2623.0,117.5
2024-09-07,3.22,105.7,102,108,95,104,24359.0,79.9,108,9.5,2.2,20252.0,2524.0,117.5
2024-09-08,3.44,104.1,102,108,95,104,24684.0,77.4,108,9.5,2.2,24820.0,2625.0,117.5
2024-09-09,3.39,104.0,102,108,95,104,24542.0,78.8,108,9.5,2.2,22587.0,2663.0,117.6
2024-09-10,3.3,104.6,102,108,95,104,24276.0,78.9,108,9.5,2.2,22954.0,2600.0,117.7
2024-09-11,3.68,106.7,102,108,95,104,24702.0,76.0,108,9.5,2.2,23772.0,2600.0,117.7
2024-09-12,3.55,105.8,102,108,95,104,24473.0,78.9,108,9.5,2.2,22159.0,2616.0,117.8
2024-09-13,3.52,105.0,102,108,95,104,24608.0,75.6,108,9.5,2.2,23451.0,2685.0,117.8
2024-09-14,3.71,104.5,102,108,95,104,24503.0,76.2,108,9.5,2.2,24073.0,2614.0,117.8
2024-09-15,3.57,104.9,102,108,95,104,24515.0,79.1,108,9.5,2.2,21767.0,2582.0,117.9
2024-09-16,3.48,105.7,102,108,95,104,24489.0,73.1,108,9.5,2.2,23893.0,2656.0,118.0
2024-09-17,3.27,105.0,102,108,95,104,24452.0,79.3,108,9.5,2.2,21916.0,2570.0,118.0
2024-09-18,3.54,105.0,102,108,95,104,24550.0,79.5,108,9.5,2.2,22371.0,2616.0,118.0
2024-09-19,3.38,106.7,102,108,95,104,24512.0,78.9,108,9.5,2.2,23413.0,2498.0,118.1
2024-09-20,3.62,104.8,102,108,95,104,24304.0,75.3,108,9.5,2.2,23726.0,2588.0,118.2
2024-09-21,3.88,104.5,102,108,95,104,24409.0,77.3,108,9.5,2.2,20526.0,2519.0,118.2
2024-09-22,3.46,107.0,102,108,95,104,24511.0,78.1,108,9.5,2.2,21996.0,2519.0,118.2
2024-09-23,3.08,104.2,102,108,95,104,24496.0,80.0,108,9.5,2.2,23890.0,2675.0,118.3
2024-09-24,3.34,106.5,102,108,95,104,24475.0,80.8,108,9.5,2.2,20727.0,2562.0,118.3
2024-09-25,3.26,105.2,102,108,95,104,24506.0,77.0,108,9.5,2.2,24013.0,2625.0,118.4
2024-09-26,3.48,105.0,102,108,95,104,24412.0,81.2,108,9.5,2.2,23912.0,2694.0,118.5
2024-09-27,3.47,106.8,102,108,95,104,24615.0,79.1,108,9.5,2.2,24660.0,2577.0,118.5
2024-09-28,3.41,105.9,102,108,95,104,24582.0,79.1,108,9.5,2.2,22049.0,2641.0,118.5
2024-09-29,3.55,105.0,102,108,95,104,24498.0,79.3,108,9.5,2.2,20984.0,2618.0,118.6
2024-09-30,3.76,105.4,102,108,95,104,24451.0,79.4,108,9.5,2.2,22406.0,2577.0,118.7
2024-10-01,3.49,104.2,102,108,95,104,24292.0,75.0,108,9.5,2.2,23451.0,2630.0,118.7
2024-10-02,3.62,105.0,102,108,95,104,24463.0,79.8,108,9.5,2.2,24341.0,2596.0,118.8
2024-10-03,3.72,105.9,102,108,95,104,24551.0,74.4,108,9.5,2.2,21199.0,2632.0,118.8
2024-10-04,3.47,105.6,102,108,95,104,24410.0,74.7,108,9.5,2.2,23524.0,2693.0,118.8
2024-10-05,3.59,104.0,102,108,95,104,24350.0,78.3,108,9.5,2.2,21932.0,2667.0,118.9
2024-10-06,3.82,106.7,102,108,95,104,24634.0,75.8,108,9.5,2.2,21385.0,2675.0,119.0
2024-10-07,3.2,104.9,102,108,95,104,24476.0,78.3,108,9.5,2.2,23203.0,2614.0,119.0
2024-10-08,3.38,106.0,102,108,95,104,24542.0,78.7,108,9.5,2.2,20877.0,2634.0,119.0
2024-10-09,3.24,104.1,102,108,95,104,24456.0,73.5,108,9.5,2.2,23315.0,2564.0,119.1
2024-10-10,3.37,103.9,102,108,95,104,24500.0,80.0,108,9.5,2.2,22915.0,2605.0,119.2
2024-10-11,3.23,102.7,102,108,95,104,24496.0,76.4,108,9.5,2.2,23799.0,2613.0,119.2
2024-10-12,3.78,104.4,102,108,95,104,24526.0,79.4,108,9.5,2.2,24271.0,2616.0,119.2
2024-10-13,3.51,105.4,102,108,95,104,24458.0,77.2,108,9.5,2.2,23273.0,2680.0,119.3
2024-10-14,3.66,106.5,102,108,95,104,24494.0,80.4,108,9.5,2.2,24388.0,2594.0,119.3
2024-10-15,3.65,105.0,102,108,95,104,24482.0,79.6,108,9.5,2.2,24906.0,2521.0,119.4
2024-10-16,3.22,103.8,102,108,95,104,24576.0,80.7,108,9.5,2.2,22718.0,2721.0,119.5
2024-10-17,3.37,104.7,102,108,95,104,24446.0,75.4,108,9.5,2.2,21964.0,2553.0,119.5
2024-10-18,3.34,104.4,102,108,95,104,24680.0,75.9,108,9.5,2.2,23221.0,2596.0,119.5
2024-10-19,3.36,103.8,102,108,95,104,24655.0,77.3,108,9.5,2.2,22714.0,2625.0,119.6
2024-10-20,3.73,104.9,102,108,95,104,24289.0,76.9,108,9.5,2.2,22838.0,2559.0,119.7
2024-10-21,3.56,105.1,102,108,95,104,24468.0,77.9,108,9.5,2.2,23292.0,2626.0,119.7
2024-10-22,3.26,105.2,102,108,95,104,24378.0,78.1,108,9.5,2.2,23572.0,2524.0,119.8
2024-10-23,3.28,104.4,102,108,95,104,24455.0,78.6,108,9.5,2.2,23228.0,2600.0,119.8
2024-10-24,3.18,103.5,102,108,95,104,24603.0,79.3,108,9.5,2.2,22523.0,2597.0,119.8
2024-10-25,3.61,103.4,102,108,95,104,24501.0,77.4,108,9.5,2.2,23562.0,2702.0,119.9
2024-10-26,3.93,104.2,102,108,95,104,24523.0,74.7,108,9.5,2.2,23375.0,2658.0,120.0
2024-10-27,3.29,103.7,102,108,95,104,24475.0,76.0,108,9.5,2.2,22434.0,2610.0,120.0
2024-10-28,3.38,103.8,102,108,95,104,24543.0,78.5,108,9.5,2.2,23181.0,2558.0,120.0
2024-10-29,3.27,103.7,102,108,95,104,24645.0,78.4,108,9.5,2.2,22556.0,2570.0,120.1
2024-10-30,3.68,106.5,102,108,95,104,24640.0,78.7,108,9.5,2.2,22792.0,2609.0,120.2
2024-10-31,3.4,104.8,102,108,95,104,24695.0,75.0,108,9.5,2.2,23802.0,2593.0,120.2
2024-11-01,3.28,106.0,102,108,95,104,24466.0,76.9,108,9.5,2.2,22646.0,2551.0,120.2
2024-11-02,3.68,103.9,102,108,95,104,24482.0,80.3,108,9.5,2.2,22458.0,2616.0,120.3
2024-11-03,3.53,105.7,102,108,95,104,24439.0,78.1,108,9.5,2.2,25025.0,2579.0,120.3
2024-11-04,3.51,105.3,102,108,95,104,24411.0,78.0,108,9.5,2.2,24043.0,2597.0,120.4
2024-11-05,3.2,102.7,102,108,95,104,24421.0,77.3,108,9.5,2.2,24709.0,2564.0,120.5
2024-11-06,3.36,104.0,102,108,95,104,24603.0,80.6,108,9.5,2.2,20868.0,2646.0,120.5
2024-11-07,3.14,103.8,102,108,95,104,24467.0,78.6,108,9.5,2.2,23787.0,2504.0,120.5
2024-11-08,3.55,104.3,102,108,95,104,24568.0,78.3,108,9.5,2.2,22877.0,2653.0,120.6
2024-11-09,3.46,105.2,102,108,95,104,24499.0,81.7,108,9.5,2.2,22736.0,2565.0,120.7
2024-11-10,3.71,104.3,102,108,95,104,24475.0,80.1,108,9.5,2.2,26673.0,2576.0,120.7
2024-11-11,3.83,104.9,102,108,95,104,24599.0,76.5,108,9.5,2.2,24255.0,2569.0,120.8
2024-11-12,3.35,104.4,102,108,95,104,24603.0,75.6,108,9.5,2.2,23216.0,2594.0,120.8
2024-11-13,3.34,105.0,102,108,95,104,24449.0,76.0,108,9.5,2.2,22474.0,2650.0,120.8
2024-11-14,3.7,104.7,102,108,95,104,24622.0,75.5,108,9.5,2.2,23928.0,2586.0,120.9
2024-11-15,3.58,103.9,102,108,95,104,24443.0,79.7,108,9.5,2.2,23410.0,2548.0,121.0
2024-11-16,3.58,107.4,102,108,95,104,24546.0,77.0,108,9.5,2.2,23279.0,2559.0,121.0
2024-11-17,3.28,106.2,102,108,95,104,24528.0,76.5,108,9.5,2.2,23287.0,2679.0,121.0
2024-11-18,3.81,104.9,102,108,95,104,24448.0,78.3,108,9.5,2.2,24107.0,2658.0,121.1
2024-11-19,3.25,105.9,102,108,95,104,24497.0,78.2,108,9.5,2.2,22310.0,2623.0,121.2
2024-11-20,3.54,106.4,102,108,95,104,24378.0,79.3,108,9.5,2.2,22058.0,2609.0,121.2
2024-11-21,3.65,104.8,102,108,95,104,24514.0,79.3,108,9.5,2.2,23603.0,2661.0,121.2
2024-11-22,3.39,104.0,102,108,95,104,24658.0,73.4,108,9.5,2.2,22872.0,2647.0,121.3
2024-11-23,3.58,105.5,102,108,95,104,24441.0,81.2,108,9.5,2.2,20733.0,2590.0,121.3
2024-11-24,3.79,105.1,102,108,95,104,24543.0,78.2,108,9.5,2.2,21889.0,2626.0,121.4
2024-11-25,3.22,105.2,102,108,95,104,24598.0,73.7,108,9.5,2.2,22926.0,2572.0,121.5
2024-11-26,3.75,104.0,102,108,95,104,24520.0,79.3,108,9.5,2.2,22014.0,2607.0,121.5
2024-11-27,3.85,104.8,102,108,95,104,24567.0,77.1,108,9.5,2.2,22817.0,2674.0,121.5
2024-11-28,3.54,105.0,102,108,95,104,24353.0,78.0,108,9.5,2.2,22265.0,2622.0,121.6
2024-11-29,3.3,106.4,102,108,95,104,24356.0,77.5,108,9.5,2.2,20944.0,2614.0,121.7
2024-11-30,3.39,104.9,102,108,95,104,24365.0,79.6,108,9.5,2.2,23022.0,2511.0,121.7
2024-12-01,3.32,105.6,102,108,95,104,24375.0,79.2,108,9.5,2.2,22805.0,2589.0,121.8
2024-12-02,3.37,106.2,102,108,95,104,24623.0,74.5,108,9.5,2.2,22421.0,2574.0,121.8
2024-12-03,3.41,102.5,102,108,95,104,24391.0,75.9,108,9.5,2.2,22627.0,2606.0,121.8
2024-12-04,3.73,104.9,102,108,95,104,24500.0,76.5,108,9.5,2.2,23403.0,2696.0,121.9
2024-12-05,3.56,106.7,102,108,95,104,24592.0,77.0,108,9.5,2.2,23466.0,2625.0,122.0
2024-12-06,3.43,104.0,102,108,95,104,24434.0,80.1,108,9.5,2.2,23508.0,2625.0,122.0
2024-12-07,3.6,103.6,102,108,95,104,24509.0,76.6,108,9.5,2.2,22587.0,2565.0,122.0
2024-12-08,3.77,103.8,102,108,95,104,24529.0,77.9,108,9.5,2.2,24416.0,2642.0,122.1
2024-12-09,3.37,105.2,102,108,95,104,24466.0,79.6,108,9.5,2.2,23423.0,2586.0,122.2
2024-12-10,3.35,107.2,102,108,95,104,24450.0,77.4,108,9.5,2.2,22237.0,2523.0,122.2
2024-12-11,3.48,101.9,102,108,95,104,24509.0,79.0,108,9.5,2.2,22888.0,2598.0,122.2
2024-12-12,3.64,105.8,102,108,95,104,24761.0,80.1,108,9.5,2.2,23156.0,2660.0,122.3
2024-12-13,3.52,105.7,102,108,95,104,24411.0,77.1,108,9.5,2.2,25149.0,2657.0,122.3
2024-12-14,3.67,106.3,102,108,95,104,24623.0,82.2,108,9.5,2.2,21869.0,2668.0,122.4
2024-12-15,3.53,105.4,102,108,95,104,24536.0,79.6,108,9.5,2.2,21788.0,2613.0,122.5
2024-12-16,3.42,106.7,102,108,95,104,24375.0,81.4,108,9.5,2.2,19954.0,2648.0,122.5
2024-12-17,3.53,105.2,102,108,95,104,24441.0,77.7,108,9.5,2.2,22317.0,2627.0,122.5
2024-12-18,3.55,104.7,102,108,95,104,24495.0,79.8,108,9.5,2.2,22705.0,2681.0,122.6
2024-12-19,3.7,106.0,102,108,95,104,24438.0,79.5,108,9.5,2.2,23643.0,2641.0,122.7
2024-12-20,3.65,103.3,102,108,95,104,24538.0,78.7,108,9.5,2.2,23329.0,2531.0,122.7
2024-12-21,3.47,104.9,102,108,95,104,24496.0,76.0,108,9.5,2.2,23337.0,2573.0,122.8
2024-12-22,3.16,105.7,102,108,95,104,24473.0,74.5,108,9.5,2.2,23194.0,2646.0,122.8
2024-12-23,3.81,105.5,102,108,95,104,24406.0,78.7,108,9.5,2.2,22541.0,2525.0,122.8
2024-12-24,3.44,104.4,102,108,95,104,24548.0,79.9,108,9.5,2.2,21498.0,2634.0,122.9
2024-12-25,3.55,104.6,102,108,95,104,24459.0,77.3,108,9.5,2.2,23675.0,2556.0,123.0
2024-12-26,3.48,103.3,102,108,95,104,24554.0,80.9,108,9.5,2.2,21753.0,2593.0,123.0
2024-12-27,3.32,104.4,102,108,95,104,24628.0,80.2,108,9.5,2.2,22856.0,2578.0,123.0
2024-12-28,3.42,104.5,102,108,95,104,24531.0,77.1,108,9.5,2.2,21546.0,2669.0,123.1
2024-12-29,3.55,105.8,102,108,95,104,24512.0,79.8,108,9.5,2.2,22819.0,2615.0,123.2
2024-12-30,3.08,104.7,102,108,95,104,24424.0,77.4,108,9.5,2.2,22932.0,2542.0,123.2
2024-12-31,3.62,104.9,102,108,95,104,24600.0,78.9,108,9.5,2.2,23408.0,2579.0,123.2
2025-01-01,3.57,106.1,102,108,95,104,24452.0,78.6,108,9.5,2.2,23211.0,2463.0,123.3
