date,competitor,product_type,price,seasonal_factor
2023-07-02,ABC Bakery,bánh mì sandwich,46000.0,1.0
2023-07-02,ABC Bakery,bánh croissant,28000.0,1.0
2023-07-02,ABC Bakery,bánh donut,23000.0,1.0
2023-07-02,Paris Baguette,bánh sinh nhật,425000.0,1.0
2023-07-02,Paris Baguette,bánh cupcake,37000.0,1.0
2023-07-02,Paris Baguette,bánh mì sandwich,44000.0,1.0
2023-07-02,Paris Baguette,bánh croissant,32000.0,1.0
2023-07-02,Paris Baguette,bánh donut,21000.0,1.0
2023-07-02,Local Bakery,bánh sinh nhật,312000.0,1.0
2023-07-02,Local Bakery,bánh cupcake,35000.0,1.0
2023-07-02,Local Bakery,bánh mì sandwich,38000.0,1.0
2023-07-02,Local Bakery,bánh croissant,29000.0,1.0
2023-07-02,Local Bakery,bánh donut,19000.0,1.0
2023-07-03,ABC Bakery,bánh sinh nhật,368000.0,1.0
2023-07-03,ABC Bakery,bánh cupcake,37000.0,1.0
2023-07-03,ABC Bakery,bánh mì sandwich,43000.0,1.0
2023-07-03,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-03,ABC Bakery,bánh donut,20000.0,1.0
2023-07-03,Paris Baguette,bánh sinh nhật,336000.0,1.0
2023-07-03,Paris Baguette,bánh cupcake,34000.0,1.0
2023-07-03,Paris Baguette,bánh mì sandwich,42000.0,1.0
2023-07-03,Paris Baguette,bánh croissant,21000.0,1.0
2023-07-03,Paris Baguette,bánh donut,15000.0,1.0
2023-07-03,Local Bakery,bánh sinh nhật,334000.0,1.0
2023-07-03,Local Bakery,bánh cupcake,33000.0,1.0
2023-07-03,Local Bakery,bánh mì sandwich,41000.0,1.0
2023-07-03,Local Bakery,bánh croissant,23000.0,1.0
2023-07-03,Local Bakery,bánh donut,18000.0,1.0
2023-07-04,ABC Bakery,bánh sinh nhật,445000.0,1.0
2023-07-04,ABC Bakery,bánh cupcake,38000.0,1.0
2023-07-04,ABC Bakery,bánh mì sandwich,46000.0,1.0
2023-07-04,ABC Bakery,bánh croissant,23000.0,1.0
2023-07-04,ABC Bakery,bánh donut,20000.0,1.0
2023-07-04,Paris Baguette,bánh sinh nhật,324000.0,1.0
2023-07-04,Paris Baguette,bánh cupcake,29000.0,1.0
2023-07-04,Paris Baguette,bánh mì sandwich,47000.0,1.0
2023-07-04,Paris Baguette,bánh croissant,29000.0,1.0
2023-07-04,Paris Baguette,bánh donut,20000.0,1.0
2023-07-04,Local Bakery,bánh sinh nhật,374000.0,1.0
2023-07-04,Local Bakery,bánh cupcake,37000.0,1.0
2023-07-04,Local Bakery,bánh mì sandwich,49000.0,1.0
2023-07-04,Local Bakery,bánh croissant,25000.0,1.0
2023-07-04,Local Bakery,bánh donut,21000.0,1.0
2023-07-05,ABC Bakery,bánh sinh nhật,277000.0,1.0
2023-07-05,ABC Bakery,bánh cupcake,29000.0,1.0
2023-07-05,ABC Bakery,bánh mì sandwich,50000.0,1.0
2023-07-05,ABC Bakery,bánh croissant,27000.0,1.0
2023-07-05,ABC Bakery,bánh donut,17000.0,1.0
2023-07-05,Paris Baguette,bánh sinh nhật,338000.0,1.0
2023-07-05,Paris Baguette,bánh cupcake,29000.0,1.0
2023-07-05,Paris Baguette,bánh mì sandwich,48000.0,1.0
2023-07-05,Paris Baguette,bánh croissant,22000.0,1.0
2023-07-05,Paris Baguette,bánh donut,22000.0,1.0
2023-07-05,Local Bakery,bánh sinh nhật,314000.0,1.0
2023-07-05,Local Bakery,bánh cupcake,38000.0,1.0
2023-07-05,Local Bakery,bánh mì sandwich,46000.0,1.0
2023-07-05,Local Bakery,bánh croissant,28000.0,1.0
2023-07-05,Local Bakery,bánh donut,19000.0,1.0
2023-07-06,ABC Bakery,bánh sinh nhật,256000.0,1.0
2023-07-06,ABC Bakery,bánh cupcake,29000.0,1.0
2023-07-06,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-06,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-06,ABC Bakery,bánh donut,23000.0,1.0
2023-07-06,Paris Baguette,bánh sinh nhật,372000.0,1.0
2023-07-06,Paris Baguette,bánh cupcake,32000.0,1.0
2023-07-06,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-06,Paris Baguette,bánh croissant,29000.0,1.0
2023-07-06,Paris Baguette,bánh donut,18000.0,1.0
2023-07-06,Local Bakery,bánh sinh nhật,340000.0,1.0
2023-07-06,Local Bakery,bánh cupcake,33000.0,1.0
2023-07-06,Local Bakery,bánh mì sandwich,48000.0,1.0
2023-07-06,Local Bakery,bánh croissant,25000.0,1.0
2023-07-06,Local Bakery,bánh donut,19000.0,1.0
2023-07-07,ABC Bakery,bánh sinh nhật,328000.0,1.0
2023-07-07,ABC Bakery,bánh cupcake,28000.0,1.0
2023-07-07,ABC Bakery,bánh mì sandwich,42000.0,1.0
2023-07-07,ABC Bakery,bánh croissant,27000.0,1.0
2023-07-07,ABC Bakery,bánh donut,20000.0,1.0
2023-07-07,Paris Baguette,bánh sinh nhật,241000.0,1.0
2023-07-07,Paris Baguette,bánh cupcake,32000.0,1.0
2023-07-07,Paris Baguette,bánh mì sandwich,48000.0,1.0
2023-07-07,Paris Baguette,bánh croissant,23000.0,1.0
2023-07-07,Paris Baguette,bánh donut,21000.0,1.0
2023-07-07,Local Bakery,bánh sinh nhật,486000.0,1.0
2023-07-07,Local Bakery,bánh cupcake,32000.0,1.0
2023-07-07,Local Bakery,bánh mì sandwich,46000.0,1.0
2023-07-07,Local Bakery,bánh croissant,27000.0,1.0
2023-07-07,Local Bakery,bánh donut,23000.0,1.0
2023-07-08,ABC Bakery,bánh sinh nhật,315000.0,1.0
2023-07-08,ABC Bakery,bánh cupcake,39000.0,1.0
2023-07-08,ABC Bakery,bánh mì sandwich,43000.0,1.0
2023-07-08,ABC Bakery,bánh croissant,24000.0,1.0
2023-07-08,ABC Bakery,bánh donut,20000.0,1.0
2023-07-08,Paris Baguette,bánh sinh nhật,359000.0,1.0
2023-07-08,Paris Baguette,bánh cupcake,40000.0,1.0
2023-07-08,Paris Baguette,bánh mì sandwich,40000.0,1.0
2023-07-08,Paris Baguette,bánh croissant,29000.0,1.0
2023-07-08,Paris Baguette,bánh donut,22000.0,1.0
2023-07-08,Local Bakery,bánh sinh nhật,350000.0,1.0
2023-07-08,Local Bakery,bánh cupcake,32000.0,1.0
2023-07-08,Local Bakery,bánh mì sandwich,50000.0,1.0
2023-07-08,Local Bakery,bánh croissant,22000.0,1.0
2023-07-08,Local Bakery,bánh donut,20000.0,1.0
2023-07-09,ABC Bakery,bánh sinh nhật,389000.0,1.0
2023-07-09,ABC Bakery,bánh cupcake,31000.0,1.0
2023-07-09,ABC Bakery,bánh mì sandwich,43000.0,1.0
2023-07-09,ABC Bakery,bánh croissant,24000.0,1.0
2023-07-09,ABC Bakery,bánh donut,19000.0,1.0
2023-07-09,Paris Baguette,bánh sinh nhật,293000.0,1.0
2023-07-09,Paris Baguette,bánh cupcake,38000.0,1.0
2023-07-09,Paris Baguette,bánh mì sandwich,46000.0,1.0
2023-07-09,Paris Baguette,bánh croissant,29000.0,1.0
2023-07-09,Paris Baguette,bánh donut,20000.0,1.0
2023-07-09,Local Bakery,bánh sinh nhật,350000.0,1.0
2023-07-09,Local Bakery,bánh cupcake,39000.0,1.0
2023-07-09,Local Bakery,bánh mì sandwich,48000.0,1.0
2023-07-09,Local Bakery,bánh croissant,23000.0,1.0
2023-07-09,Local Bakery,bánh donut,20000.0,1.0
2023-07-10,ABC Bakery,bánh sinh nhật,395000.0,1.0
2023-07-10,ABC Bakery,bánh cupcake,33000.0,1.0
2023-07-10,ABC Bakery,bánh mì sandwich,45000.0,1.0
2023-07-10,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-10,ABC Bakery,bánh donut,21000.0,1.0
2023-07-10,Paris Baguette,bánh sinh nhật,329000.0,1.0
2023-07-10,Paris Baguette,bánh cupcake,36000.0,1.0
2023-07-10,Paris Baguette,bánh mì sandwich,48000.0,1.0
2023-07-10,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-10,Paris Baguette,bánh donut,22000.0,1.0
2023-07-10,Local Bakery,bánh sinh nhật,337000.0,1.0
2023-07-10,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-10,Local Bakery,bánh mì sandwich,34000.0,1.0
2023-07-10,Local Bakery,bánh croissant,22000.0,1.0
2023-07-10,Local Bakery,bánh donut,17000.0,1.0
2023-07-11,ABC Bakery,bánh sinh nhật,400000.0,1.0
2023-07-11,ABC Bakery,bánh cupcake,30000.0,1.0
2023-07-11,ABC Bakery,bánh mì sandwich,50000.0,1.0
2023-07-11,ABC Bakery,bánh croissant,22000.0,1.0
2023-07-11,ABC Bakery,bánh donut,18000.0,1.0
2023-07-11,Paris Baguette,bánh sinh nhật,276000.0,1.0
2023-07-11,Paris Baguette,bánh cupcake,33000.0,1.0
2023-07-11,Paris Baguette,bánh mì sandwich,49000.0,1.0
2023-07-11,Paris Baguette,bánh croissant,24000.0,1.0
2023-07-11,Paris Baguette,bánh donut,17000.0,1.0
2023-07-11,Local Bakery,bánh sinh nhật,198000.0,1.0
2023-07-11,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-11,Local Bakery,bánh mì sandwich,38000.0,1.0
2023-07-11,Local Bakery,bánh croissant,22000.0,1.0
2023-07-11,Local Bakery,bánh donut,21000.0,1.0
2023-07-12,ABC Bakery,bánh sinh nhật,305000.0,1.0
2023-07-12,ABC Bakery,bánh cupcake,43000.0,1.0
2023-07-12,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-12,ABC Bakery,bánh croissant,23000.0,1.0
2023-07-12,ABC Bakery,bánh donut,21000.0,1.0
2023-07-12,Paris Baguette,bánh sinh nhật,397000.0,1.0
2023-07-12,Paris Baguette,bánh cupcake,28000.0,1.0
2023-07-12,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-12,Paris Baguette,bánh croissant,33000.0,1.0
2023-07-12,Paris Baguette,bánh donut,20000.0,1.0
2023-07-12,Local Bakery,bánh sinh nhật,291000.0,1.0
2023-07-12,Local Bakery,bánh cupcake,34000.0,1.0
2023-07-12,Local Bakery,bánh mì sandwich,47000.0,1.0
2023-07-12,Local Bakery,bánh croissant,27000.0,1.0
2023-07-12,Local Bakery,bánh donut,18000.0,1.0
2023-07-13,ABC Bakery,bánh sinh nhật,377000.0,1.0
2023-07-13,ABC Bakery,bánh cupcake,40000.0,1.0
2023-07-13,ABC Bakery,bánh mì sandwich,41000.0,1.0
2023-07-13,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-13,ABC Bakery,bánh donut,22000.0,1.0
2023-07-13,Paris Baguette,bánh sinh nhật,394000.0,1.0
2023-07-13,Paris Baguette,bánh cupcake,37000.0,1.0
2023-07-13,Paris Baguette,bánh mì sandwich,51000.0,1.0
2023-07-13,Paris Baguette,bánh croissant,24000.0,1.0
2023-07-13,Paris Baguette,bánh donut,19000.0,1.0
2023-07-13,Local Bakery,bánh sinh nhật,298000.0,1.0
2023-07-13,Local Bakery,bánh cupcake,38000.0,1.0
2023-07-13,Local Bakery,bánh mì sandwich,51000.0,1.0
2023-07-13,Local Bakery,bánh croissant,26000.0,1.0
2023-07-13,Local Bakery,bánh donut,18000.0,1.0
2023-07-14,ABC Bakery,bánh sinh nhật,368000.0,1.0
2023-07-14,ABC Bakery,bánh cupcake,38000.0,1.0
2023-07-14,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-14,ABC Bakery,bánh croissant,27000.0,1.0
2023-07-14,ABC Bakery,bánh donut,22000.0,1.0
2023-07-14,Paris Baguette,bánh sinh nhật,383000.0,1.0
2023-07-14,Paris Baguette,bánh cupcake,34000.0,1.0
2023-07-14,Paris Baguette,bánh mì sandwich,46000.0,1.0
2023-07-14,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-14,Paris Baguette,bánh donut,20000.0,1.0
2023-07-14,Local Bakery,bánh sinh nhật,420000.0,1.0
2023-07-14,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-14,Local Bakery,bánh mì sandwich,47000.0,1.0
2023-07-14,Local Bakery,bánh croissant,24000.0,1.0
2023-07-14,Local Bakery,bánh donut,20000.0,1.0
2023-07-15,ABC Bakery,bánh sinh nhật,287000.0,1.0
2023-07-15,ABC Bakery,bánh cupcake,31000.0,1.0
2023-07-15,ABC Bakery,bánh mì sandwich,42000.0,1.0
2023-07-15,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-15,ABC Bakery,bánh donut,19000.0,1.0
2023-07-15,Paris Baguette,bánh sinh nhật,285000.0,1.0
2023-07-15,Paris Baguette,bánh cupcake,38000.0,1.0
2023-07-15,Paris Baguette,bánh mì sandwich,46000.0,1.0
2023-07-15,Paris Baguette,bánh croissant,20000.0,1.0
2023-07-15,Paris Baguette,bánh donut,21000.0,1.0
2023-07-15,Local Bakery,bánh sinh nhật,319000.0,1.0
2023-07-15,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-15,Local Bakery,bánh mì sandwich,46000.0,1.0
2023-07-15,Local Bakery,bánh croissant,27000.0,1.0
2023-07-15,Local Bakery,bánh donut,18000.0,1.0
2023-07-16,ABC Bakery,bánh sinh nhật,302000.0,1.0
2023-07-16,ABC Bakery,bánh cupcake,36000.0,1.0
2023-07-16,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-16,ABC Bakery,bánh croissant,27000.0,1.0
2023-07-16,ABC Bakery,bánh donut,20000.0,1.0
2023-07-16,Paris Baguette,bánh sinh nhật,376000.0,1.0
2023-07-16,Paris Baguette,bánh cupcake,36000.0,1.0
2023-07-16,Paris Baguette,bánh mì sandwich,44000.0,1.0
2023-07-16,Paris Baguette,bánh croissant,27000.0,1.0
2023-07-16,Paris Baguette,bánh donut,18000.0,1.0
2023-07-16,Local Bakery,bánh sinh nhật,451000.0,1.0
2023-07-16,Local Bakery,bánh cupcake,30000.0,1.0
2023-07-16,Local Bakery,bánh mì sandwich,43000.0,1.0
2023-07-16,Local Bakery,bánh croissant,24000.0,1.0
2023-07-16,Local Bakery,bánh donut,25000.0,1.0
2023-07-17,ABC Bakery,bánh sinh nhật,304000.0,1.0
2023-07-17,ABC Bakery,bánh cupcake,36000.0,1.0
2023-07-17,ABC Bakery,bánh mì sandwich,49000.0,1.0
2023-07-17,ABC Bakery,bánh croissant,24000.0,1.0
2023-07-17,ABC Bakery,bánh donut,23000.0,1.0
2023-07-17,Paris Baguette,bánh sinh nhật,351000.0,1.0
2023-07-17,Paris Baguette,bánh cupcake,33000.0,1.0
2023-07-17,Paris Baguette,bánh mì sandwich,37000.0,1.0
2023-07-17,Paris Baguette,bánh croissant,25000.0,1.0
2023-07-17,Paris Baguette,bánh donut,20000.0,1.0
2023-07-17,Local Bakery,bánh sinh nhật,338000.0,1.0
2023-07-17,Local Bakery,bánh cupcake,33000.0,1.0
2023-07-17,Local Bakery,bánh mì sandwich,46000.0,1.0
2023-07-17,Local Bakery,bánh croissant,21000.0,1.0
2023-07-17,Local Bakery,bánh donut,24000.0,1.0
2023-07-18,ABC Bakery,bánh sinh nhật,194000.0,1.0
2023-07-18,ABC Bakery,bánh cupcake,36000.0,1.0
2023-07-18,ABC Bakery,bánh mì sandwich,42000.0,1.0
2023-07-18,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-18,ABC Bakery,bánh donut,21000.0,1.0
2023-07-18,Paris Baguette,bánh sinh nhật,319000.0,1.0
2023-07-18,Paris Baguette,bánh cupcake,36000.0,1.0
2023-07-18,Paris Baguette,bánh mì sandwich,43000.0,1.0
2023-07-18,Paris Baguette,bánh croissant,23000.0,1.0
2023-07-18,Paris Baguette,bánh donut,23000.0,1.0
2023-07-18,Local Bakery,bánh sinh nhật,391000.0,1.0
2023-07-18,Local Bakery,bánh cupcake,38000.0,1.0
2023-07-18,Local Bakery,bánh mì sandwich,52000.0,1.0
2023-07-18,Local Bakery,bánh croissant,26000.0,1.0
2023-07-18,Local Bakery,bánh donut,19000.0,1.0
2023-07-19,ABC Bakery,bánh sinh nhật,374000.0,1.0
2023-07-19,ABC Bakery,bánh cupcake,35000.0,1.0
2023-07-19,ABC Bakery,bánh mì sandwich,48000.0,1.0
2023-07-19,ABC Bakery,bánh croissant,19000.0,1.0
2023-07-19,ABC Bakery,bánh donut,17000.0,1.0
2023-07-19,Paris Baguette,bánh sinh nhật,261000.0,1.0
2023-07-19,Paris Baguette,bánh cupcake,42000.0,1.0
2023-07-19,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-19,Paris Baguette,bánh croissant,24000.0,1.0
2023-07-19,Paris Baguette,bánh donut,19000.0,1.0
2023-07-19,Local Bakery,bánh sinh nhật,276000.0,1.0
2023-07-19,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-19,Local Bakery,bánh mì sandwich,47000.0,1.0
2023-07-19,Local Bakery,bánh croissant,27000.0,1.0
2023-07-19,Local Bakery,bánh donut,22000.0,1.0
2023-07-20,ABC Bakery,bánh sinh nhật,334000.0,1.0
2023-07-20,ABC Bakery,bánh cupcake,33000.0,1.0
2023-07-20,ABC Bakery,bánh mì sandwich,50000.0,1.0
2023-07-20,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-20,ABC Bakery,bánh donut,19000.0,1.0
2023-07-20,Paris Baguette,bánh sinh nhật,290000.0,1.0
2023-07-20,Paris Baguette,bánh cupcake,35000.0,1.0
2023-07-20,Paris Baguette,bánh mì sandwich,49000.0,1.0
2023-07-20,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-20,Paris Baguette,bánh donut,21000.0,1.0
2023-07-20,Local Bakery,bánh sinh nhật,381000.0,1.0
2023-07-20,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-20,Local Bakery,bánh mì sandwich,48000.0,1.0
2023-07-20,Local Bakery,bánh croissant,24000.0,1.0
2023-07-20,Local Bakery,bánh donut,23000.0,1.0
2023-07-21,ABC Bakery,bánh sinh nhật,409000.0,1.0
2023-07-21,ABC Bakery,bánh cupcake,40000.0,1.0
2023-07-21,ABC Bakery,bánh mì sandwich,48000.0,1.0
2023-07-21,ABC Bakery,bánh croissant,23000.0,1.0
2023-07-21,ABC Bakery,bánh donut,21000.0,1.0
2023-07-21,Paris Baguette,bánh sinh nhật,338000.0,1.0
2023-07-21,Paris Baguette,bánh cupcake,31000.0,1.0
2023-07-21,Paris Baguette,bánh mì sandwich,46000.0,1.0
2023-07-21,Paris Baguette,bánh croissant,27000.0,1.0
2023-07-21,Paris Baguette,bánh donut,20000.0,1.0
2023-07-21,Local Bakery,bánh sinh nhật,286000.0,1.0
2023-07-21,Local Bakery,bánh cupcake,33000.0,1.0
2023-07-21,Local Bakery,bánh mì sandwich,47000.0,1.0
2023-07-21,Local Bakery,bánh croissant,27000.0,1.0
2023-07-21,Local Bakery,bánh donut,20000.0,1.0
2023-07-22,ABC Bakery,bánh sinh nhật,437000.0,1.0
2023-07-22,ABC Bakery,bánh cupcake,37000.0,1.0
2023-07-22,ABC Bakery,bánh mì sandwich,45000.0,1.0
2023-07-22,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-22,ABC Bakery,bánh donut,20000.0,1.0
2023-07-22,Paris Baguette,bánh sinh nhật,367000.0,1.0
2023-07-22,Paris Baguette,bánh cupcake,30000.0,1.0
2023-07-22,Paris Baguette,bánh mì sandwich,44000.0,1.0
2023-07-22,Paris Baguette,bánh croissant,24000.0,1.0
2023-07-22,Paris Baguette,bánh donut,20000.0,1.0
2023-07-22,Local Bakery,bánh sinh nhật,313000.0,1.0
2023-07-22,Local Bakery,bánh cupcake,35000.0,1.0
2023-07-22,Local Bakery,bánh mì sandwich,46000.0,1.0
2023-07-22,Local Bakery,bánh croissant,29000.0,1.0
2023-07-22,Local Bakery,bánh donut,19000.0,1.0
2023-07-23,ABC Bakery,bánh sinh nhật,343000.0,1.0
2023-07-23,ABC Bakery,bánh cupcake,38000.0,1.0
2023-07-23,ABC Bakery,bánh mì sandwich,43000.0,1.0
2023-07-23,ABC Bakery,bánh croissant,27000.0,1.0
2023-07-23,ABC Bakery,bánh donut,23000.0,1.0
2023-07-23,Paris Baguette,bánh sinh nhật,288000.0,1.0
2023-07-23,Paris Baguette,bánh cupcake,38000.0,1.0
2023-07-23,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-23,Paris Baguette,bánh croissant,28000.0,1.0
2023-07-23,Paris Baguette,bánh donut,24000.0,1.0
2023-07-23,Local Bakery,bánh sinh nhật,311000.0,1.0
2023-07-23,Local Bakery,bánh cupcake,32000.0,1.0
2023-07-23,Local Bakery,bánh mì sandwich,41000.0,1.0
2023-07-23,Local Bakery,bánh croissant,27000.0,1.0
2023-07-23,Local Bakery,bánh donut,20000.0,1.0
2023-07-24,ABC Bakery,bánh sinh nhật,332000.0,1.0
2023-07-24,ABC Bakery,bánh cupcake,34000.0,1.0
2023-07-24,ABC Bakery,bánh mì sandwich,42000.0,1.0
2023-07-24,ABC Bakery,bánh croissant,24000.0,1.0
2023-07-24,ABC Bakery,bánh donut,19000.0,1.0
2023-07-24,Paris Baguette,bánh sinh nhật,361000.0,1.0
2023-07-24,Paris Baguette,bánh cupcake,23000.0,1.0
2023-07-24,Paris Baguette,bánh mì sandwich,48000.0,1.0
2023-07-24,Paris Baguette,bánh croissant,20000.0,1.0
2023-07-24,Paris Baguette,bánh donut,19000.0,1.0
2023-07-24,Local Bakery,bánh sinh nhật,333000.0,1.0
2023-07-24,Local Bakery,bánh cupcake,31000.0,1.0
2023-07-24,Local Bakery,bánh mì sandwich,45000.0,1.0
2023-07-24,Local Bakery,bánh croissant,23000.0,1.0
2023-07-24,Local Bakery,bánh donut,16000.0,1.0
2023-07-25,ABC Bakery,bánh sinh nhật,320000.0,1.0
2023-07-25,ABC Bakery,bánh cupcake,32000.0,1.0
2023-07-25,ABC Bakery,bánh mì sandwich,39000.0,1.0
2023-07-25,ABC Bakery,bánh croissant,25000.0,1.0
2023-07-25,ABC Bakery,bánh donut,21000.0,1.0
2023-07-25,Paris Baguette,bánh sinh nhật,385000.0,1.0
2023-07-25,Paris Baguette,bánh cupcake,33000.0,1.0
2023-07-25,Paris Baguette,bánh mì sandwich,48000.0,1.0
2023-07-25,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-25,Paris Baguette,bánh donut,21000.0,1.0
2023-07-25,Local Bakery,bánh sinh nhật,415000.0,1.0
2023-07-25,Local Bakery,bánh cupcake,36000.0,1.0
2023-07-25,Local Bakery,bánh mì sandwich,39000.0,1.0
2023-07-25,Local Bakery,bánh croissant,26000.0,1.0
2023-07-25,Local Bakery,bánh donut,21000.0,1.0
2023-07-26,ABC Bakery,bánh sinh nhật,308000.0,1.0
2023-07-26,ABC Bakery,bánh cupcake,40000.0,1.0
2023-07-26,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-26,ABC Bakery,bánh croissant,28000.0,1.0
2023-07-26,ABC Bakery,bánh donut,19000.0,1.0
2023-07-26,Paris Baguette,bánh sinh nhật,430000.0,1.0
2023-07-26,Paris Baguette,bánh cupcake,41000.0,1.0
2023-07-26,Paris Baguette,bánh mì sandwich,49000.0,1.0
2023-07-26,Paris Baguette,bánh croissant,27000.0,1.0
2023-07-26,Paris Baguette,bánh donut,21000.0,1.0
2023-07-26,Local Bakery,bánh sinh nhật,287000.0,1.0
2023-07-26,Local Bakery,bánh cupcake,33000.0,1.0
2023-07-26,Local Bakery,bánh mì sandwich,45000.0,1.0
2023-07-26,Local Bakery,bánh croissant,23000.0,1.0
2023-07-26,Local Bakery,bánh donut,20000.0,1.0
2023-07-27,ABC Bakery,bánh sinh nhật,230000.0,1.0
2023-07-27,ABC Bakery,bánh cupcake,32000.0,1.0
2023-07-27,ABC Bakery,bánh mì sandwich,47000.0,1.0
2023-07-27,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-27,ABC Bakery,bánh donut,16000.0,1.0
2023-07-27,Paris Baguette,bánh sinh nhật,379000.0,1.0
2023-07-27,Paris Baguette,bánh cupcake,30000.0,1.0
2023-07-27,Paris Baguette,bánh mì sandwich,43000.0,1.0
2023-07-27,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-27,Paris Baguette,bánh donut,21000.0,1.0
2023-07-27,Local Bakery,bánh sinh nhật,291000.0,1.0
2023-07-27,Local Bakery,bánh cupcake,35000.0,1.0
2023-07-27,Local Bakery,bánh mì sandwich,45000.0,1.0
2023-07-27,Local Bakery,bánh croissant,28000.0,1.0
2023-07-27,Local Bakery,bánh donut,21000.0,1.0
2023-07-28,ABC Bakery,bánh sinh nhật,359000.0,1.0
2023-07-28,ABC Bakery,bánh cupcake,36000.0,1.0
2023-07-28,ABC Bakery,bánh mì sandwich,45000.0,1.0
2023-07-28,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-28,ABC Bakery,bánh donut,20000.0,1.0
2023-07-28,Paris Baguette,bánh sinh nhật,315000.0,1.0
2023-07-28,Paris Baguette,bánh cupcake,31000.0,1.0
2023-07-28,Paris Baguette,bánh mì sandwich,43000.0,1.0
2023-07-28,Paris Baguette,bánh croissant,24000.0,1.0
2023-07-28,Paris Baguette,bánh donut,17000.0,1.0
2023-07-28,Local Bakery,bánh sinh nhật,356000.0,1.0
2023-07-28,Local Bakery,bánh cupcake,31000.0,1.0
2023-07-28,Local Bakery,bánh mì sandwich,48000.0,1.0
2023-07-28,Local Bakery,bánh croissant,29000.0,1.0
2023-07-28,Local Bakery,bánh donut,18000.0,1.0
2023-07-29,ABC Bakery,bánh sinh nhật,341000.0,1.0
2023-07-29,ABC Bakery,bánh cupcake,29000.0,1.0
2023-07-29,ABC Bakery,bánh mì sandwich,49000.0,1.0
2023-07-29,ABC Bakery,bánh croissant,26000.0,1.0
2023-07-29,ABC Bakery,bánh donut,22000.0,1.0
2023-07-29,Paris Baguette,bánh sinh nhật,364000.0,1.0
2023-07-29,Paris Baguette,bánh cupcake,33000.0,1.0
2023-07-29,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-29,Paris Baguette,bánh croissant,26000.0,1.0
2023-07-29,Paris Baguette,bánh donut,19000.0,1.0
2023-07-29,Local Bakery,bánh sinh nhật,424000.0,1.0
2023-07-29,Local Bakery,bánh cupcake,31000.0,1.0
2023-07-29,Local Bakery,bánh mì sandwich,54000.0,1.0
2023-07-29,Local Bakery,bánh croissant,24000.0,1.0
2023-07-29,Local Bakery,bánh donut,19000.0,1.0
2023-07-30,ABC Bakery,bánh sinh nhật,392000.0,1.0
2023-07-30,ABC Bakery,bánh cupcake,34000.0,1.0
2023-07-30,ABC Bakery,bánh mì sandwich,43000.0,1.0
2023-07-30,ABC Bakery,bánh croissant,24000.0,1.0
2023-07-30,ABC Bakery,bánh donut,19000.0,1.0
2023-07-30,Paris Baguette,bánh sinh nhật,390000.0,1.0
2023-07-30,Paris Baguette,bánh cupcake,41000.0,1.0
2023-07-30,Paris Baguette,bánh mì sandwich,45000.0,1.0
2023-07-30,Paris Baguette,bánh croissant,27000.0,1.0
2023-07-30,Paris Baguette,bánh donut,17000.0,1.0
2023-07-30,Local Bakery,bánh sinh nhật,360000.0,1.0
2023-07-30,Local Bakery,bánh cupcake,32000.0,1.0
2023-07-30,Local Bakery,bánh mì sandwich,52000.0,1.0
2023-07-30,Local Bakery,bánh croissant,24000.0,1.0
2023-07-30,Local Bakery,bánh donut,20000.0,1.0
2023-07-31,ABC Bakery,bánh sinh nhật,319000.0,1.0
2023-07-31,ABC Bakery,bánh cupcake,39000.0,1.0
2023-07-31,ABC Bakery,bánh mì sandwich,42000.0,1.0
2023-07-31,ABC Bakery,bánh croissant,23000.0,1.0
2023-07-31,ABC Bakery,bánh donut,23000.0,1.0
