date,ecommerce_total_revenue,ecommerce_avg_price,ecommerce_total_volume,ecommerce_seller_count,ecommerce_market_competition,ecommerce_price_trend,ecommerce_market_heat,online_vs_offline_ratio,delivery_demand_score
2023-11-18,1545542417830,154762.71186440677,10189489,178,0.88,stable,hot,0.24,94
2023-11-19,1545542417830,154762.71186440677,10189489,178,0.68,stable,hot,0.21,78
2023-11-20,1521951031374,154816.091954023,10022236,178,0.67,stable,hot,0.29,80
2023-11-21,1521951031374,154816.091954023,10022236,178,0.81,stable,hot,0.27,77
2023-11-22,1521951031374,154816.091954023,10022236,178,0.62,stable,hot,0.29,83
2023-11-23,1521951031374,154816.091954023,10022236,178,0.66,stable,hot,0.27,86
2023-11-24,1521951031374,154816.091954023,10022236,178,0.65,stable,hot,0.29,67
2023-11-25,1521951031374,154816.091954023,10022236,178,0.62,stable,hot,0.25,63
2023-11-26,1521951031374,154816.091954023,10022236,178,0.9,stable,hot,0.33,82
2023-11-27,1501981241548,154964.91228070174,9917848,179,0.61,stable,hot,0.31,61
2023-11-28,1501981241548,154964.91228070174,9917848,179,0.66,stable,hot,0.24,78
2023-11-29,1501981241548,154964.91228070174,9917848,179,0.63,stable,hot,0.35,87
2023-11-30,1501981241548,154964.91228070174,9917848,179,0.75,stable,hot,0.26,71
2023-12-01,1501981241548,154964.91228070174,9917848,179,0.62,stable,hot,0.37,84
2023-12-02,1501981241548,154964.91228070174,9917848,179,0.77,stable,hot,0.27,62
2023-12-03,1501981241548,154964.91228070174,9917848,179,0.85,stable,hot,0.24,66
2023-12-04,1465087305412,155154.7619047619,9726931,179,0.77,stable,hot,0.36,89
2023-12-05,1465087305412,155154.7619047619,9726931,179,0.86,stable,hot,0.26,68
2023-12-06,1465087305412,155154.7619047619,9726931,179,0.89,stable,hot,0.27,92
2023-12-07,1465087305412,155154.7619047619,9726931,179,0.64,stable,hot,0.3,93
2023-12-08,1465087305412,155154.7619047619,9726931,179,0.74,stable,hot,0.23,91
2023-12-09,1465087305412,155154.7619047619,9726931,179,0.87,stable,hot,0.22,86
2023-12-10,1465087305412,155154.7619047619,9726931,179,0.68,stable,hot,0.39,93
2023-12-11,1424233693678,155136.36363636365,9571142,180,0.76,stable,hot,0.29,71
2023-12-12,1424233693678,155136.36363636365,9571142,180,0.78,stable,hot,0.22,82
2023-12-13,1424233693678,155136.36363636365,9571142,180,0.75,stable,hot,0.29,74
2023-12-14,1424233693678,155136.36363636365,9571142,180,0.73,stable,hot,0.23,64
2023-12-15,1424233693678,155136.36363636365,9571142,180,0.87,stable,hot,0.25,68
2023-12-16,1424233693678,155136.36363636365,9571142,180,0.81,stable,hot,0.36,67
2023-12-17,1424233693678,155136.36363636365,9571142,180,0.65,stable,hot,0.4,78
2023-12-18,1377195052989,155216.04938271604,9360496,180,0.85,stable,hot,0.32,78
2023-12-19,1377195052989,155216.04938271604,9360496,180,0.76,stable,hot,0.4,92
2023-12-20,1377195052989,155216.04938271604,9360496,180,0.89,stable,hot,0.36,90
2023-12-21,1377195052989,155216.04938271604,9360496,180,0.69,stable,hot,0.33,69
2023-12-22,1377195052989,155216.04938271604,9360496,180,0.86,stable,hot,0.31,74
2023-12-23,1377195052989,155216.04938271604,9360496,180,0.79,stable,hot,0.24,71
2023-12-24,1377195052989,155216.04938271604,9360496,180,0.63,stable,hot,0.26,71
2023-12-25,1361292884013,155415.09433962265,9233283,181,0.78,stable,hot,0.25,67
2023-12-26,1361292884013,155415.09433962265,9233283,181,0.66,stable,hot,0.33,94
2023-12-27,1361292884013,155415.09433962265,9233283,181,0.72,stable,hot,0.3,89
2023-12-28,1361292884013,155415.09433962265,9233283,181,0.89,stable,hot,0.22,91
2023-12-29,1361292884013,155415.09433962265,9233283,181,0.67,stable,hot,0.31,84
2023-12-30,1361292884013,155415.09433962265,9233283,181,0.67,stable,hot,0.33,94
2023-12-31,1361292884013,155415.09433962265,9233283,181,0.63,stable,hot,0.32,88
2024-01-01,1335621842611,155394.23076923078,9050916,181,0.75,stable,hot,0.37,87
2024-01-02,1335621842611,155394.23076923078,9050916,181,0.68,stable,hot,0.26,78
2024-01-03,1335621842611,155394.23076923078,9050916,181,0.72,stable,hot,0.26,92
2024-01-04,1335621842611,155394.23076923078,9050916,181,0.85,stable,hot,0.36,80
2024-01-05,1335621842611,155394.23076923078,9050916,181,0.87,stable,hot,0.35,76
2024-01-06,1335621842611,155394.23076923078,9050916,181,0.72,stable,hot,0.27,67
2024-01-07,1335621842611,155394.23076923078,9050916,181,0.88,stable,hot,0.25,92
2024-01-08,1297196176271,155411.76470588235,8858781,180,0.61,stable,hot,0.27,79
2024-01-09,1297196176271,155411.76470588235,8858781,180,0.78,stable,hot,0.27,67
2024-01-10,1297196176271,155411.76470588235,8858781,180,0.81,stable,hot,0.37,83
2024-01-11,1297196176271,155411.76470588235,8858781,180,0.67,stable,hot,0.4,88
2024-01-12,1297196176271,155411.76470588235,8858781,180,0.72,stable,hot,0.32,72
2024-01-13,1297196176271,155411.76470588235,8858781,180,0.82,stable,hot,0.4,91
2024-01-14,1297196176271,155411.76470588235,8858781,180,0.88,stable,hot,0.32,93
2024-01-15,1259402232198,155366.66666666666,8624536,179,0.81,stable,hot,0.25,72
2024-01-16,1259402232198,155366.66666666666,8624536,179,0.81,stable,hot,0.3,60
2024-01-17,1259402232198,155366.66666666666,8624536,179,0.7,stable,hot,0.22,67
2024-01-18,1259402232198,155366.66666666666,8624536,179,0.87,stable,hot,0.29,91
2024-01-19,1259402232198,155366.66666666666,8624536,179,0.63,stable,hot,0.26,65
2024-01-20,1259402232198,155366.66666666666,8624536,179,0.67,stable,hot,0.27,67
2024-01-21,1259402232198,155366.66666666666,8624536,179,0.74,stable,hot,0.33,88
2024-01-22,1224354268011,155489.79591836734,8408434,178,0.73,stable,hot,0.22,73
2024-01-23,1224354268011,155489.79591836734,8408434,178,0.82,stable,hot,0.26,67
2024-01-24,1224354268011,155489.79591836734,8408434,178,0.74,stable,hot,0.28,71
2024-01-25,1224354268011,155489.79591836734,8408434,178,0.64,stable,hot,0.22,62
2024-01-26,1224354268011,155489.79591836734,8408434,178,0.72,stable,hot,0.34,85
2024-01-27,1224354268011,155489.79591836734,8408434,178,0.69,stable,hot,0.4,65
2024-01-28,1224354268011,155489.79591836734,8408434,178,0.77,stable,hot,0.33,62
2024-01-29,1193800654182,155368.05555555556,8162637,176,0.6,stable,hot,0.37,82
2024-01-30,1193800654182,155368.05555555556,8162637,176,0.68,stable,hot,0.26,73
2024-01-31,1193800654182,155368.05555555556,8162637,176,0.66,stable,hot,0.33,79
2024-02-01,1193800654182,155368.05555555556,8162637,176,0.8,stable,hot,0.33,77
2024-02-02,1193800654182,155368.05555555556,8162637,176,0.71,stable,hot,0.37,86
2024-02-03,1193800654182,155368.05555555556,8162637,176,0.84,stable,hot,0.38,92
2024-02-04,1193800654182,155368.05555555556,8162637,176,0.71,stable,hot,0.36,63
2024-02-05,1165851927147,155375.8865248227,7952168,175,0.85,stable,hot,0.3,65
2024-02-06,1165851927147,155375.8865248227,7952168,175,0.87,stable,hot,0.31,76
2024-02-07,1165851927147,155375.8865248227,7952168,175,0.75,stable,hot,0.38,77
2024-02-08,1165851927147,155375.8865248227,7952168,175,0.82,stable,hot,0.23,61
2024-02-09,1165851927147,155375.8865248227,7952168,175,0.84,stable,hot,0.28,60
2024-02-10,1165851927147,155375.8865248227,7952168,175,0.86,stable,hot,0.38,74
2024-02-11,1165851927147,155375.8865248227,7952168,175,0.72,stable,hot,0.4,60
2024-02-12,1129040823567,155413.04347826086,7732400,175,0.74,stable,hot,0.29,75
2024-02-13,1129040823567,155413.04347826086,7732400,175,0.68,stable,hot,0.38,92
2024-02-14,1129040823567,155413.04347826086,7732400,175,0.87,stable,hot,0.31,71
2024-02-15,1129040823567,155413.04347826086,7732400,175,0.73,stable,hot,0.32,81
2024-02-16,1129040823567,155413.04347826086,7732400,175,0.64,stable,hot,0.33,87
2024-02-17,1129040823567,155413.04347826086,7732400,175,0.82,stable,hot,0.36,88
2024-02-18,1129040823567,155413.04347826086,7732400,175,0.82,stable,hot,0.25,69
2024-02-19,1101581928528,155403.7037037037,7550480,175,0.74,stable,hot,0.38,93
2024-02-20,1101581928528,155403.7037037037,7550480,175,0.72,stable,hot,0.31,68
2024-02-21,1101581928528,155403.7037037037,7550480,175,0.9,stable,hot,0.23,64
2024-02-22,1101581928528,155403.7037037037,7550480,175,0.76,stable,hot,0.33,71
2024-02-23,1101581928528,155403.7037037037,7550480,175,0.9,stable,hot,0.28,84
2024-02-24,1101581928528,155403.7037037037,7550480,175,0.87,stable,hot,0.37,71
2024-02-25,1101581928528,155403.7037037037,7550480,175,0.89,stable,hot,0.23,80
2024-02-26,1058966144544,155560.60606060605,7365853,175,0.62,stable,hot,0.27,83
2024-02-27,1058966144544,155560.60606060605,7365853,175,0.64,stable,hot,0.39,85
2024-02-28,1058966144544,155560.60606060605,7365853,175,0.73,stable,hot,0.29,72
2024-02-29,1058966144544,155560.60606060605,7365853,175,0.73,stable,hot,0.33,68
2024-03-01,1058966144544,155560.60606060605,7365853,175,0.63,stable,hot,0.21,91
2024-03-02,1058966144544,155560.60606060605,7365853,175,0.67,stable,hot,0.28,89
2024-03-03,1058966144544,155560.60606060605,7365853,175,0.74,stable,hot,0.27,77
2024-03-04,1046604991652,155748.06201550388,7245206,176,0.66,stable,hot,0.24,63
2024-03-05,1046604991652,155748.06201550388,7245206,176,0.78,stable,hot,0.39,91
2024-03-06,1046604991652,155748.06201550388,7245206,176,0.69,stable,hot,0.27,73
2024-03-07,1046604991652,155748.06201550388,7245206,176,0.88,stable,hot,0.39,60
2024-03-08,1046604991652,155748.06201550388,7245206,176,0.84,stable,hot,0.39,92
2024-03-09,1046604991652,155748.06201550388,7245206,176,0.88,stable,hot,0.23,84
2024-03-10,1046604991652,155748.06201550388,7245206,176,0.69,stable,hot,0.32,70
2024-03-11,1019896242138,155793.6507936508,7076429,175,0.85,stable,hot,0.23,79
2024-03-12,1019896242138,155793.6507936508,7076429,175,0.77,stable,hot,0.34,93
2024-03-13,1019896242138,155793.6507936508,7076429,175,0.61,stable,hot,0.28,85
2024-03-14,1019896242138,155793.6507936508,7076429,175,0.86,stable,hot,0.32,85
2024-03-15,1019896242138,155793.6507936508,7076429,175,0.85,stable,hot,0.29,93
2024-03-16,1019896242138,155793.6507936508,7076429,175,0.7,stable,hot,0.27,86
2024-03-17,1019896242138,155793.6507936508,7076429,175,0.78,stable,hot,0.32,68
2024-03-18,999441476435,155829.26829268291,6937082,175,0.84,stable,hot,0.39,66
2024-03-19,999441476435,155829.26829268291,6937082,175,0.74,stable,hot,0.38,85
2024-03-20,999441476435,155829.26829268291,6937082,175,0.75,stable,hot,0.37,83
2024-03-21,999441476435,155829.26829268291,6937082,175,0.85,stable,hot,0.2,85
2024-03-22,999441476435,155829.26829268291,6937082,175,0.77,stable,hot,0.28,88
2024-03-23,999441476435,155829.26829268291,6937082,175,0.71,stable,hot,0.36,69
2024-03-24,999441476435,155829.26829268291,6937082,175,0.89,stable,hot,0.33,76
2024-03-25,974646361136,155775.0,6822700,176,0.68,stable,hot,0.27,66
2024-03-26,974646361136,155775.0,6822700,176,0.86,stable,hot,0.2,89
2024-03-27,974646361136,155775.0,6822700,176,0.88,stable,hot,0.34,66
2024-03-28,974646361136,155775.0,6822700,176,0.75,stable,hot,0.33,63
2024-03-29,974646361136,155775.0,6822700,176,0.74,stable,hot,0.28,71
2024-03-30,974646361136,155775.0,6822700,176,0.77,stable,hot,0.21,69
2024-03-31,974646361136,155775.0,6822700,176,0.77,stable,hot,0.24,74
2024-04-01,949172655936,155820.5128205128,6664223,177,0.87,stable,hot,0.34,92
2024-04-02,949172655936,155820.5128205128,6664223,177,0.63,stable,hot,0.31,83
2024-04-03,949172655936,155820.5128205128,6664223,177,0.81,stable,hot,0.26,82
2024-04-04,949172655936,155820.5128205128,6664223,177,0.69,stable,hot,0.28,68
2024-04-05,949172655936,155820.5128205128,6664223,177,0.79,stable,hot,0.39,88
2024-04-06,949172655936,155820.5128205128,6664223,177,0.83,stable,hot,0.23,85
2024-04-07,949172655936,155820.5128205128,6664223,177,0.66,stable,hot,0.31,74
2024-04-08,912029358970,155934.2105263158,6405503,175,0.73,stable,hot,0.31,75
2024-04-09,912029358970,155934.2105263158,6405503,175,0.85,stable,hot,0.38,95
2024-04-10,912029358970,155934.2105263158,6405503,175,0.75,stable,hot,0.38,75
2024-04-11,912029358970,155934.2105263158,6405503,175,0.74,stable,hot,0.22,62
2024-04-12,912029358970,155934.2105263158,6405503,175,0.67,stable,hot,0.21,95
2024-04-13,912029358970,155934.2105263158,6405503,175,0.86,stable,hot,0.32,76
2024-04-14,912029358970,155934.2105263158,6405503,175,0.84,stable,hot,0.38,67
2024-04-15,897759544053,156184.68468468467,6279395,176,0.9,stable,hot,0.39,71
2024-04-16,897759544053,156184.68468468467,6279395,176,0.73,stable,hot,0.21,76
2024-04-17,897759544053,156184.68468468467,6279395,176,0.82,stable,hot,0.39,61
2024-04-18,897759544053,156184.68468468467,6279395,176,0.72,stable,hot,0.28,79
2024-04-19,897759544053,156184.68468468467,6279395,176,0.7,stable,hot,0.28,74
2024-04-20,897759544053,156184.68468468467,6279395,176,0.78,stable,hot,0.2,84
2024-04-21,897759544053,156184.68468468467,6279395,176,0.87,stable,hot,0.35,63
2024-04-22,869503710314,156175.92592592593,6119234,175,0.65,stable,hot,0.29,64
2024-04-23,869503710314,156175.92592592593,6119234,175,0.83,stable,hot,0.38,89
2024-04-24,869503710314,156175.92592592593,6119234,175,0.72,stable,hot,0.36,89
2024-04-25,869503710314,156175.92592592593,6119234,175,0.83,stable,hot,0.21,89
2024-04-26,869503710314,156175.92592592593,6119234,175,0.6,stable,hot,0.31,60
2024-04-27,869503710314,156175.92592592593,6119234,175,0.8,stable,hot,0.2,85
2024-04-28,869503710314,156175.92592592593,6119234,175,0.61,stable,hot,0.37,76
2024-04-29,860974189101,156023.80952380953,5990309,177,0.89,stable,hot,0.33,95
2024-04-30,860974189101,156023.80952380953,5990309,177,0.85,stable,hot,0.29,61
2024-05-01,860974189101,156023.80952380953,5990309,177,0.83,stable,hot,0.34,77
2024-05-02,860974189101,156023.80952380953,5990309,177,0.83,stable,hot,0.29,61
2024-05-03,860974189101,156023.80952380953,5990309,177,0.82,stable,hot,0.35,95
2024-05-04,860974189101,156023.80952380953,5990309,177,0.62,stable,hot,0.23,92
2024-05-05,860974189101,156023.80952380953,5990309,177,0.64,stable,hot,0.25,85
2024-05-06,842245646963,155985.29411764705,5837281,176,0.65,stable,hot,0.25,94
2024-05-07,842245646963,155985.29411764705,5837281,176,0.83,stable,hot,0.34,89
2024-05-08,842245646963,155985.29411764705,5837281,176,0.75,stable,hot,0.24,91
2024-05-09,842245646963,155985.29411764705,5837281,176,0.7,stable,hot,0.26,62
2024-05-10,842245646963,155985.29411764705,5837281,176,0.73,stable,hot,0.28,83
2024-05-11,842245646963,155985.29411764705,5837281,176,0.73,stable,hot,0.22,74
2024-05-12,842245646963,155985.29411764705,5837281,176,0.71,stable,hot,0.24,72
2024-05-13,820741426149,156015.15151515152,5745529,177,0.72,stable,hot,0.2,91
2024-05-14,820741426149,156015.15151515152,5745529,177,0.72,stable,hot,0.33,90
2024-05-15,820741426149,156015.15151515152,5745529,177,0.86,stable,hot,0.35,64
2024-05-16,820741426149,156015.15151515152,5745529,177,0.86,stable,hot,0.34,66
2024-05-17,820741426149,156015.15151515152,5745529,177,0.66,stable,hot,0.34,94
2024-05-18,820741426149,156015.15151515152,5745529,177,0.66,stable,hot,0.37,77
2024-05-19,820741426149,156015.15151515152,5745529,177,0.89,stable,hot,0.21,81
2024-05-20,793553308236,156125.0,5546142,177,0.78,stable,hot,0.36,75
2024-05-21,793553308236,156125.0,5546142,177,0.85,stable,hot,0.33,77
2024-05-22,793553308236,156125.0,5546142,177,0.8,stable,hot,0.27,66
2024-05-23,793553308236,156125.0,5546142,177,0.72,stable,hot,0.25,91
2024-05-24,793553308236,156125.0,5546142,177,0.62,stable,hot,0.34,86
2024-05-25,793553308236,156125.0,5546142,177,0.75,stable,hot,0.23,60
2024-05-26,793553308236,156125.0,5546142,177,0.87,stable,hot,0.39,74
2024-05-27,761393274191,156043.01075268816,5325938,175,0.87,stable,hot,0.28,79
2024-05-28,761393274191,156043.01075268816,5325938,175,0.67,stable,hot,0.36,86
2024-05-29,761393274191,156043.01075268816,5325938,175,0.63,stable,hot,0.39,68
2024-05-30,761393274191,156043.01075268816,5325938,175,0.89,stable,hot,0.28,91
2024-05-31,761393274191,156043.01075268816,5325938,175,0.77,stable,hot,0.3,61
2024-06-01,761393274191,156043.01075268816,5325938,175,0.84,stable,hot,0.32,95
2024-06-02,761393274191,156043.01075268816,5325938,175,0.63,stable,hot,0.32,66
2024-06-03,725936350691,156027.77777777778,5140249,175,0.75,stable,hot,0.26,81
2024-06-04,725936350691,156027.77777777778,5140249,175,0.66,stable,hot,0.23,81
2024-06-05,725936350691,156027.77777777778,5140249,175,0.72,stable,hot,0.39,66
2024-06-06,725936350691,156027.77777777778,5140249,175,0.82,stable,hot,0.29,60
2024-06-07,725936350691,156027.77777777778,5140249,175,0.88,stable,hot,0.36,89
2024-06-08,725936350691,156027.77777777778,5140249,175,0.69,stable,hot,0.38,80
2024-06-09,725936350691,156027.77777777778,5140249,175,0.88,stable,hot,0.24,78
2024-06-10,707191457976,155925.28735632185,5004132,175,0.79,stable,hot,0.27,91
2024-06-11,707191457976,155925.28735632185,5004132,175,0.89,stable,hot,0.34,77
2024-06-12,707191457976,155925.28735632185,5004132,175,0.73,stable,hot,0.34,93
2024-06-13,707191457976,155925.28735632185,5004132,175,0.78,stable,hot,0.24,88
2024-06-14,707191457976,155925.28735632185,5004132,175,0.64,stable,hot,0.23,64
2024-06-15,707191457976,155925.28735632185,5004132,175,0.82,stable,hot,0.21,74
2024-06-16,707191457976,155925.28735632185,5004132,175,0.66,stable,hot,0.37,60
2024-06-17,682306178585,155750.0,4840061,176,0.83,stable,hot,0.37,91
2024-06-18,682306178585,155750.0,4840061,176,0.61,stable,hot,0.39,84
2024-06-19,682306178585,155750.0,4840061,176,0.73,stable,hot,0.25,75
2024-06-20,682306178585,155750.0,4840061,176,0.66,stable,hot,0.28,89
2024-06-21,682306178585,155750.0,4840061,176,0.79,stable,hot,0.22,60
2024-06-22,682306178585,155750.0,4840061,176,0.66,stable,hot,0.33,81
2024-06-23,682306178585,155750.0,4840061,176,0.74,stable,hot,0.25,70
2024-06-24,653851503791,155808.64197530865,4687298,177,0.72,stable,hot,0.23,77
2024-06-25,653851503791,155808.64197530865,4687298,177,0.73,stable,hot,0.24,66
2024-06-26,653851503791,155808.64197530865,4687298,177,0.7,stable,hot,0.32,92
2024-06-27,653851503791,155808.64197530865,4687298,177,0.83,stable,hot,0.24,70
2024-06-28,653851503791,155808.64197530865,4687298,177,0.74,stable,hot,0.23,92
2024-06-29,653851503791,155808.64197530865,4687298,177,0.85,stable,hot,0.33,95
2024-06-30,653851503791,155808.64197530865,4687298,177,0.77,stable,hot,0.24,86
2024-07-01,637642751563,155788.46153846153,4611655,180,0.82,stable,hot,0.38,95
2024-07-02,637642751563,155788.46153846153,4611655,180,0.67,stable,hot,0.38,63
2024-07-03,637642751563,155788.46153846153,4611655,180,0.67,stable,hot,0.24,95
2024-07-04,637642751563,155788.46153846153,4611655,180,0.74,stable,hot,0.25,64
2024-07-05,637642751563,155788.46153846153,4611655,180,0.63,stable,hot,0.36,79
2024-07-06,637642751563,155788.46153846153,4611655,180,0.78,stable,hot,0.36,86
2024-07-07,637642751563,155788.46153846153,4611655,180,0.83,stable,hot,0.33,76
2024-07-08,613710339291,155860.0,4374690,179,0.72,stable,hot,0.39,61
2024-07-09,613710339291,155860.0,4374690,179,0.65,stable,hot,0.28,83
2024-07-10,613710339291,155860.0,4374690,179,0.87,stable,hot,0.39,90
2024-07-11,613710339291,155860.0,4374690,179,0.74,stable,hot,0.4,76
2024-07-12,613710339291,155860.0,4374690,179,0.71,stable,hot,0.26,94
2024-07-13,613710339291,155860.0,4374690,179,0.74,stable,hot,0.3,90
2024-07-14,613710339291,155860.0,4374690,179,0.68,stable,hot,0.39,87
2024-07-15,583716373397,155993.05555555556,4178249,177,0.84,stable,hot,0.39,90
2024-07-16,583716373397,155993.05555555556,4178249,177,0.67,stable,hot,0.37,85
2024-07-17,583716373397,155993.05555555556,4178249,177,0.72,stable,hot,0.31,63
2024-07-18,583716373397,155993.05555555556,4178249,177,0.78,stable,hot,0.25,79
2024-07-19,583716373397,155993.05555555556,4178249,177,0.76,stable,hot,0.33,69
2024-07-20,583716373397,155993.05555555556,4178249,177,0.71,stable,hot,0.27,95
2024-07-21,583716373397,155993.05555555556,4178249,177,0.76,stable,hot,0.31,62
2024-07-22,561775491526,156253.6231884058,4041740,178,0.86,stable,hot,0.31,85
2024-07-23,561775491526,156253.6231884058,4041740,178,0.73,stable,hot,0.25,82
2024-07-24,561775491526,156253.6231884058,4041740,178,0.71,stable,hot,0.29,73
2024-07-25,561775491526,156253.6231884058,4041740,178,0.64,stable,hot,0.33,72
2024-07-26,561775491526,156253.6231884058,4041740,178,0.76,stable,hot,0.34,67
2024-07-27,561775491526,156253.6231884058,4041740,178,0.88,stable,hot,0.31,72
2024-07-28,561775491526,156253.6231884058,4041740,178,0.75,stable,hot,0.21,88
2024-07-29,550580909434,156053.0303030303,3875099,178,0.73,stable,hot,0.32,60
2024-07-30,550580909434,156053.0303030303,3875099,178,0.66,stable,hot,0.39,65
2024-07-31,550580909434,156053.0303030303,3875099,178,0.86,stable,hot,0.33,95
2024-08-01,550580909434,156053.0303030303,3875099,178,0.78,stable,hot,0.3,73
2024-08-02,550580909434,156053.0303030303,3875099,178,0.7,stable,hot,0.33,79
2024-08-03,550580909434,156053.0303030303,3875099,178,0.87,stable,hot,0.36,67
2024-08-04,550580909434,156053.0303030303,3875099,178,0.63,stable,hot,0.22,81
2024-08-05,539586170306,156380.95238095237,3764672,179,0.71,stable,hot,0.27,86
2024-08-06,539586170306,156380.95238095237,3764672,179,0.89,stable,hot,0.21,82
2024-08-07,539586170306,156380.95238095237,3764672,179,0.75,stable,hot,0.27,94
2024-08-08,539586170306,156380.95238095237,3764672,179,0.86,stable,hot,0.3,70
2024-08-09,539586170306,156380.95238095237,3764672,179,0.77,stable,hot,0.3,69
2024-08-10,539586170306,156380.95238095237,3764672,179,0.79,stable,hot,0.31,67
2024-08-11,539586170306,156380.95238095237,3764672,179,0.85,stable,hot,0.36,76
2024-08-12,508711489391,156175.0,3580660,178,0.85,stable,hot,0.35,91
2024-08-13,508711489391,156175.0,3580660,178,0.64,stable,hot,0.26,93
2024-08-14,508711489391,156175.0,3580660,178,0.81,stable,hot,0.3,68
2024-08-15,508711489391,156175.0,3580660,178,0.69,stable,hot,0.34,93
2024-08-16,508711489391,156175.0,3580660,178,0.86,stable,hot,0.39,70
2024-08-17,508711489391,156175.0,3580660,178,0.9,stable,hot,0.3,65
2024-08-18,508711489391,156175.0,3580660,178,0.65,stable,hot,0.33,71
2024-08-19,480013601924,156280.70175438595,3348939,177,0.82,stable,hot,0.39,75
2024-08-20,480013601924,156280.70175438595,3348939,177,0.89,stable,hot,0.22,64
2024-08-21,480013601924,156280.70175438595,3348939,177,0.83,stable,hot,0.29,60
2024-08-22,480013601924,156280.70175438595,3348939,177,0.69,stable,hot,0.25,67
2024-08-23,480013601924,156280.70175438595,3348939,177,0.78,stable,hot,0.39,70
2024-08-24,480013601924,156280.70175438595,3348939,177,0.88,stable,hot,0.22,77
2024-08-25,480013601924,156280.70175438595,3348939,177,0.71,stable,hot,0.25,61
2024-08-26,456928514363,156685.1851851852,3175348,177,0.6,stable,hot,0.2,80
2024-08-27,456928514363,156685.1851851852,3175348,177,0.86,stable,hot,0.35,67
2024-08-28,456928514363,156685.1851851852,3175348,177,0.6,stable,hot,0.22,84
2024-08-29,456928514363,156685.1851851852,3175348,177,0.71,stable,hot,0.21,60
2024-08-30,456928514363,156685.1851851852,3175348,177,0.63,stable,hot,0.24,78
2024-08-31,456928514363,156685.1851851852,3175348,177,0.69,stable,hot,0.21,60
2024-09-01,456928514363,156685.1851851852,3175348,177,0.64,stable,hot,0.21,67
2024-09-02,437955967448,157176.4705882353,2991536,177,0.6,stable,hot,0.26,90
2024-09-03,437955967448,157176.4705882353,2991536,177,0.66,stable,hot,0.22,76
2024-09-04,437955967448,157176.4705882353,2991536,177,0.69,stable,hot,0.23,93
2024-09-05,437955967448,157176.4705882353,2991536,177,0.79,stable,hot,0.33,67
2024-09-06,437955967448,157176.4705882353,2991536,177,0.76,stable,hot,0.26,95
2024-09-07,437955967448,157176.4705882353,2991536,177,0.62,stable,hot,0.37,82
2024-09-08,437955967448,157176.4705882353,2991536,177,0.71,stable,hot,0.3,85
2024-09-09,413233865585,157260.41666666666,2823274,178,0.69,stable,hot,0.34,80
2024-09-10,413233865585,157260.41666666666,2823274,178,0.75,stable,hot,0.33,87
2024-09-11,413233865585,157260.41666666666,2823274,178,0.81,stable,hot,0.35,94
2024-09-12,413233865585,157260.41666666666,2823274,178,0.74,stable,hot,0.3,88
2024-09-13,413233865585,157260.41666666666,2823274,178,0.77,stable,hot,0.29,83
2024-09-14,413233865585,157260.41666666666,2823274,178,0.75,stable,hot,0.24,65
2024-09-15,413233865585,157260.41666666666,2823274,178,0.75,stable,hot,0.23,73
2024-09-16,387866167050,157155.55555555556,2655127,177,0.67,stable,hot,0.21,84
2024-09-17,387866167050,157155.55555555556,2655127,177,0.78,stable,hot,0.32,65
2024-09-18,387866167050,157155.55555555556,2655127,177,0.86,stable,hot,0.28,92
2024-09-19,387866167050,157155.55555555556,2655127,177,0.66,stable,hot,0.33,74
2024-09-20,387866167050,157155.55555555556,2655127,177,0.65,stable,hot,0.38,87
2024-09-21,387866167050,157155.55555555556,2655127,177,0.72,stable,hot,0.32,71
2024-09-22,387866167050,157155.55555555556,2655127,177,0.66,stable,hot,0.32,61
2024-09-23,367333924413,157309.52380952382,2476092,179,0.62,stable,hot,0.39,72
2024-09-24,367333924413,157309.52380952382,2476092,179,0.86,stable,hot,0.3,62
2024-09-25,367333924413,157309.52380952382,2476092,179,0.65,stable,hot,0.33,62
2024-09-26,367333924413,157309.52380952382,2476092,179,0.89,stable,hot,0.34,81
2024-09-27,367333924413,157309.52380952382,2476092,179,0.64,stable,hot,0.37,77
2024-09-28,367333924413,157309.52380952382,2476092,179,0.64,stable,hot,0.29,77
2024-09-29,367333924413,157309.52380952382,2476092,179,0.82,stable,hot,0.29,74
2024-09-30,328957739464,157935.89743589744,2233367,176,0.7,stable,hot,0.28,85
2024-10-01,328957739464,157935.89743589744,2233367,176,0.68,stable,hot,0.25,89
2024-10-02,328957739464,157935.89743589744,2233367,176,0.8,stable,hot,0.27,86
2024-10-03,328957739464,157935.89743589744,2233367,176,0.64,stable,hot,0.24,61
2024-10-04,328957739464,157935.89743589744,2233367,176,0.81,stable,hot,0.36,73
2024-10-05,328957739464,157935.89743589744,2233367,176,0.82,stable,hot,0.28,88
2024-10-06,328957739464,157935.89743589744,2233367,176,0.79,stable,hot,0.35,95
2024-10-07,302299582704,157916.66666666666,2036125,170,0.74,stable,hot,0.27,95
2024-10-08,302299582704,157916.66666666666,2036125,170,0.81,stable,hot,0.37,76
2024-10-09,302299582704,157916.66666666666,2036125,170,0.81,stable,hot,0.23,84
2024-10-10,302299582704,157916.66666666666,2036125,170,0.87,stable,hot,0.39,93
2024-10-11,302299582704,157916.66666666666,2036125,170,0.76,stable,hot,0.36,61
2024-10-12,302299582704,157916.66666666666,2036125,170,0.78,stable,hot,0.33,62
