date,google_banh_sinh_nhat,google_banh_mi,google_tiem_banh,social_engagement_score,facebook_reach_index,instagram_hashtag_volume,tiktok_video_count,youtube_view_trend,ecommerce_search_volume,online_bakery_competition,delivery_trend_score,overall_digital_interest,trend_momentum,seasonal_digital_boost,month,adjusted_digital_interest
2023-09-07,37,71,68,59,88,155,471,5677,4857,44,83,1021.4,0.9048936086118133,1.3,9,1327.82
2023-09-08,94,77,30,60,95,929,346,10450,4746,89,64,1008.2,0.9845580287068569,1.3,9,1310.66
2023-09-09,86,44,29,77,59,919,258,39079,3278,54,70,711.0,0.8637308685418177,1.3,9,924.3000000000001
2023-09-10,26,32,49,50,99,665,458,21262,1780,85,70,391.6,1.0956469242198783,1.3,9,509.08000000000004
2023-09-11,84,42,78,68,85,887,160,9734,3776,71,78,809.6,1.0881765842093718,1.3,9,1052.48
2023-09-12,37,74,30,51,88,752,237,15797,673,39,77,182.4,1.1966075981863857,1.3,9,237.12
2023-09-13,69,86,22,99,75,278,391,41477,2764,97,67,617.0,1.1561082876064905,1.3,9,802.1
2023-09-14,35,60,35,91,75,675,255,3691,2382,94,69,527.4,1.1460322797556752,1.3,9,685.62
2023-09-15,54,38,42,70,69,138,364,37428,3420,28,92,734.8,0.8887118841805182,1.3,9,955.24
2023-09-16,91,82,22,94,84,244,270,32670,2600,69,92,591.8,1.1116492829876912,1.3,9,769.3399999999999
2023-09-17,51,55,39,55,50,295,224,46557,3221,92,93,695.0,1.1150932033729837,1.3,9,903.5
2023-09-18,86,51,39,97,85,357,324,27378,1470,89,78,356.4,1.1291438911563823,1.3,9,463.32
2023-09-19,86,84,21,44,57,408,180,39770,1181,93,98,298.6,0.8991551448597761,1.3,9,388.18000000000006
2023-09-20,38,86,20,51,73,304,287,46319,4313,36,96,916.8,0.9296820110255388,1.3,9,1191.84
2023-09-21,53,32,23,89,73,178,257,6199,4785,78,72,1006.2,0.8267971869526809,1.3,9,1308.0600000000002
2023-09-22,68,35,43,65,91,683,375,30554,2539,81,77,556.8,1.1197975070491155,1.3,9,723.8399999999999
2023-09-23,50,49,48,93,80,752,373,40305,3268,53,68,705.6,0.9700546170691545,1.3,9,917.2800000000001
2023-09-24,33,77,31,57,84,898,427,3457,2026,83,85,455.6,1.0416717536587419,1.3,9,592.2800000000001
2023-09-25,68,39,29,82,81,393,492,7198,2794,64,99,616.4,1.1246553089769502,1.3,9,801.32
2023-09-26,88,81,42,82,77,905,251,18207,4573,22,62,977.2,0.9636404248272711,1.3,9,1270.3600000000001
2023-09-27,39,48,50,55,88,249,316,42955,4900,80,83,1025.0,0.8634823407038157,1.3,9,1332.5
2023-09-28,76,35,31,95,80,203,85,17992,1495,32,81,356.4,1.1747278987578804,1.3,9,463.32
2023-09-29,35,76,34,75,79,684,222,43589,2081,71,64,466.2,1.0653140140777626,1.3,9,606.0600000000001
2023-09-30,78,32,48,78,57,896,421,9672,1339,63,60,317.4,1.1854282461230796,1.3,9,412.62
2023-10-01,26,84,44,83,60,922,364,18488,1888,38,83,432.8,0.9384701697479717,1.1,10,476.08000000000004
2023-10-02,23,33,17,50,98,943,472,31600,3180,27,62,669.6,1.1014262352610873,1.1,10,736.5600000000001
2023-10-03,91,60,55,69,60,335,276,5475,4067,54,83,874.0,1.0752724812579437,1.1,10,961.4000000000001
2023-10-04,64,85,67,67,57,485,178,5918,2490,70,84,558.0,1.0227903764964754,1.1,10,613.8000000000001
2023-10-05,57,33,79,69,79,366,474,21777,3849,43,64,814.4,0.9878991463955022,1.1,10,895.84
2023-10-06,81,57,48,81,63,171,300,26929,3293,83,84,719.2,0.8438856162112676,1.1,10,791.1200000000001
2023-10-07,26,69,21,90,73,167,140,19047,2826,39,66,615.4,1.1616006982599594,1.1,10,676.94
2023-10-08,49,68,45,89,74,181,317,23401,3387,27,97,738.0,1.0678076828264764,1.1,10,811.8000000000001
2023-10-09,30,65,65,64,88,517,190,9594,1363,42,84,321.2,0.9578668151175938,1.1,10,353.32
2023-10-10,64,85,36,50,57,157,60,25421,3682,33,64,789.0,1.1980913971478762,1.1,10,867.9000000000001
2023-10-11,57,37,56,68,50,156,192,5330,2096,26,87,469.0,1.0572306685584394,1.1,10,515.9000000000001
2023-10-12,25,76,17,46,82,152,305,5337,1068,61,96,262.2,1.1902126277810114,1.1,10,288.42
2023-10-13,30,64,57,91,72,941,91,11282,2563,69,61,561.8,0.8385788156627965,1.1,10,617.98
2023-10-14,58,72,51,50,99,246,273,11083,1754,99,74,401.6,0.8903286617087846,1.1,10,441.76000000000005
2023-10-15,70,51,26,82,87,939,27,37598,1937,67,87,445.4,1.1299550330854218,1.1,10,489.94
2023-10-16,72,53,38,61,96,523,149,1478,1537,76,62,357.0,0.887947766074167,1.1,10,392.70000000000005
2023-10-17,68,50,50,46,63,497,478,30188,1529,54,65,351.6,1.1655531939670114,1.1,10,386.76000000000005
2023-10-18,75,39,35,88,98,184,356,44638,2442,21,83,545.4,1.041587344643255,1.1,10,599.94
2023-10-19,26,40,75,98,72,599,327,5579,2264,89,84,502.4,1.1066634940483426,1.1,10,552.64
2023-10-20,99,67,27,47,76,703,65,32135,865,51,82,232.0,1.0892950443143379,1.1,10,255.20000000000002
2023-10-21,47,39,40,53,82,852,428,25109,4659,72,86,976.8,1.0347824936804355,1.1,10,1074.48
2023-10-22,88,39,72,67,87,974,75,39010,2058,91,85,467.4,0.9318572794502034,1.1,10,514.14
2023-10-23,30,79,71,46,53,458,24,14023,2318,50,69,508.4,0.8140120746614719,1.1,10,559.24
2023-10-24,44,53,33,56,71,899,159,37572,1024,66,89,253.2,1.1115161350098721,1.1,10,278.52
2023-10-25,65,81,38,83,78,632,35,49279,1733,47,84,409.2,0.8506331296125429,1.1,10,450.12
2023-10-26,50,46,18,80,77,425,39,40213,4137,78,75,877.6,1.0701402829543885,1.1,10,965.3600000000001
2023-10-27,95,51,69,92,81,608,214,36227,934,38,63,247.0,0.9192301261472722,1.1,10,271.70000000000005
2023-10-28,35,79,66,61,58,543,375,41008,4023,32,70,853.6,0.9215219779857483,1.1,10,938.9600000000002
2023-10-29,80,47,26,87,77,856,107,37876,508,84,96,163.6,1.1144238236910118,1.1,10,179.96
2023-10-30,74,61,65,51,58,856,198,14826,1467,87,67,344.0,0.9909668009999937,1.1,10,378.40000000000003
2023-10-31,28,62,61,82,70,285,330,15016,2739,53,61,594.4,1.0277612378016823,1.1,10,653.84
2023-11-01,53,45,21,70,94,727,216,22297,3611,57,68,769.4,1.0457758532067005,1.2,11,923.28
2023-11-02,90,65,46,59,64,445,225,24146,1137,99,64,283.0,0.880376728847228,1.2,11,339.59999999999997
2023-11-03,38,56,17,69,50,741,244,6585,4785,69,77,1005.0,1.0991746867554884,1.2,11,1206.0
2023-11-04,25,42,43,77,82,106,181,16984,1493,79,64,340.2,0.8186320732883554,1.2,11,408.23999999999995
2023-11-05,29,35,33,71,89,548,44,47412,2174,73,70,475.8,1.0536703666826832,1.2,11,570.96
2023-11-06,94,65,45,47,57,471,318,38225,4512,69,79,959.4,0.8795956810514498,1.2,11,1151.28
2023-11-07,90,39,72,43,51,308,145,27680,4418,91,95,937.0,1.0267301508241875,1.2,11,1124.3999999999999
2023-11-08,95,80,55,69,87,640,26,11146,3821,62,72,827.4,1.0609482512737372,1.2,11,992.8799999999999
2023-11-09,34,54,32,82,70,482,281,30492,4465,37,96,946.2,0.9332183557382165,1.2,11,1135.44
2023-11-10,95,63,43,92,79,184,305,47479,910,72,61,244.2,0.9345800358937574,1.2,11,293.03999999999996
2023-11-11,57,47,65,48,83,958,184,2613,1269,20,77,299.6,1.1552839240495965,1.2,11,359.52000000000004
2023-11-12,57,41,65,91,98,371,135,47910,1631,89,91,382.2,1.1833688767727888,1.2,11,458.64
2023-11-13,60,39,49,59,96,278,485,39863,3554,85,99,762.2,1.0802734340709008,1.2,11,914.64
2023-11-14,59,50,23,79,66,715,43,6986,2628,42,95,582.2,1.0055349133989846,1.2,11,698.64
2023-11-15,96,36,63,98,73,216,286,42482,3649,59,62,788.2,0.9247678368963158,1.2,11,945.84
2023-11-16,28,53,19,72,72,687,404,14327,985,52,74,242.4,0.9663083267641563,1.2,11,290.88
2023-11-17,86,67,69,97,73,175,123,40872,1010,47,69,265.8,1.170248316769477,1.2,11,318.96
2023-11-18,43,62,72,74,91,182,47,24781,3833,31,91,820.6,0.9329444286802093,1.2,11,984.72
2023-11-19,21,56,71,42,52,480,234,4214,1178,40,93,278.0,1.1163805150102186,1.2,11,333.59999999999997
2023-11-20,77,78,51,90,75,457,122,30947,836,55,96,235.4,1.1212602772585711,1.2,11,282.48
2023-11-21,64,52,16,95,85,859,427,47048,2770,99,80,612.2,0.9339727810353846,1.2,11,734.64
2023-11-22,95,56,22,75,53,492,413,37084,1096,63,88,282.0,0.9300490632688603,1.2,11,338.4
2023-11-23,54,61,68,42,92,739,198,47571,1104,36,74,267.0,1.0396740086975478,1.2,11,320.4
2023-11-24,45,33,44,50,63,649,335,34677,2565,90,94,557.4,0.8830449481318989,1.2,11,668.88
2023-11-25,59,71,67,71,98,875,10,27857,2619,48,79,579.8,0.9946484826738164,1.2,11,695.7599999999999
2023-11-26,73,81,50,63,63,452,24,31480,3764,77,69,810.0,0.872944467468587,1.2,11,972.0
2023-11-27,39,75,74,52,81,227,129,29916,2220,90,90,495.2,0.9796929844279749,1.2,11,594.24
2023-11-28,93,35,60,88,96,592,61,30891,712,63,81,201.8,1.1598043993901046,1.2,11,242.16
2023-11-29,92,79,73,41,76,168,55,7695,4929,30,96,1047.4,1.1713828035663671,1.2,11,1256.88
2023-11-30,34,72,59,90,85,400,417,18752,932,85,74,240.4,0.8134028628974961,1.2,11,288.48
2023-12-01,60,65,45,45,51,263,370,45068,4279,64,65,902.8,1.0209696777024375,1.3,12,1173.6399999999999
2023-12-02,46,30,67,58,82,828,58,30552,1724,22,63,384.2,0.8773052067388721,1.3,12,499.46
2023-12-03,55,78,44,58,91,465,290,9384,2551,34,95,567.4,1.1169831283093146,1.3,12,737.62
2023-12-04,60,68,62,91,51,469,417,22297,3190,64,97,701.2,0.9399592254374912,1.3,12,911.5600000000001
2023-12-05,65,34,29,63,65,363,224,36931,1189,83,71,284.4,1.072233242827358,1.3,12,369.71999999999997
2023-12-06,71,61,64,88,61,609,366,5278,964,40,90,254.8,1.052414790886437,1.3,12,331.24
2023-12-07,87,39,72,88,59,977,130,37272,3611,57,68,778.6,1.1137668997777979,1.3,12,1012.1800000000001
2023-12-08,30,43,57,65,88,262,363,12880,4738,35,66,988.4,0.8224369986052015,1.3,12,1284.92
2023-12-09,36,86,15,75,54,767,207,48690,2576,47,91,572.8,1.1009931620081934,1.3,12,744.64
2023-12-10,28,69,17,75,75,538,296,39932,1832,94,94,419.6,1.0522891939401464,1.3,12,545.48
2023-12-11,84,85,35,47,82,918,393,44997,1678,36,86,396.0,0.8909396983415262,1.3,12,514.8000000000001
2023-12-12,59,37,51,95,82,829,255,27891,2952,81,72,643.0,1.1499211035765509,1.3,12,835.9
2023-12-13,25,72,21,73,69,893,455,35638,3128,83,80,675.6,1.0885308417886645,1.3,12,878.2800000000001
2023-12-14,56,61,43,46,90,734,150,36488,3318,42,97,715.6,1.1700240216087618,1.3,12,930.2800000000001
2023-12-15,21,85,34,63,55,419,341,48270,3356,49,60,717.0,1.0918106165790813,1.3,12,932.1
2023-12-16,68,75,63,45,86,442,310,20374,1799,71,76,412.6,1.16631342179755,1.3,12,536.38
2023-12-17,82,55,33,77,68,255,73,32739,4833,67,91,1027.6,1.1944578435444106,1.3,12,1335.8799999999999
2023-12-18,22,81,15,72,77,734,445,38189,1206,56,73,290.8,1.0387173974817099,1.3,12,378.04
2023-12-19,20,48,49,82,53,196,303,35999,1625,90,61,367.2,0.8036298980114942,1.3,12,477.36
2023-12-20,53,36,21,96,59,560,354,16313,4479,98,63,945.4,1.0529731821680812,1.3,12,1229.02
2023-12-21,90,84,53,58,64,150,261,44122,4793,86,93,1023.6,0.9033385210183305,1.3,12,1330.68
2023-12-22,56,46,37,66,86,334,382,6108,4038,48,81,857.4,1.122750314317786,1.3,12,1114.6200000000001
2023-12-23,89,36,72,57,60,113,240,2381,3226,84,84,698.4,0.9641913674085443,1.3,12,907.92
2023-12-24,57,47,52,48,86,222,205,33431,3091,68,77,664.0,0.8584735914331971,1.3,12,863.2
2023-12-25,33,55,41,90,69,757,234,14881,3547,22,93,763.6,1.1218783239141654,1.3,12,992.6800000000001
2023-12-26,42,66,75,80,50,738,169,45555,4441,47,67,939.2,0.9930737012052172,1.3,12,1220.96
2023-12-27,77,83,55,82,62,772,43,14724,4175,67,95,902.4,0.9238790088907061,1.3,12,1173.1200000000001
2023-12-28,97,38,40,56,75,734,132,22876,4886,26,72,1029.8,1.127762767757269,1.3,12,1338.74
2023-12-29,38,80,26,82,88,268,160,25288,3268,51,98,713.2,0.9043573700027548,1.3,12,927.1600000000001
2023-12-30,55,39,78,43,94,717,118,31984,4429,20,75,928.2,0.9039864453304737,1.3,12,1206.66
2023-12-31,84,58,57,59,84,464,363,45354,3005,27,62,653.6,0.9251765875262086,1.3,12,849.6800000000001
2024-01-01,74,30,18,48,51,688,62,42207,2393,52,79,524.8,0.9760500264620653,1.2,1,629.7599999999999
2024-01-02,35,67,64,53,88,745,414,9047,4265,96,69,897.8,0.9600553633795293,1.2,1,1077.36
2024-01-03,48,61,66,50,74,694,215,29164,1216,26,88,292.6,0.9589126732262987,1.2,1,351.12
2024-01-04,33,48,39,51,53,624,394,11311,1801,60,64,399.4,1.1035029358007307,1.2,1,479.28
2024-01-05,39,33,19,92,73,984,231,10466,3019,69,99,656.4,0.9003927546166615,1.2,1,787.68
2024-01-06,40,55,31,94,85,459,235,24219,2795,76,72,611.2,0.971036204792287,1.2,1,733.44
2024-01-07,33,59,18,42,58,479,48,16443,3694,66,67,779.0,1.0580725781312386,1.2,1,934.8
2024-01-08,75,77,29,57,71,644,337,9982,3261,54,78,709.6,1.1340210474084378,1.2,1,851.52
2024-01-09,79,31,71,84,67,303,486,39190,2556,41,83,566.6,0.8453762285280855,1.2,1,679.92
2024-01-10,85,57,64,56,98,582,46,7955,542,34,83,164.6,0.8162159178547098,1.2,1,197.51999999999998
2024-01-11,62,89,57,72,94,811,489,17398,4628,32,76,985.4,1.1789286896439393,1.2,1,1182.48
2024-01-12,52,76,46,69,70,361,434,6835,1712,40,72,396.2,1.0088736513066632,1.2,1,475.43999999999994
2024-01-13,80,40,53,51,76,266,204,33010,3145,72,94,682.0,1.0904988307113659,1.2,1,818.4
2024-01-14,84,71,56,81,61,101,195,49857,1435,96,93,352.8,0.815741876629499,1.2,1,423.36
2024-01-15,98,35,20,99,71,999,484,18707,4710,49,88,1006.0,1.0089272523100332,1.2,1,1207.2
2024-01-16,25,58,59,50,85,897,85,43304,4518,52,87,947.6,0.8327258901858455,1.2,1,1137.12
2024-01-17,65,81,40,67,62,588,481,6495,3701,43,63,795.4,1.0726102171810183,1.2,1,954.4799999999999
2024-01-18,43,62,35,93,85,786,336,30833,4390,66,95,936.6,1.1111340530370237,1.2,1,1123.92
2024-01-19,39,67,33,53,79,319,16,39391,3622,65,68,769.8,0.850506494214978,1.2,1,923.7599999999999
2024-01-20,46,63,74,61,69,882,308,44724,2583,95,67,564.0,1.1154550488166945,1.2,1,676.8
2024-01-21,99,77,61,53,95,547,384,18495,2573,80,96,579.6,1.0272190088085833,1.2,1,695.52
2024-01-22,61,87,52,72,98,949,487,19745,3709,60,77,801.2,1.0040773906528264,1.2,1,961.44
2024-01-23,48,66,77,41,79,850,330,22888,3611,79,65,766.2,1.1149397514288435,1.2,1,919.44
2024-01-24,50,62,35,74,69,643,10,27523,679,57,84,189.8,0.89471234683923,1.2,1,227.76000000000002
2024-01-25,27,68,39,46,56,902,151,32574,4484,62,83,941.6,1.105679930874302,1.2,1,1129.92
2024-01-26,58,53,47,99,83,675,243,29139,3499,46,67,755.2,1.0771606264302434,1.2,1,906.24
2024-01-27,63,43,67,95,90,999,350,3459,3458,75,64,744.6,1.031421359029373,1.2,1,893.52
2024-01-28,73,56,70,95,56,112,418,3612,1200,58,97,304.2,0.9831567370412218,1.2,1,365.03999999999996
2024-01-29,30,35,36,44,59,197,381,30783,4068,30,73,850.0,1.1366514233204614,1.2,1,1020.0
2024-01-30,67,36,37,74,57,491,172,25571,2890,63,93,632.0,1.169688338658857,1.2,1,758.4
2024-01-31,63,36,58,92,74,483,319,44107,1794,38,99,416.8,1.140114816735299,1.2,1,500.15999999999997
2024-02-01,68,81,30,53,99,331,331,1163,2593,34,77,574.4,1.1647469174501164,1.4,2,804.16
2024-02-02,63,79,62,68,80,640,401,11671,1800,72,94,420.8,1.1558950715232796,1.4,2,589.12
2024-02-03,21,37,58,59,86,876,344,41225,3320,55,78,703.0,0.9320624715231972,1.4,2,984.1999999999999
2024-02-04,56,74,72,84,90,854,130,34314,4133,60,76,884.6,1.0119390538472781,1.4,2,1238.44
2024-02-05,41,55,37,76,91,595,224,22734,1042,22,60,254.8,1.065319779415325,1.4,2,356.71999999999997
2024-02-06,89,59,66,66,82,582,327,26644,4393,89,62,933.8,1.1739751868280315,1.4,2,1307.32
2024-02-07,60,88,47,55,84,385,259,26673,4115,44,72,878.0,0.9027586038464893,1.4,2,1229.1999999999998
2024-02-08,82,47,70,79,63,788,479,34617,1924,89,96,445.6,0.8016338327066291,1.4,2,623.84
2024-02-09,28,85,34,69,50,405,95,18896,2841,86,66,617.8,1.1005064593927463,1.4,2,864.9199999999998
2024-02-10,95,76,50,42,62,591,499,19159,2234,77,81,505.6,1.028472594871201,1.4,2,707.84
2024-02-11,38,39,66,79,53,169,186,34338,4837,22,70,1012.6,1.1475431514414598,1.4,2,1417.6399999999999
2024-02-12,64,83,67,95,83,600,204,35920,4896,58,66,1040.8,1.1023665111215148,1.4,2,1457.12
2024-02-13,51,87,74,86,52,717,314,8250,2706,34,92,604.4,1.1756549898373498,1.4,2,846.16
2024-02-14,94,46,33,63,77,881,430,11341,3972,71,77,850.4,1.0280454608072842,1.4,2,1190.56
2024-02-15,94,63,74,73,65,855,460,27502,4637,76,98,993.0,0.940859703078444,1.4,2,1390.1999999999998
2024-02-16,42,65,55,40,74,789,322,32702,4666,22,83,979.2,1.1583630946059782,1.4,2,1370.8799999999999
2024-02-17,69,61,49,73,75,849,219,35641,4400,43,68,934.2,0.951069207636383,1.4,2,1307.8799999999999
2024-02-18,50,82,23,69,72,761,64,38022,4873,58,83,1031.4,1.1484363673250668,1.4,2,1443.96
2024-02-19,26,46,77,96,75,735,255,10505,4704,64,76,989.6,0.9652594856344083,1.4,2,1385.44
2024-02-20,39,45,22,69,76,942,94,25834,1835,75,95,416.6,1.0938234531801077,1.4,2,583.24
2024-02-21,86,77,68,98,62,514,416,24594,1384,46,96,348.2,1.082265920258267,1.4,2,487.47999999999996
2024-02-22,82,39,34,70,84,922,24,40156,3668,63,96,791.0,0.8282593785004035,1.4,2,1107.3999999999999
2024-02-23,83,57,74,53,71,897,304,36463,2046,75,98,467.4,0.984603248268238,1.4,2,654.3599999999999
2024-02-24,74,82,24,70,85,593,483,6204,3964,77,85,855.0,0.9976921745834771,1.4,2,1197.0
2024-02-25,91,73,49,97,70,864,428,17958,683,21,61,201.0,0.9855749739037898,1.4,2,281.4
2024-02-26,63,33,25,50,85,466,277,25037,3106,96,93,669.0,1.0315023740615,1.4,2,936.5999999999999
2024-02-27,64,55,34,46,78,153,89,24332,4185,40,77,885.4,1.135098186042352,1.4,2,1239.56
2024-02-28,39,78,53,48,86,228,79,20821,1638,56,90,378.6,0.97562767376382,1.4,2,530.04
2024-02-29,89,37,57,85,61,306,289,45569,4243,92,87,908.2,1.0894151878351592,1.4,2,1271.48
2024-03-01,91,41,55,67,92,278,97,11261,2132,76,63,478.8,0.8920539514947889,1.1,3,526.6800000000001
2024-03-02,98,62,52,48,89,263,70,32530,1081,29,83,274.4,0.979604312472169,1.1,3,301.84
2024-03-03,43,41,32,61,50,101,130,26077,633,26,61,167.8,1.1696178159379185,1.1,3,184.58000000000004
2024-03-04,79,63,24,72,66,299,84,41685,778,74,82,214.8,1.1415823134170895,1.1,3,236.28000000000003
2024-03-05,42,53,43,57,67,780,60,12496,3853,66,85,818.0,0.9451531038924743,1.1,3,899.8000000000001
2024-03-06,43,77,24,54,76,324,363,38451,4762,47,71,1001.4,1.1057565506908231,1.1,3,1101.54
2024-03-07,66,42,41,67,57,846,58,9597,3086,26,67,665.6,0.9426374780093025,1.1,3,732.1600000000001
2024-03-08,29,77,62,79,94,514,257,27724,3007,42,78,654.0,1.103407577866224,1.1,3,719.4000000000001
2024-03-09,56,44,56,41,78,566,239,33215,4123,55,69,866.6,0.8744191470644171,1.1,3,953.2600000000001
2024-03-10,59,30,20,75,94,913,309,17539,772,51,71,201.4,0.9202911626093317,1.1,3,221.54000000000002
2024-03-11,32,86,72,97,72,736,14,44656,2581,37,78,574.8,0.8922501402663915,1.1,3,632.28
2024-03-12,65,41,63,68,91,208,492,30429,967,33,86,245.4,1.013483667455365,1.1,3,269.94000000000005
2024-03-13,77,30,55,62,84,854,19,21761,2617,24,91,575.4,0.9789097277081049,1.1,3,632.94
2024-03-14,20,36,50,89,85,327,336,3035,1676,48,82,380.6,0.9593017742302249,1.1,3,418.6600000000001
2024-03-15,22,40,49,86,89,959,486,43683,4935,82,87,1034.0,0.8078615140689054,1.1,3,1137.4
2024-03-16,44,83,48,67,93,677,290,20483,2480,78,75,549.8,1.1423652869226524,1.1,3,604.78
2024-03-17,40,57,32,96,54,237,433,44323,2610,34,61,572.8,1.1055317302656906,1.1,3,630.08
2024-03-18,44,85,29,60,69,778,211,18927,4823,53,65,1015.4,0.8804056406461285,1.1,3,1116.94
2024-03-19,21,77,57,73,65,401,447,8226,2665,27,61,579.4,0.9605628124219406,1.1,3,637.34
2024-03-20,39,53,70,98,59,590,419,25089,2104,51,91,477.0,0.9229612338912919,1.1,3,524.7
2024-03-21,41,71,24,57,80,766,146,9759,3919,61,72,832.0,1.0548804219257197,1.1,3,915.2
2024-03-22,85,60,23,88,58,127,477,48007,1100,79,61,278.8,0.9506057367669649,1.1,3,306.68000000000006
2024-03-23,32,67,25,97,50,422,316,11520,1680,61,94,394.0,1.080461679129642,1.1,3,433.40000000000003
2024-03-24,35,62,50,61,56,199,92,8778,644,70,77,175.8,1.1461532993983101,1.1,3,193.38000000000002
2024-03-25,80,71,51,68,94,425,420,46168,2272,65,66,511.4,1.171939846364269,1.1,3,562.54
2024-03-26,77,47,78,53,91,778,53,43447,4139,92,96,882.4,1.1964081530350112,1.1,3,970.6400000000001
2024-03-27,99,35,42,81,79,294,79,37692,2399,47,96,542.0,0.9940844497157345,1.1,3,596.2
2024-03-28,79,35,75,59,53,111,480,26488,808,74,60,208.2,1.0050993424731354,1.1,3,229.02
2024-03-29,97,53,33,67,70,557,292,12742,3925,27,68,842.0,0.9305823432548502,1.1,3,926.2
2024-03-30,54,78,30,65,67,233,343,9828,4938,32,62,1039.4,0.8728959104185722,1.1,3,1143.3400000000001
2024-03-31,65,33,69,75,56,271,255,32911,3708,61,77,791.6,0.9304055086053401,1.1,3,870.7600000000001
2024-04-01,48,61,21,57,69,364,425,22799,4493,57,76,947.0,1.0802683130049058,1.0,4,947.0
2024-04-02,79,72,54,82,68,261,163,33928,2965,73,92,658.0,0.8219793073019354,1.0,4,658.0
2024-04-03,45,61,59,71,87,881,116,14883,4410,36,63,930.0,0.9346642923417762,1.0,4,930.0
2024-04-04,77,53,30,96,72,656,496,8474,1720,84,90,407.2,1.1300208791006288,1.0,4,407.2
2024-04-05,74,46,39,96,74,102,441,41429,534,87,99,169.8,0.9227498369082319,1.0,4,169.8
2024-04-06,54,61,64,96,67,205,370,35729,1462,30,66,347.8,0.8757564307483476,1.0,4,347.8
2024-04-07,39,77,74,71,71,820,141,4754,3946,56,80,842.6,1.1964439871745927,1.0,4,842.6
2024-04-08,80,57,46,56,62,634,419,22344,2806,37,91,618.0,1.1767796865678473,1.0,4,618.0
2024-04-09,22,42,66,85,96,184,388,40673,4659,32,75,976.6,1.067247789018159,1.0,4,976.6
2024-04-10,29,72,72,72,74,961,380,19729,1739,27,66,395.6,0.8001903632445087,1.0,4,395.6
2024-04-11,27,43,33,41,76,151,387,49903,4640,86,99,970.0,1.1616450796723068,1.0,4,970.0
2024-04-12,69,44,23,40,81,510,334,8156,2479,92,82,542.8,0.9025840546642372,1.0,4,542.8
2024-04-13,85,78,60,51,58,703,52,37770,3707,79,80,800.2,1.1317667212555427,1.0,4,800.2
2024-04-14,73,35,58,42,82,824,342,42735,2654,30,73,575.4,1.1755451980065372,1.0,4,575.4
2024-04-15,28,48,59,71,59,733,333,14834,4294,78,88,905.8,0.8134276060532599,1.0,4,905.8
2024-04-16,76,84,16,93,75,520,275,48091,1695,28,66,402.8,0.9636863108877984,1.0,4,402.8
2024-04-17,50,84,38,77,75,565,488,3108,2628,36,94,586.6,0.8856583901379237,1.0,4,586.6
2024-04-18,71,86,48,53,64,922,236,20313,1025,75,95,266.0,1.0869077392494946,1.0,4,266.0
2024-04-19,39,81,73,51,67,445,422,3961,600,78,88,171.8,0.9190936001512727,1.0,4,171.8
2024-04-20,45,39,42,40,87,487,162,44851,4252,62,91,893.4,1.1114279136416132,1.0,4,893.4
2024-04-21,47,80,35,99,52,901,60,48103,3474,25,83,756.6,0.9339871128641911,1.0,4,756.6
2024-04-22,69,46,20,73,95,738,284,18321,2025,78,74,457.4,1.1271039895774935,1.0,4,457.4
2024-04-23,57,52,78,57,78,225,388,38636,2406,33,86,531.6,1.0905621219294133,1.0,4,531.6
2024-04-24,94,37,77,57,60,873,396,48854,3971,69,81,848.0,1.0970806365274748,1.0,4,848.0
2024-04-25,38,68,64,67,53,733,269,33458,3773,83,81,805.4,1.1948274073270662,1.0,4,805.4
2024-04-26,67,54,37,58,63,731,153,3891,1955,24,91,445.0,1.1910432557354946,1.0,4,445.0
2024-04-27,70,49,75,51,74,639,301,46141,1029,81,66,253.0,1.0535055815557364,1.0,4,253.0
2024-04-28,45,70,44,98,87,254,26,42890,2485,55,69,553.4,0.8393172761253255,1.0,4,553.4
2024-04-29,68,55,41,68,99,281,238,47953,3658,25,79,785.6,0.9368492019404587,1.0,4,785.6
2024-04-30,28,74,19,89,86,548,166,22648,4950,26,68,1041.8,0.8698839681457453,1.0,4,1041.8
2024-05-01,55,78,48,76,95,690,364,3743,4417,39,99,945.0,0.9785767290973775,1.0,5,945.0
2024-05-02,29,34,74,96,89,915,313,1781,4432,54,86,935.4,0.9390113727315479,1.0,5,935.4
2024-05-03,53,83,51,41,97,404,155,8868,1541,85,81,359.8,1.031646131815904,1.0,5,359.8
2024-05-04,82,54,78,77,62,616,37,46220,1297,33,79,317.8,1.1889528834623464,1.0,5,317.8
2024-05-05,94,85,16,53,79,596,389,22867,2069,76,86,477.4,1.05916173781271,1.0,5,477.4
2024-05-06,85,30,58,95,66,496,251,44606,1321,91,67,319.6,0.9359212860594818,1.0,5,319.6
2024-05-07,43,47,23,58,94,444,260,32682,2988,88,95,646.2,0.9415633305068727,1.0,5,646.2
2024-05-08,25,55,73,56,73,969,258,7791,1727,53,99,392.4,0.8146836519558207,1.0,5,392.4
2024-05-09,55,50,34,99,83,455,487,21297,2053,40,81,467.6,1.1490841989615859,1.0,5,467.6
2024-05-10,52,61,31,82,68,638,42,39176,2270,95,89,510.8,1.0944324502632665,1.0,5,510.8
2024-05-11,96,87,55,46,62,901,449,5086,2526,37,87,568.4,1.1510922421230414,1.0,5,568.4
2024-05-12,26,46,23,66,83,581,219,28544,2864,21,98,620.0,0.8552728638520765,1.0,5,620.0
2024-05-13,38,71,28,65,68,837,292,24491,1344,24,67,317.0,1.1757734922040148,1.0,5,317.0
