date,trend_type,popularity_score,search_volume
2025-08-03,vegan_cake,76.3,7563
2025-08-03,traditional_cake,32.9,2565
2025-08-03,premium_cake,100.0,10284
2025-08-10,healthy_cake,100.0,9838
2025-08-10,sugar_free,100.0,9306
2025-08-10,vegan_cake,76.9,8044
2025-08-10,traditional_cake,29.2,2348
2025-08-10,premium_cake,100.0,9711
2025-08-17,healthy_cake,100.0,9174
2025-08-17,sugar_free,100.0,9890
2025-08-17,vegan_cake,75.4,7432
2025-08-17,traditional_cake,24.3,2295
2025-08-17,premium_cake,100.0,10195
2025-08-24,healthy_cake,100.0,10512
2025-08-24,sugar_free,100.0,8968
2025-08-24,vegan_cake,78.5,7881
2025-08-24,traditional_cake,26.3,3592
2025-08-24,premium_cake,100.0,10056
2025-08-31,healthy_cake,100.0,9299
2025-08-31,sugar_free,100.0,9382
2025-08-31,vegan_cake,82.4,7959
2025-08-31,traditional_cake,24.1,2559
2025-08-31,premium_cake,100.0,11407
