date,trends_impact_score,seasonal_impact_factor,cost_pressure_index,demand_pressure_index,top_trending_category,kpop_trend_score,competitors_with_promotion,avg_competitor_quality,avg_tiramisu_competitor_price,avg_cheesecake_competitor_price,consumer_confidence,inflation_rate,price_recommendation_score,promotion_recommendation_score,market_attractiveness_score,should_increase_price,should_decrease_price,should_run_promotion,market_is_attractive
2024-07-03,39.4,1.2,46.44,1.0,character_ip,141,4,4.0,178000.0,143000.0,77.3,3.37,-100,68.1,89.9,False,True,True,True
2024-07-04,39.4,1.2,46.19,1.0,character_ip,141,2,4.1,177000.0,150000.0,77.7,3.23,-100,52.1,89.8,False,True,False,True
2024-07-05,39.4,1.2,48.25,1.0,character_ip,141,6,4.1,169000.0,153000.0,77.1,3.66,-100,84.2,89.8,False,True,True,True
2024-07-06,39.4,1.2,45.35,1.01,character_ip,141,3,4.1,172000.0,157000.0,80.5,3.44,-100,59.9,90.1,False,True,False,True
2024-07-07,39.4,1.2,46.57,1.0,character_ip,141,4,4.1,189000.0,155000.0,77.5,3.48,-100,68.1,89.9,False,True,True,True
2024-07-08,35.0,1.2,48.49,1.01,character_ip,160,5,4.2,172000.0,151000.0,79.8,3.41,-100,76.7,89.0,False,True,True,True
2024-07-09,35.0,1.2,45.84,1.0,character_ip,160,7,4.1,177000.0,140000.0,77.9,3.36,-100,93.0,88.8,False,True,True,True
2024-07-10,35.0,1.2,46.61,1.0,character_ip,160,4,4.2,174000.0,152000.0,78.1,3.48,-100,68.9,88.8,False,True,True,True
2024-07-11,35.0,1.2,47.19,1.01,character_ip,160,5,4.1,178000.0,133000.0,81.3,3.61,-100,76.6,89.1,False,True,True,True
2024-07-12,35.0,1.2,47.56,1.01,character_ip,160,2,4.1,172000.0,144000.0,78.1,3.46,-100,52.9,88.9,False,True,False,True
2024-07-13,35.0,1.2,47.46,1.0,character_ip,160,3,4.1,182000.0,150000.0,79.4,3.5,-100,60.9,88.8,False,True,True,True
2024-07-14,35.0,1.2,49.33,1.0,character_ip,160,3,4.1,177000.0,148000.0,77.2,3.72,-100,61.0,88.8,False,True,True,True
2024-07-15,33.1,1.2,46.47,0.98,character_ip,129,6,4.1,168000.0,145000.0,73.7,3.06,-100,85.8,87.8,False,True,True,True
2024-07-16,33.1,1.2,46.44,1.0,character_ip,129,7,4.2,174000.0,143000.0,77.8,3.59,-100,93.4,88.3,False,True,True,True
2024-07-17,33.1,1.2,47.51,1.0,character_ip,129,5,4.2,176000.0,147000.0,77.5,3.5,-100,77.5,88.2,False,True,True,True
2024-07-18,33.1,1.2,47.44,1.0,character_ip,129,8,4.2,163000.0,134000.0,77.5,3.25,-100,100.0,88.2,False,True,True,True
2024-07-19,33.1,1.2,47.12,1.0,character_ip,129,2,4.2,172000.0,150000.0,78.6,3.63,-100,53.4,88.3,False,True,False,True
2024-07-20,33.1,1.2,48.58,1.01,character_ip,129,5,4.2,182000.0,147000.0,81.1,3.46,-100,77.1,88.6,False,True,True,True
2024-07-21,33.1,1.2,45.32,1.01,character_ip,129,0,4.2,184000.0,154000.0,80.7,3.83,-100,37.0,88.6,False,True,False,True
2024-07-22,35.1,1.2,46.27,1.01,character_ip,144,5,4.1,174000.0,146000.0,80.7,3.89,-100,76.7,89.1,False,True,True,True
2024-07-23,35.1,1.2,46.96,1.01,character_ip,144,4,4.0,173000.0,141000.0,79.6,3.64,-100,68.8,89.0,False,True,True,True
2024-07-24,35.1,1.2,46.12,0.99,character_ip,144,3,4.1,169000.0,146000.0,75.3,3.44,-100,61.3,88.5,False,True,True,True
2024-07-25,35.1,1.2,47.15,1.01,character_ip,144,2,4.1,170000.0,147000.0,79.6,3.1,-100,52.8,88.9,False,True,False,True
2024-07-26,35.1,1.2,45.44,1.0,character_ip,144,4,4.2,173000.0,138000.0,77.4,3.5,-100,69.0,88.7,False,True,True,True
2024-07-27,35.1,1.2,46.91,1.01,character_ip,144,5,4.1,172000.0,142000.0,78.8,3.64,-100,76.8,89.0,False,True,True,True
2024-07-28,35.1,1.2,46.31,1.02,character_ip,144,5,4.2,183000.0,140000.0,81.6,3.39,-100,76.6,89.2,False,True,True,True
2024-07-29,33.6,1.2,47.68,1.01,character_ip,149,7,4.1,161000.0,132000.0,78.2,3.5,-100,93.1,88.6,False,True,True,True
2024-07-30,33.6,1.2,48.34,1.0,character_ip,149,4,4.1,171000.0,144000.0,76.9,3.96,-100,69.3,88.4,False,True,True,True
2024-07-31,33.6,1.2,47.82,0.99,character_ip,149,3,4.1,173000.0,134000.0,76.4,3.51,-100,61.5,88.1,False,True,True,True
2024-08-01,33.6,1.2,46.38,1.01,character_ip,149,8,4.1,159000.0,138000.0,81.0,3.26,-100,100.0,88.7,False,True,True,True
2024-08-02,33.6,1.2,47.64,1.0,character_ip,149,3,4.2,169000.0,141000.0,77.9,3.66,-100,61.3,88.4,False,True,True,True
2024-08-03,33.6,1.2,47.13,1.01,character_ip,149,3,4.3,177000.0,151000.0,78.9,3.63,-100,61.1,88.6,False,True,True,True
2024-08-04,33.6,1.2,47.76,0.99,character_ip,149,3,4.1,177000.0,137000.0,75.6,3.66,-100,61.5,88.1,False,True,True,True
2024-08-05,31.6,1.2,47.45,1.0,character_ip,159,3,4.2,169000.0,138000.0,77.7,3.42,-100,61.7,87.8,False,True,True,True
2024-08-06,31.6,1.2,48.3,0.99,character_ip,159,6,4.2,169000.0,145000.0,77.6,3.07,-100,85.8,87.7,False,True,True,True
2024-08-07,31.6,1.2,48.26,1.0,character_ip,159,4,4.0,171000.0,138000.0,78.4,3.61,-100,69.6,87.9,False,True,True,True
2024-08-08,31.6,1.2,47.9,0.98,character_ip,159,4,4.1,152000.0,146000.0,74.0,3.69,-100,70.2,87.4,False,True,True,True
2024-08-09,31.6,1.2,48.64,1.0,character_ip,159,5,4.2,168000.0,132000.0,77.8,3.49,-100,77.7,87.9,False,True,True,True
2024-08-10,31.6,1.2,46.73,0.99,character_ip,159,1,4.0,182000.0,152000.0,75.4,3.29,-100,46.0,87.6,False,True,False,True
2024-08-11,31.6,1.2,46.8,1.0,character_ip,159,2,4.2,179000.0,152000.0,79.4,3.67,-100,53.8,87.8,False,True,False,True
2024-08-12,32.9,1.2,46.4,1.0,character_ip,174,3,4.1,166000.0,145000.0,77.9,3.36,-100,61.4,88.3,False,True,True,True
2024-08-13,32.9,1.2,47.84,1.0,character_ip,174,11,4.0,170000.0,129000.0,77.9,3.33,-100,100.0,88.2,False,True,True,True
2024-08-14,32.9,1.2,46.4,1.0,character_ip,174,6,4.2,171000.0,138000.0,77.2,3.6,-100,85.5,88.2,False,True,True,True
2024-08-15,32.9,1.2,45.88,1.02,character_ip,174,4,4.1,171000.0,136000.0,82.1,3.56,-100,69.0,88.7,False,True,True,True
2024-08-16,32.9,1.2,47.43,0.99,character_ip,174,4,4.3,165000.0,139000.0,75.5,3.48,-100,69.6,88.1,False,True,True,True
2024-08-17,32.9,1.2,47.24,0.99,character_ip,174,6,4.2,169000.0,149000.0,76.5,3.69,-100,85.6,88.1,False,True,True,True
2024-08-18,32.9,1.2,47.64,1.01,character_ip,174,2,4.1,169000.0,152000.0,80.7,3.24,-100,53.2,88.5,False,True,False,True
2024-08-19,29.5,1.2,47.31,1.0,character_ip,94,4,4.2,171000.0,138000.0,78.8,3.6,-100,70.0,87.5,False,True,True,True
2024-08-20,29.5,1.2,46.23,0.99,character_ip,94,4,4.2,165000.0,138000.0,75.8,3.41,-100,70.3,87.2,False,True,True,True
2024-08-21,29.5,1.2,46.57,1.0,character_ip,94,4,4.2,171000.0,141000.0,78.6,3.1,-100,70.0,87.4,False,True,True,True
2024-08-22,29.5,1.2,47.69,1.0,character_ip,94,3,4.1,162000.0,146000.0,78.7,3.56,-100,62.0,87.5,False,True,True,True
2024-08-23,29.5,1.2,47.57,1.0,character_ip,94,4,4.1,158000.0,145000.0,78.5,3.47,-100,70.1,87.4,False,True,True,True
2024-08-24,29.5,1.2,45.58,1.01,character_ip,94,4,4.1,184000.0,140000.0,80.0,3.28,-100,69.8,87.6,False,True,True,True
2024-08-25,29.5,1.2,48.2,1.0,character_ip,94,3,4.1,177000.0,152000.0,78.2,3.38,-100,62.1,87.4,False,True,True,True
2024-08-26,31.8,1.2,46.02,0.99,character_ip,193,5,4.1,166000.0,138000.0,76.0,3.79,-100,77.8,87.8,False,True,True,True
2024-08-27,31.8,1.2,45.5,1.01,character_ip,193,3,4.1,172000.0,143000.0,81.2,3.46,-100,61.4,88.2,False,True,True,True
2024-08-28,31.8,1.2,45.73,1.01,character_ip,193,3,4.2,166000.0,149000.0,80.3,3.54,-100,61.5,88.1,False,True,True,True
2024-08-29,31.8,1.2,45.95,0.99,character_ip,193,3,4.2,169000.0,143000.0,75.7,3.4,-100,61.9,87.7,False,True,True,True
2024-08-30,31.8,1.2,48.55,1.01,character_ip,193,5,4.1,172000.0,139000.0,80.9,3.54,-100,77.4,88.2,False,True,True,True
2024-08-31,31.8,1.2,46.87,1.0,character_ip,193,1,4.2,179000.0,152000.0,79.3,3.48,-100,45.6,88.0,False,True,False,True
2024-09-01,31.8,1.0,45.74,1.01,character_ip,193,8,4.1,180000.0,136000.0,78.4,3.58,-100,100.0,83.1,False,True,True,True
2024-09-02,32.0,1.0,46.38,1.0,character_ip,117,2,4.2,172000.0,149000.0,79.5,3.85,-100,59.6,83.0,False,True,False,True
2024-09-03,32.0,1.0,46.09,1.0,character_ip,117,2,4.1,170000.0,147000.0,78.5,3.32,-100,59.6,83.0,False,True,False,True
2024-09-04,32.0,1.0,48.32,1.0,character_ip,117,2,4.2,173000.0,146000.0,77.8,3.67,-100,59.7,82.9,False,True,False,True
2024-09-05,32.0,1.0,47.29,1.01,character_ip,117,2,4.2,172000.0,142000.0,79.1,3.55,-100,59.4,83.2,False,True,False,True
2024-09-06,32.0,1.0,48.33,1.0,character_ip,117,2,4.1,167000.0,148000.0,78.0,3.77,-100,59.6,83.0,False,True,False,True
2024-09-07,32.0,1.0,44.6,1.01,character_ip,117,5,4.1,180000.0,146000.0,79.9,3.22,-100,83.3,83.3,False,True,True,True
2024-09-08,32.0,1.0,48.56,0.99,character_ip,117,2,4.1,182000.0,151000.0,77.4,3.44,-100,59.7,82.9,False,True,False,True
2024-09-09,27.5,1.0,47.19,1.0,character_ip,64,8,4.1,156000.0,139000.0,78.8,3.39,-100,100.0,81.9,False,True,True,True
2024-09-10,27.5,1.0,47.05,1.0,character_ip,64,4,4.2,172000.0,142000.0,78.9,3.3,-100,76.4,81.9,False,True,True,True
2024-09-11,27.5,1.0,47.64,1.0,character_ip,64,6,4.1,170000.0,147000.0,76.0,3.68,-100,92.6,81.8,False,True,True,True
2024-09-12,27.5,1.0,46.58,1.01,character_ip,64,3,4.2,170000.0,147000.0,78.9,3.55,-100,68.3,82.0,False,True,True,True
2024-09-13,27.5,1.0,47.96,0.99,character_ip,64,4,4.1,174000.0,146000.0,75.6,3.52,-100,76.8,81.6,False,True,True,True
2024-09-14,27.5,1.0,47.95,0.99,character_ip,64,6,4.2,173000.0,156000.0,76.2,3.71,-100,92.7,81.6,False,True,True,True
2024-09-15,27.5,1.0,46.07,1.0,character_ip,64,8,4.1,179000.0,144000.0,79.1,3.57,-100,100.0,82.0,False,True,True,True
2024-09-16,31.4,1.0,48.09,0.98,character_ip,90,7,4.1,169000.0,140000.0,73.1,3.48,-100,100.0,82.4,False,True,True,True
2024-09-17,31.4,1.0,46.11,1.01,character_ip,90,4,4.2,168000.0,145000.0,79.3,3.27,-100,75.6,83.0,False,True,True,True
2024-09-18,31.4,1.0,46.73,1.01,character_ip,90,7,4.2,164000.0,142000.0,79.5,3.54,-100,99.6,83.0,False,True,True,True
2024-09-19,31.4,1.0,46.73,1.01,character_ip,90,1,4.2,174000.0,151000.0,78.9,3.38,-100,51.5,83.1,False,True,False,True
2024-09-20,31.4,1.0,47.53,0.99,character_ip,90,4,4.2,178000.0,134000.0,75.3,3.62,-100,76.0,82.5,False,True,True,True
2024-09-21,31.4,1.0,44.77,1.0,character_ip,90,7,4.2,176000.0,155000.0,77.3,3.88,-100,99.8,82.7,False,True,True,True
2024-09-22,31.4,1.0,45.84,1.01,character_ip,90,2,4.2,185000.0,151000.0,78.1,3.46,-100,59.6,83.0,False,True,False,True
2024-09-23,27.3,1.0,48.21,1.01,character_ip,38,3,4.2,177000.0,154000.0,80.0,3.08,-100,68.4,82.0,False,True,True,True
2024-09-24,27.3,1.0,45.19,1.02,character_ip,38,3,4.2,177000.0,153000.0,80.8,3.34,-100,68.1,82.2,False,True,True,True
2024-09-25,27.3,1.0,47.98,1.0,character_ip,38,4,4.2,171000.0,142000.0,77.0,3.26,-100,76.6,81.7,False,True,True,True
2024-09-26,27.3,1.0,48.35,1.01,character_ip,38,7,4.2,166000.0,144000.0,81.2,3.48,-100,100.0,82.2,False,True,True,True
2024-09-27,27.3,1.0,48.14,1.01,character_ip,38,2,4.2,182000.0,149000.0,79.1,3.47,-100,60.3,82.1,False,True,True,True
2024-09-28,27.3,1.0,46.66,1.01,character_ip,38,5,4.1,181000.0,152000.0,79.1,3.41,-100,84.3,82.0,False,True,True,True
2024-09-29,27.3,1.0,45.74,1.01,character_ip,38,5,4.2,187000.0,152000.0,79.3,3.55,-100,84.4,82.0,False,True,True,True
2024-09-30,31.2,1.0,46.51,1.01,character_ip,108,6,4.1,169000.0,148000.0,79.4,3.76,-100,91.6,83.0,False,True,True,True
2024-10-01,31.2,1.0,47.6,0.98,character_ip,108,3,4.1,175000.0,146000.0,75.0,3.49,-100,68.1,82.4,False,True,True,True
2024-10-02,31.2,1.0,48.03,1.01,character_ip,108,0,4.2,180000.0,154000.0,79.8,3.62,-100,43.6,83.0,False,True,False,True
2024-10-03,31.2,1.0,45.98,0.99,character_ip,108,1,4.2,180000.0,153000.0,74.4,3.72,-100,52.1,82.5,False,True,False,True
2024-10-04,31.2,1.0,48.06,0.99,character_ip,108,3,4.2,181000.0,148000.0,74.7,3.47,-100,68.1,82.5,False,True,True,True
2024-10-05,31.2,1.0,46.74,1.0,character_ip,108,6,4.2,179000.0,154000.0,78.3,3.59,-100,91.8,82.8,False,True,True,True
2024-10-06,31.2,1.0,46.39,1.0,character_ip,108,4,4.1,168000.0,159000.0,75.8,3.82,-100,75.9,82.7,False,True,True,True
2024-10-07,29.2,1.0,47.32,1.0,character_ip,54,2,4.1,183000.0,155000.0,78.3,3.2,-100,60.1,82.3,False,True,True,True
2024-10-08,29.2,1.0,45.76,1.01,character_ip,54,4,4.2,181000.0,150000.0,78.7,3.38,-100,76.0,82.5,False,True,True,True
2024-10-09,29.2,1.0,47.08,0.98,character_ip,54,4,4.2,183000.0,152000.0,73.5,3.24,-100,76.7,81.8,False,True,True,True
2024-10-10,29.2,1.0,47.05,1.01,character_ip,54,4,4.2,186000.0,154000.0,80.0,3.37,-100,76.0,82.4,False,True,True,True
2024-10-11,29.2,1.0,47.75,0.99,character_ip,54,1,4.2,181000.0,156000.0,76.4,3.23,-100,52.5,82.0,False,True,False,True
2024-10-12,29.2,1.0,48.11,1.0,character_ip,54,5,4.2,187000.0,162000.0,79.4,3.78,-100,84.1,82.4,False,True,True,True
2024-10-13,29.2,1.0,47.79,1.0,character_ip,54,4,4.2,188000.0,150000.0,77.2,3.51,-100,76.2,82.3,False,True,True,True
2024-10-14,34.4,1.0,48.05,1.02,character_ip,104,4,4.2,178000.0,149000.0,80.4,3.66,-100,74.7,84.0,False,True,True,True
2024-10-15,34.4,1.0,47.96,1.01,character_ip,104,4,4.1,183000.0,152000.0,79.6,3.65,-100,74.9,83.8,False,True,True,True
2024-10-16,34.4,1.0,47.65,1.01,character_ip,104,8,4.2,188000.0,160000.0,80.7,3.22,-100,100.0,83.8,False,True,True,True
2024-10-17,34.4,1.0,46.03,0.99,character_ip,104,6,4.2,184000.0,162000.0,75.4,3.37,-100,91.4,83.3,False,True,True,True
2024-10-18,34.4,1.0,47.22,0.99,character_ip,104,6,4.2,185000.0,154000.0,75.9,3.34,-100,91.4,83.3,False,True,True,True
2024-10-19,34.4,1.0,47.04,0.99,character_ip,104,4,4.1,187000.0,162000.0,77.3,3.36,-100,75.3,83.4,False,True,True,True
2024-10-20,34.4,1.0,46.7,0.99,character_ip,104,4,4.1,188000.0,170000.0,76.9,3.73,-100,75.2,83.5,False,True,True,True
2024-10-21,31.9,1.0,47.46,1.0,character_ip,96,6,4.2,183000.0,155000.0,77.9,3.56,-100,91.6,83.0,False,True,True,True
2024-10-22,31.9,1.0,47.01,1.0,character_ip,96,2,4.0,176000.0,159000.0,78.1,3.26,-100,59.6,83.0,False,True,False,True
2024-10-23,31.9,1.0,47.25,1.0,character_ip,96,4,4.2,188000.0,163000.0,78.6,3.28,-100,75.6,83.0,False,True,True,True
2024-10-24,31.9,1.0,46.72,1.0,character_ip,96,6,4.2,183000.0,149000.0,79.3,3.18,-100,91.6,83.0,False,True,True,True
2024-10-25,31.9,1.0,48.14,0.99,character_ip,96,2,4.1,186000.0,163000.0,77.4,3.61,-100,59.8,82.8,False,True,False,True
2024-10-26,31.9,1.0,47.73,0.98,character_ip,96,3,4.2,195000.0,160000.0,74.7,3.93,-100,68.0,82.5,False,True,True,True
2024-10-27,31.9,1.0,46.74,0.99,character_ip,96,7,4.2,194000.0,167000.0,76.0,3.29,-100,99.9,82.6,False,True,True,True
2024-10-28,32.4,1.0,46.95,1.0,character_ip,60,5,4.2,185000.0,153000.0,78.5,3.38,-100,83.6,83.0,False,True,True,True
2024-10-29,32.4,1.0,46.57,1.0,character_ip,60,8,4.2,180000.0,148000.0,78.4,3.27,-100,100.0,83.0,False,True,True,True
2024-10-30,32.4,1.0,46.99,1.01,character_ip,60,2,4.2,193000.0,162000.0,78.7,3.68,-100,59.3,83.3,False,True,False,True
2024-10-31,32.4,1.0,47.62,0.99,character_ip,60,6,4.3,187000.0,151000.0,75.0,3.4,-100,91.9,82.8,False,True,True,True
2024-11-01,32.4,1.0,46.51,1.0,character_ip,60,4,4.1,192000.0,164000.0,76.9,3.28,-100,75.6,83.1,False,True,True,True
2024-11-02,32.4,1.0,46.79,1.01,character_ip,60,5,4.1,204000.0,174000.0,80.3,3.68,-100,83.4,83.2,False,True,True,True
2024-11-03,32.4,1.0,48.42,1.0,character_ip,60,7,4.2,194000.0,175000.0,78.1,3.53,-100,99.5,83.2,False,True,True,True
2024-11-04,32.8,1.0,47.82,1.0,character_ip,89,6,4.1,191000.0,155000.0,78.0,3.51,-100,91.4,83.2,False,True,True,True
2024-11-05,32.8,1.0,48.09,0.99,character_ip,89,5,4.0,190000.0,165000.0,77.3,3.2,-100,83.7,82.9,False,True,True,True
2024-11-06,32.8,1.0,45.83,1.01,character_ip,89,2,4.1,196000.0,166000.0,80.6,3.36,-100,59.2,83.4,False,True,False,True
2024-11-07,32.8,1.0,47.04,1.0,character_ip,89,3,4.1,196000.0,166000.0,78.6,3.14,-100,67.5,83.2,False,True,True,True
2024-11-08,32.8,1.0,47.33,1.0,character_ip,89,3,4.1,193000.0,166000.0,78.3,3.55,-100,67.5,83.2,False,True,True,True
2024-11-09,32.8,1.0,46.67,1.02,character_ip,89,6,4.1,206000.0,176000.0,81.7,3.46,-100,91.0,83.6,False,True,True,True
2024-11-10,32.8,1.0,49.59,1.01,character_ip,89,2,4.1,206000.0,172000.0,80.1,3.71,-100,59.3,83.4,False,True,False,True
2024-11-11,30.4,1.0,47.79,0.99,character_ip,43,3,4.1,197000.0,163000.0,76.5,3.83,-100,68.1,82.4,False,True,True,True
2024-11-12,30.4,1.0,47.2,0.99,character_ip,43,3,4.1,190000.0,159000.0,75.6,3.35,-100,68.2,82.3,False,True,True,True
2024-11-13,30.4,1.0,47.02,0.99,character_ip,43,10,4.1,187000.0,166000.0,76.0,3.34,-100,100.0,82.4,False,True,True,True
2024-11-14,30.4,1.0,47.67,0.99,character_ip,43,8,4.1,188000.0,173000.0,75.5,3.7,-100,100.0,82.3,False,True,True,True
2024-11-15,30.4,1.0,47.05,1.0,character_ip,43,5,4.0,201000.0,168000.0,79.7,3.58,-100,83.8,82.7,False,True,True,True
2024-11-16,30.4,1.0,47.02,1.0,character_ip,43,2,4.1,208000.0,181000.0,77.0,3.58,-100,59.8,82.7,False,True,False,True
2024-11-17,30.4,1.0,47.8,1.0,character_ip,43,2,4.0,208000.0,169000.0,76.5,3.28,-100,60.0,82.5,False,True,False,True
2024-11-18,35.2,1.0,48.26,1.0,character_ip,22,3,4.1,202000.0,175000.0,78.3,3.81,-100,66.9,83.8,False,True,True,True
2024-11-19,35.2,1.0,46.73,1.0,character_ip,22,4,4.1,198000.0,171000.0,78.2,3.25,-100,74.9,83.9,False,True,True,True
2024-11-20,35.2,1.0,46.46,1.01,character_ip,22,6,4.2,198000.0,173000.0,79.3,3.54,-100,90.7,84.0,False,True,True,True
2024-11-21,35.2,1.0,47.91,1.0,character_ip,22,1,4.3,202000.0,172000.0,79.3,3.65,-100,50.8,83.9,False,True,False,True
2024-11-22,35.2,1.0,47.29,0.98,character_ip,22,6,4.2,190000.0,169000.0,73.4,3.39,-100,91.5,83.2,False,True,True,True
2024-11-23,35.2,1.0,45.38,1.02,character_ip,22,2,4.1,206000.0,176000.0,81.2,3.58,-100,58.6,84.2,False,True,False,True
2024-11-24,35.2,1.0,46.44,1.0,character_ip,22,3,4.2,218000.0,176000.0,78.2,3.79,-100,66.9,83.8,False,True,True,True
2024-11-25,37.9,1.0,46.85,0.98,character_ip,67,7,4.1,204000.0,168000.0,73.7,3.22,-100,98.9,84.0,False,True,True,True
2024-11-26,37.9,1.0,46.41,1.0,character_ip,67,4,4.2,196000.0,164000.0,79.3,3.75,-100,74.4,84.5,False,True,True,True
2024-11-27,37.9,1.0,47.43,1.0,character_ip,67,7,4.1,185000.0,159000.0,77.1,3.85,-100,98.5,84.4,False,True,True,True
2024-11-28,37.9,1.0,46.69,1.0,character_ip,67,2,4.2,197000.0,179000.0,78.0,3.54,-100,58.4,84.5,False,True,False,True
2024-11-29,37.9,1.0,45.68,1.0,character_ip,67,6,4.1,204000.0,168000.0,77.5,3.3,-100,90.4,84.5,False,True,True,True
2024-11-30,37.9,1.0,46.53,1.01,character_ip,67,3,4.2,218000.0,177000.0,79.6,3.39,-100,66.2,84.6,False,True,True,True
2024-12-01,37.9,0.95,46.87,1.01,character_ip,67,3,4.2,208000.0,188000.0,79.2,3.32,-100,67.7,83.4,False,True,True,True
2024-12-02,36.6,0.95,46.5,0.99,character_ip,116,3,4.2,210000.0,168000.0,74.5,3.37,-100,68.5,82.6,False,True,True,True
2024-12-03,36.6,0.95,46.85,0.98,character_ip,116,6,4.2,208000.0,175000.0,75.9,3.41,-100,92.6,82.5,False,True,True,True
2024-12-04,36.6,0.95,47.99,0.99,character_ip,116,8,4.1,202000.0,165000.0,76.5,3.73,-100,100.0,82.7,False,True,True,True
2024-12-05,36.6,0.95,47.58,1.0,character_ip,116,6,4.1,212000.0,169000.0,77.0,3.56,-100,92.2,82.9,False,True,True,True
2024-12-06,36.6,0.95,47.61,1.01,character_ip,116,3,4.1,201000.0,163000.0,80.1,3.43,-100,68.0,83.0,False,True,True,True
2024-12-07,36.6,0.95,46.56,0.99,character_ip,116,7,4.1,213000.0,188000.0,76.6,3.6,-100,100.0,82.6,False,True,True,True
2024-12-08,36.6,0.95,48.38,1.0,character_ip,116,4,4.2,216000.0,189000.0,77.9,3.77,-100,76.3,82.8,False,True,True,True
2024-12-09,39.8,0.95,47.3,1.01,character_ip,77,5,4.1,209000.0,180000.0,79.6,3.37,-100,83.4,83.9,False,True,True,True
2024-12-10,39.8,0.95,46.04,1.0,character_ip,77,8,4.2,190000.0,177000.0,77.4,3.35,-100,100.0,83.8,False,True,True,True
2024-12-11,39.8,0.95,46.99,0.99,character_ip,77,5,4.1,206000.0,174000.0,79.0,3.48,-100,83.7,83.6,False,True,True,True
2024-12-12,39.8,0.95,47.58,1.01,character_ip,77,3,4.2,218000.0,178000.0,80.1,3.64,-100,67.3,84.0,False,True,True,True
2024-12-13,39.8,0.95,49.01,1.0,character_ip,77,4,4.3,213000.0,175000.0,77.1,3.52,-100,75.6,83.7,False,True,True,True
2024-12-14,39.8,0.95,46.7,1.02,character_ip,77,7,4.1,210000.0,188000.0,82.2,3.67,-100,99.0,84.2,False,True,True,True
2024-12-15,39.8,0.95,46.29,1.01,character_ip,77,6,4.2,226000.0,190000.0,79.6,3.53,-100,91.3,83.9,False,True,True,True
2024-12-16,40.1,0.95,45.18,1.02,character_ip,47,7,4.2,195000.0,181000.0,81.4,3.42,-100,99.0,84.3,False,True,True,True
2024-12-17,40.1,0.95,46.76,1.0,character_ip,47,5,4.0,204000.0,175000.0,77.7,3.53,-100,83.5,83.7,False,True,True,True
2024-12-18,40.1,0.95,47.39,1.01,character_ip,47,4,4.1,216000.0,183000.0,79.8,3.55,-100,75.3,83.9,False,True,True,True
2024-12-19,40.1,0.95,47.81,1.01,character_ip,47,4,4.1,206000.0,180000.0,79.5,3.7,-100,75.2,84.0,False,True,True,True
2024-12-20,40.1,0.95,46.88,1.0,character_ip,47,5,4.2,212000.0,180000.0,78.7,3.65,-100,83.5,83.7,False,True,True,True
2024-12-21,40.1,0.95,47.15,0.99,character_ip,47,5,4.0,251000.0,214000.0,76.0,3.47,-100,83.7,83.5,False,True,True,True
2024-12-22,40.1,1.42,47.52,0.99,character_ip,47,5,4.2,248000.0,206000.0,74.5,3.16,-100,69.6,95.3,False,True,True,True
2024-12-23,40.9,1.9,46.27,1.0,social_events,132,3,4.2,237000.0,208000.0,78.7,3.81,-100,38.7,107.8,False,True,False,True
2024-12-24,40.9,2.38,46.21,1.01,social_events,132,3,4.1,237000.0,199000.0,79.9,3.44,-100,24.4,119.8,False,True,False,True
2024-12-25,40.9,1.9,47.29,1.0,social_events,132,9,4.1,228000.0,203000.0,77.3,3.55,-100,86.9,107.6,False,True,True,True
2024-12-26,40.9,1.42,46.13,1.01,social_events,132,4,4.1,240000.0,205000.0,80.9,3.48,-100,60.9,96.0,False,True,True,True
2024-12-27,40.9,0.95,46.84,1.01,social_events,132,6,4.2,239000.0,205000.0,80.2,3.32,-100,91.1,84.2,False,True,True,True
2024-12-28,40.9,0.95,46.47,0.99,social_events,132,3,4.1,237000.0,214000.0,77.1,3.42,-100,67.5,83.8,False,True,True,True
2024-12-29,40.9,1.14,47.05,1.01,social_events,132,4,4.1,247000.0,218000.0,79.8,3.55,-100,69.4,89.0,False,True,True,True
2024-12-30,50.0,1.52,46.66,1.0,direct_bakery,25,4,4.1,240000.0,200000.0,77.4,3.08,-100,56.5,100.4,False,True,False,True
2024-12-31,50.0,1.9,47.24,1.0,direct_bakery,25,9,4.2,232000.0,197000.0,78.9,3.62,-100,84.9,110.1,False,True,True,True
